Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed and Suspected COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week
2020-07-19,495266,HANOVER HEALTH AND REHABILITATION CENTER,8139 LEE DAVIS ROAD,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,1,0,2,0,0,120,67,Y,Y,Y,Y,0,9,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-07-26,495266,HANOVER HEALTH AND REHABILITATION CENTER,8139 LEE DAVIS ROAD,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,1,0,2,0,0,120,74,Y,Y,Y,Y,1,10,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-08-02,495266,HANOVER HEALTH AND REHABILITATION CENTER,8139 LEE DAVIS ROAD,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,1,0,2,0,0,120,77,Y,Y,Y,Y,0,10,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-05-24,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,3,3,2,2,2,2,7,7,3,3,169,119,Y,Y,Y,N,1,1,5,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.8,25.2,150,Hanover,,
2020-05-31,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,3,0,2,0,2,2,9,0,3,169,118,Y,Y,Y,N,0,1,2,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.9,25.4,150,Hanover,N,N
2020-06-07,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,3,0,2,0,2,1,10,0,3,169,122,Y,Y,Y,Y,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.4,24.6,150,Hanover,N,N
2020-06-14,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,3,0,2,0,2,3,13,0,3,169,119,Y,Y,Y,Y,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.8,25.2,150,Hanover,N,N
2020-06-21,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,1,4,0,2,0,2,1,14,0,3,169,119,Y,Y,Y,Y,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.8,25.2,150,Hanover,N,N
2020-06-28,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,1,5,0,2,1,3,2,16,0,3,169,122,Y,Y,Y,N,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.4,24.6,150,Hanover,N,N
2020-07-05,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,5,1,3,1,4,1,17,0,3,169,125,Y,Y,Y,N,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,24,24,100,Hanover,N,N
2020-07-12,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,5,0,3,1,5,0,17,0,3,169,132,Y,Y,Y,N,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,22.7,22.7,100,Hanover,N,N
2020-07-19,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,5,0,3,1,6,1,18,0,3,169,130,Y,Y,Y,N,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,23.1,23.1,100,Hanover,N,N
2020-07-26,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,5,0,3,0,6,4,22,0,3,169,131,Y,Y,Y,N,0,1,0,7,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,22.9,22.9,100,Hanover,N,N
2020-08-02,495413,AUTUMN CARE OF MECHANICSVILLE,7600 AUTUMN PARKWAY,MECHANICSVILLE,VA,23116,Y,Y,0,5,0,3,0,6,1,23,0,3,169,128,Y,Y,Y,N,0,1,0,7,0,0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,23.4,23.4,100,Hanover,N,N
2020-05-24,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,51,Y,Y,Y,N,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,,
2020-05-31,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,50,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-06-07,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,49,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-06-14,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,49,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-06-21,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,49,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-06-28,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,49,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-07-05,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,50,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-07-12,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,50,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-07-19,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,0,0,0,0,62,51,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-07-26,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,1,1,0,0,62,50,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-08-02,495419,COVENANT WOODS NURSING HOME,7090 COVENANT WOODS DRIVE,MECHANICSVILLE,VA,23111,Y,Y,0,0,0,0,0,0,1,2,0,0,62,49,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Hanover,N,N
2020-05-24,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,2,2,1,1,0,0,2,2,0,0,60,37,Y,N,Y,N,2,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27,0,0,Chesterfield,,
2020-05-31,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,1,3,0,1,1,1,0,2,0,0,60,36,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27.8,0,0,Chesterfield,N,N
2020-06-07,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,3,0,1,0,1,0,2,0,0,60,0,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,0,Chesterfield,N,N
2020-06-14,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,1,4,0,1,0,1,0,2,0,0,60,33,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,30.3,0,0,Chesterfield,N,N
2020-06-21,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,1,2,0,2,0,0,60,36,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27.8,0,0,Chesterfield,N,N
2020-06-28,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,0,2,0,2,0,0,60,38,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,26.3,0,0,Chesterfield,N,N
2020-07-05,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,0,2,0,2,0,0,60,41,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,24.4,0,0,Chesterfield,N,N
2020-07-12,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,0,2,0,2,0,0,60,41,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,24.4,0,0,Chesterfield,N,N
2020-07-19,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,0,2,0,2,0,0,60,37,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27,0,0,Chesterfield,N,N
2020-07-26,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,0,2,0,2,0,0,60,34,Y,N,Y,N,4,6,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,29.4,0,0,Chesterfield,N,N
2020-08-02,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,0,2,0,2,0,0,60,35,Y,N,Y,N,0,6,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,28.6,0,0,Chesterfield,N,N
2020-05-24,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,0,0,0,3,3,5,5,0,0,120,108,Y,N,Y,N,2,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Chesterfield,,
2020-05-31,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,0,12,12,10,13,4,9,0,0,120,109,Y,N,Y,N,5,7,2,2,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,110.1,0,0,Chesterfield,Y,Y
2020-06-07,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,0,6,18,0,13,4,13,1,1,120,99,Y,Y,Y,N,2,9,1,3,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,181.8,10.1,5.6,Chesterfield,Y,N
2020-06-14,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,0,6,24,0,13,1,14,1,2,,90,Y,Y,Y,N,5,14,2,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,266.7,22.2,8.3,Chesterfield,Y,N
2020-06-21,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,0,0,24,0,13,1,15,1,3,,82,Y,Y,Y,N,0,14,0,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,292.7,36.6,12.5,Chesterfield,N,N
2020-06-28,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,1,1,0,24,0,13,1,16,1,4,,79,Y,Y,Y,N,0,14,1,6,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,303.8,50.6,16.7,Chesterfield,N,N
2020-07-05,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,1,0,24,0,13,2,18,0,4,,76,Y,Y,Y,N,1,15,0,6,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,315.8,52.6,16.7,Chesterfield,N,N
2020-07-12,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,1,0,24,0,13,0,18,0,4,,83,Y,Y,Y,N,0,15,0,6,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,289.2,48.2,16.7,Chesterfield,N,N
2020-07-19,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,1,0,24,0,13,1,19,1,5,,95,Y,Y,Y,N,0,15,0,6,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,252.6,52.6,20.8,Chesterfield,N,N
2020-07-26,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,1,0,24,2,15,1,20,0,5,,100,Y,Y,Y,N,0,15,1,7,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,240,50,20.8,Chesterfield,N,N
2020-08-02,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,1,0,24,0,15,0,20,0,5,,107,Y,Y,Y,N,0,15,0,7,0,0,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,224.3,46.7,20.8,Chesterfield,N,N
2020-05-24,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,4,4,0,0,6,6,12,12,11,11,145,94,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,117,,Northampton,,
2020-05-31,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,0,4,0,0,0,6,2,14,1,12,145,90,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,133.3,,Northampton,N,N
2020-06-07,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,1,5,0,0,0,6,1,15,0,12,145,89,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,134.8,,Northampton,N,N
2020-06-14,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,1,6,1,1,24,30,0,15,0,12,145,88,Y,Y,N,N,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.4,136.4,1200,Northampton,Y,Y
2020-06-21,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,0,6,0,1,4,34,1,16,1,13,145,86,Y,Y,N,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.6,151.2,1300,Northampton,Y,N
2020-06-28,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,0,6,0,1,0,34,0,16,0,13,145,84,Y,Y,N,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.9,154.8,1300,Northampton,N,N
2020-07-05,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,0,6,0,1,0,34,0,16,0,13,145,83,Y,Y,N,N,0,0,3,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12,156.6,1300,Northampton,N,N
2020-07-12,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,2,8,0,1,0,34,2,18,2,15,145,83,Y,Y,N,N,0,0,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12,180.7,1500,Northampton,N,N
2020-07-19,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,1,9,0,1,0,34,1,19,1,16,145,80,Y,Y,N,N,0,0,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.5,200,1600,Northampton,N,N
2020-07-26,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,0,9,0,1,0,34,0,19,0,16,145,81,Y,Y,N,N,0,0,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.3,197.5,1600,Northampton,N,N
2020-08-02,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,Y,0,9,0,1,0,34,0,19,0,16,145,85,Y,Y,N,N,0,0,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.8,188.2,1600,Northampton,N,N
2020-05-24,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,9,9,0,0,118,98,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Shenandoah,,
2020-05-31,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,0,9,0,0,118,99,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Shenandoah,N,N
2020-06-07,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,1,10,0,0,118,97,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Shenandoah,N,N
2020-06-14,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,1,11,0,0,118,94,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Shenandoah,N,N
2020-06-21,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,1,1,15,15,0,11,0,0,118,96,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,10.4,0,0,Shenandoah,Y,Y
2020-06-28,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,12,13,2,17,1,12,0,0,118,96,Y,Y,Y,N,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,135.4,0,0,Shenandoah,Y,N
2020-07-05,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,1,1,9,22,0,17,4,16,4,4,118,91,Y,Y,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,241.8,44,18.2,Shenandoah,Y,N
2020-07-12,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,1,1,23,0,17,2,18,2,6,118,84,Y,Y,Y,N,1,2,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,273.8,71.4,26.1,Shenandoah,N,N
2020-07-19,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,1,6,29,0,17,0,18,0,6,118,82,Y,Y,Y,N,2,4,3,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,353.7,73.2,20.7,Shenandoah,Y,N
2020-07-26,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,1,2,10,39,1,18,0,18,0,6,118,83,Y,Y,Y,N,3,7,2,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,469.9,72.3,15.4,Shenandoah,Y,N
2020-08-02,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,2,13,52,0,18,0,18,0,6,118,80,Y,Y,Y,N,1,8,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,650,75,11.5,Shenandoah,Y,N
2020-05-24,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,N,1,1,0,0,9,9,2,2,0,0,209,177,Y,Y,Y,N,0,0,17,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Newport News City,,
2020-05-31,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,Y,0,1,0,0,0,9,0,2,0,0,209,176,Y,Y,Y,N,0,0,0,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,Newport News City,N,N
