Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Reporting Interval
06/14/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,0,6,0,0,180,158,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 4 - Jun 14
06/21/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,0,6,0,0,180,159,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 5 - Jun 21
06/28/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,3,9,0,0,180,159,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 6 - Jun 28
07/05/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,2,11,0,0,180,155,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 7 - Jul  5
07/12/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,1,12,0,0,180,153,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 8 - Jul 12
07/19/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,0,12,0,0,180,158,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 9 - Jul 19
07/26/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,0,12,0,0,180,162,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 10 - Jul 26
08/02/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,0,12,0,0,180,161,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 11 - Aug  2
08/09/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,2,14,0,0,180,156,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 12 - Aug  9
08/16/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,0,0,0,0,2,1,15,0,0,180,157,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,,,,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 13 - Aug 16
08/23/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,1,1,0,0,0,2,1,16,0,0,180,159,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,N,N,N,N,,,,0,0,1,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 14 - Aug 23
08/30/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,1,0,0,0,2,0,16,0,0,180,161,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,N,,,,1,1,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 15 - Aug 30
09/06/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,1,0,0,0,2,2,18,0,0,180,156,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,0,0,,0,1,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Roanoke,N,N,Week 16 - Sep  6
09/13/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,1,5,5,0,2,0,18,0,0,180,150,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,0,0,,1,2,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,33.3,0.0,33.3,0.0,0.0,Roanoke,Y,Y,Week 17 - Sep 13
09/20/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,1,3,8,0,2,0,18,0,0,180,143,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0,152,Y,4,6,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.0,0.0,55.9,0.0,0.0,Roanoke,Y,N,Week 18 - Sep 20
09/27/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,1,2,6,14,0,2,0,18,0,0,180,144,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,0,0,,0,6,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,41.7,0.0,97.2,0.0,0.0,Roanoke,Y,N,Week 19 - Sep 27
10/04/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,3,17,0,2,1,19,1,1,180,141,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,1,7,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.3,7.1,120.6,7.1,5.9,Roanoke,Y,N,Week 20 - Oct  4
10/11/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,1,18,0,2,0,19,0,1,180,137,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,28,322,Y,2,9,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,7.3,0.0,131.4,7.3,5.6,Roanoke,N,N,Week 21 - Oct 11
10/18/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,1,19,0,2,0,19,0,1,180,134,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,28,322,Y,0,9,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,7.5,0.0,141.8,7.5,5.3,Roanoke,N,N,Week 22 - Oct 18
10/25/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,1,20,0,2,0,19,0,1,180,134,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,28,322,Y,0,9,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,7.5,0.0,149.3,7.5,5.0,Roanoke,N,N,Week 23 - Oct 25
11/01/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,0,20,0,2,0,19,0,1,180,159,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,28,322,Y,1,10,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,125.8,6.3,5.0,Roanoke,N,N,Week 24 - Nov  1
11/08/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,0,20,0,2,0,19,0,1,180,163,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,28,322,Y,0,10,1,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,122.7,6.1,5.0,Roanoke,N,N,Week 25 - Nov  8
11/15/20,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,705 CLEARVIEW DRIVE,VINTON,VA,24179,Y,Y,0,2,0,20,0,2,0,19,0,1,180,162,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,28,322,Y,1,11,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,123.5,6.2,5.0,Roanoke,N,N,Week 26 - Nov 15
05/24/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,1,0,0,102,80,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,,,Week 1 - May 24
05/31/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,1,0,0,102,83,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 2 - May 31
06/07/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,2,3,0,0,102,79,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 3 - Jun  7
06/14/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,2,5,0,0,102,79,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 4 - Jun 14
06/21/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,5,0,0,102,86,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 5 - Jun 21
06/28/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,6,0,0,102,84,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 6 - Jun 28
07/05/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,6,0,0,102,84,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 7 - Jul  5
07/12/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,7,0,0,102,86,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 8 - Jul 12
07/19/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,8,0,0,102,90,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 9 - Jul 19
07/26/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,8,0,0,102,91,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 10 - Jul 26
08/02/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,2,10,0,0,102,95,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 11 - Aug  2
08/09/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,11,0,0,102,87,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 12 - Aug  9
08/16/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,12,0,0,102,84,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 13 - Aug 16
08/23/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,12,0,0,102,84,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 14 - Aug 23
08/30/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,13,0,0,102,85,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 15 - Aug 30
09/06/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,13,0,0,102,87,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,0,0,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 16 - Sep  6
09/13/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,1,14,0,0,102,84,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,0,0,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 17 - Sep 13
09/20/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,14,0,0,102,84,,,,,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0,100,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 18 - Sep 20
09/27/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,14,0,0,102,85,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,91,198,Y,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 19 - Sep 27
10/04/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,14,0,0,102,79,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,82,196,Y,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 20 - Oct  4
10/11/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,0,0,0,0,14,0,0,102,82,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,82,194,Y,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Pulaski,N,N,Week 21 - Oct 11
10/18/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,1,1,0,0,0,14,0,0,102,88,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,136,187,Y,1,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.4,0.0,11.4,0.0,0.0,Pulaski,N,Y,Week 22 - Oct 18
10/25/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,0,1,0,0,0,14,0,0,102,92,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,91,190,Y,1,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,10.9,0.0,0.0,Pulaski,N,N,Week 23 - Oct 25
11/01/20,495294,PULASKI HLTH & REHAB CNTR,2401 LEE HIGHWAY,PULASKI,VA,24301,Y,Y,0,0,6,7,0,0,1,15,0,0,102,89,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,96,202,Y,1,4,3,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,67.4,0.0,78.7,0.0,0.0,Pulaski,Y,N,Week 24 - Nov  1
