one_week_supply_of_eye,laboratory_type_is_other,residents_total_admissions,staff_weekly_suspected_covid,shortage_of_nursing_staff,total_resident_covid_19_deaths_per_1_000_residents,total_number_of_occupied,residents_weekly_all_deaths,any_current_supply_of_n95,submitted_data,ventilator_dependent_unit,number_of_ventilators_in,laboratory_type_is_state,shortage_of_other_staff,any_current_supply_of_gowns,residents_weekly_confirmed,any_current_supply_of,staff_total_covid_19_deaths,residents_weekly_covid_19,staff_total_suspected_covid,one_week_supply_of_surgical,one_week_supply_of_gowns,any_current_supply_of_hand,total_resident_confirmed_covid_19_cases_per_1_000_residents,provider_name,laboratory_type_is_private,initial_confirmed_covid_19_case_this_week,resident_access_to_testing,any_current_supply_of_surgical,county,passed_quality_assurance,staff_weekly_confirmed_covid,one_week_supply_of_hand,residents_total_covid_19,staff_weekly_covid_19_deaths,provider_address,three_or_more_confirmed_and_suspected_covid_19_cases_this_week,provider_zip_code,any_current_supply_of_gloves,federal_provider_number,number_of_all_beds,residents_total_suspected,residents_weekly_suspected,residents_weekly_admissions,staff_total_confirmed_covid,one_week_supply_of_gloves,residents_total_all_deaths,provider_state,shortage_of_clinical_staff,number_of_ventilators_in_1,any_current_supply_of_eye,shortage_of_aides,one_week_supply_of_ventilator,residents_total_confirmed,one_week_supply_of_n95_masks,week_ending,total_residents_covid_19_deaths_as_a_percentage_of_confirmed_covid_19_cases,provider_city
Y,N,13,0,N,161.8,68,0,Y,Y,,,N,N,Y,1,,1,0,0,Y,Y,Y,1029.4,GLENBURNIE REHAB & NURSING CENTER,Y,N,Y,Y,Henrico,Y,0,Y,11,0,1901 LIBBIE AVE,N,23226,Y,495391,125,0,0,0,13,Y,13,VA,N,,Y,N,,70,Y,2020/07/19 00:00:00,15.7,RICHMOND
Y,N,0,0,N,0.0,58,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,RIVERSIDE CONVALESCENT CNTR WE,Y,N,Y,Y,King William,Y,0,Y,0,0,2960 CHELSEA ROAD,N,23181,Y,495303,60,3,1,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,WEST POINT
Y,N,0,0,N,0.0,84,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,23.8,LAKEWOOD MANOR,Y,N,Y,Y,Goochland,Y,0,Y,0,0,1900 LAUDERDALE DRIVE,N,23238,Y,495403,96,0,0,0,11,Y,2,VA,N,,Y,N,,2,Y,2020/07/26 00:00:00,0.0,RICHMOND
Y,N,0,0,N,0.0,127,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,BROOKSIDE REHAB & NURSING CENTER,Y,N,Y,Y,Fauquier,Y,0,Y,0,0,614 HASTINGS LANE,N,20186,Y,495267,130,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/19 00:00:00,,WARRENTON
,,,,,,,,,Y,,,,,,,,,,,,,,,CONSULATE HEALTH CARE OF WOODSTOCK,,,,,Shenandoah,N,,,,,803 SOUTH MAIN ST,,22664,,495315,,,,,,,,VA,,,,,,,,2020/06/21 00:00:00,,WOODSTOCK
Y,N,0,0,N,0.0,57,0,Y,Y,N,,Y,N,Y,0,,0,0,3,Y,Y,Y,0.0,DINWIDDIE HEALTH AND REHAB CENTER,Y,N,Y,Y,Petersburg City,Y,0,Y,0,0,46 DIAMOND DRIVE,N,23803,Y,495398,60,6,1,0,0,Y,13,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,PETERSBURG
Y,Y,0,0,N,0.0,51,1,Y,Y,N,,Y,N,Y,0,,0,0,1,Y,Y,Y,0.0,APPOMATTOX HEALTH AND REHABILITATON CENTER,Y,N,Y,Y,Appomattox,Y,0,Y,0,0,235 EVERGREEN AVE,N,24522,Y,495188,0,1,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,APPOMATTOX
Y,N,0,0,N,0.0,18,0,Y,Y,N,,N,N,Y,0,,0,0,3,Y,Y,Y,0.0,WINDSORMEADE OF WILLIAMSBURG,Y,N,Y,Y,James City,Y,0,Y,0,0,3900 WINDSOR HALL DRIVE,N,23188,Y,495402,22,1,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,WILLIAMSBURG
Y,N,0,0,Y,0.0,109,5,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE LAURELS OF CHARLOTTESVILLE,Y,N,Y,Y,Albermarle,Y,0,Y,0,0,490 HILLSDALE DRIVE,N,22901,Y,495377,,1,0,0,0,Y,22,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,CHARLOTTESVILLE
Y,N,7,0,N,60.6,66,1,Y,Y,N,,Y,N,Y,0,,0,1,4,Y,Y,Y,227.3,AUTUMN CARE OF SUFFOLK,Y,N,Y,Y,Suffolk City,Y,0,Y,4,0,2580 PRUDEN BOULEVARD,N,23434,Y,495258,120,17,0,2,2,Y,4,VA,N,,Y,N,,15,Y,2020/05/31 00:00:00,26.7,SUFFOLK
Y,N,3,1,Y,47.2,127,2,Y,Y,N,,Y,N,Y,2,,0,1,4,Y,Y,Y,228.3,WESTPORT REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Henrico,Y,2,Y,6,0,7300 FOREST AVE,N,23226,Y,495227,225,18,0,1,5,Y,22,VA,N,,Y,N,,29,Y,2020/05/31 00:00:00,20.7,RICHMOND
Y,N,0,0,N,0.0,67,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,"ENVOY OF LAWRENCEVILLE, LLC",Y,N,Y,Y,Brunswick,Y,0,Y,0,0,1722 LAWRENCEVILLE PLANK ROAD,N,23868,Y,495192,77,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,LAWRENCEVILLE
,,,,,,,,,N,,,,,,,,,,,,,,,RIDGECREST MANOR NURSING & REHABILITATION,,,,,Scott,,,,,,157  ROSS CARTER BOULEVARD,,24244,,495134,,,,,,,,VA,,,,,,,,2020/05/24 00:00:00,,DUFFIELD
Y,N,0,0,N,0.0,82,0,Y,Y,N,,N,N,Y,0,,0,0,4,Y,Y,Y,0.0,DOCKSIDE HEALTH & REHAB CENTER,Y,N,Y,Y,Middlesex,Y,0,Y,0,0,74 MIZPAH ROAD,N,23092,Y,495422,94,0,0,0,0,Y,3,VA,N,,Y,N,,0,N,2020/06/14 00:00:00,,LOCUST HILL
Y,N,0,0,N,0.0,164,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL BIG STONE GAP,N,N,N,Y,Wise,Y,0,Y,0,0,2045 VALLEY VIEW DRIVE,N,24219,Y,495135,180,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/07/12 00:00:00,,BIG STONE GAP
Y,N,0,0,N,0.0,106,0,Y,Y,N,,Y,N,Y,2,,0,0,0,Y,Y,Y,37.7,CARRINGTON PLACE AT RURAL RETREAT,N,N,Y,Y,Wythe,Y,0,Y,0,0,514 NORTH MAIN STREET,N,24368,Y,495417,120,0,0,0,3,Y,0,VA,N,,Y,N,,4,Y,2020/07/05 00:00:00,0.0,RURAL RETREAT
Y,N,0,0,N,0.0,107,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HIGHLAND RIDGE REHAB CENTER,Y,N,Y,Y,Pulaski,Y,0,Y,0,0,5872 HANKS STREET  PO BOX 1087,N,24084,Y,495333,132,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,DUBLIN
Y,Y,0,0,N,0.0,70,0,Y,Y,Y,24,Y,N,Y,0,Y,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT ROANOKE,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,324 KING GEORGE AVE SW,N,24016,Y,495156,95,0,0,0,0,Y,0,VA,N,0,Y,N,Y,0,Y,2020/06/14 00:00:00,,ROANOKE
Y,N,0,0,N,0.0,15,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,COLONNADES HEALTH CARE CENTER,Y,N,Y,Y,Albermarle,Y,1,Y,0,0,100 COLONNADES HILL DRIVE,N,22901,Y,495254,30,0,0,0,2,Y,0,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,CHARLOTTESVILLE
Y,N,1,7,N,0.0,181,2,Y,Y,N,,Y,N,Y,4,,0,0,29,Y,Y,Y,22.1,THE GARDENS AT WARWICK FOREST,Y,Y,Y,Y,Newport News City,Y,3,Y,0,0,1000 OLD DENBEIGH BOULEVARD,Y,23602,Y,495071,209,9,0,0,7,Y,9,VA,N,,Y,N,,4,Y,2020/07/12 00:00:00,0.0,NEWPORT NEWS
Y,N,0,0,N,0.0,79,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,ST FRANCIS NURSING CTR,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,4 RIDGEWOOD PARKWAY,N,23602,Y,495204,115,0,0,0,0,Y,1,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,NEWPORT NEWS
,,,,,,,,,N,,,,,,,,,,,,,,,"BON SECOURS DEPAUL,TCC",,,,,Norfolk City,,,,,,150 KINGSLEY LANE,,23505,,495346,,,,,,,,VA,,,,,,,,2020/06/21 00:00:00,,NORFOLK
Y,Y,0,0,N,0.0,49,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,PELICAN HEALTH NORFOLK,Y,N,Y,Y,Norfolk City,Y,0,Y,0,0,827 NORVIEW AVENUE,N,23509,Y,495309,60,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,113,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,CARRINGTON PLACE AT RURAL RETREAT,N,,Y,Y,Wythe,Y,0,Y,0,0,514 NORTH MAIN STREET,,24368,Y,495417,120,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,RURAL RETREAT
Y,N,0,0,N,0.0,18,9,Y,Y,N,,N,N,Y,0,,0,0,0,Y,N,Y,0.0,HARBOR'S EDGE,Y,,Y,Y,Norfolk City,Y,0,Y,0,0,ONE COLLEY AVENUE,,23510,Y,495395,33,0,0,0,0,Y,9,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,NORFOLK
Y,N,0,0,N,0.0,62,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,SENTARA NURSING AND REHAB CENTER-WINDERMERE,Y,,Y,Y,Virginia Beach City,Y,0,Y,0,0,1604 OLD DONATION PKWY,,23454,Y,495392,90,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,VIRGINIA BEACH
Y,N,8,0,Y,89.7,78,1,Y,Y,N,,N,N,Y,0,,0,1,1,Y,Y,Y,51.3,ACCORDIUS HEALTH AT EMPORIA,Y,N,Y,Y,Emporia City,Y,0,Y,7,0,200 WEAVER AVENUE,N,23847,Y,495375,120,12,0,0,2,Y,7,VA,N,,Y,Y,,4,Y,2020/06/21 00:00:00,175.0,EMPORIA
Y,N,0,0,Y,0.0,55,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BAYSIDE OF POQUOSON HEALTH AND REHAB,Y,N,Y,Y,Poquoson,Y,0,Y,0,0,1 VANTAGE DRIVE,N,23662,Y,495264,60,0,0,0,0,Y,1,VA,N,,Y,Y,,0,N,2020/07/05 00:00:00,,POQUOSON
Y,N,1,0,N,37.7,159,2,Y,Y,N,,N,N,Y,0,,0,2,0,Y,Y,Y,301.9,FAIRFAX REHABILITATION AND NURSING CENTER,Y,N,Y,Y,Fairfax City,Y,2,Y,6,0,10701 MAIN STREET,N,22030,Y,495099,200,0,0,1,32,Y,16,VA,N,,Y,N,,48,Y,2020/07/05 00:00:00,12.5,FAIRFAX
Y,N,0,0,Y,0.0,114,0,Y,Y,N,,Y,N,Y,0,,0,0,7,Y,Y,Y,0.0,GRAYSON REHABILITATION  AND HEALTH CARE CENTER,N,N,Y,Y,Grayson,Y,0,Y,0,0,400 SOUTH INDEPENDENCE AVENUE,N,24348,Y,495331,120,25,0,0,3,Y,0,VA,N,,Y,Y,,0,Y,2020/07/26 00:00:00,,INDEPENDENCE
Y,N,0,2,Y,0.0,109,4,Y,Y,N,,N,Y,Y,12,,0,0,2,Y,Y,Y,110.1,THE LAURELS OF WILLOW CREEK,Y,Y,Y,Y,Chesterfield,Y,5,Y,0,0,11611 ROBIOUS ROAD,Y,23113,Y,495257,120,13,10,0,7,N,9,VA,N,,Y,Y,,12,Y,2020/05/31 00:00:00,0.0,MIDLOTHIAN
Y,N,2,0,N,0.0,33,1,Y,Y,N,,Y,N,Y,0,,0,0,12,Y,Y,Y,30.3,THE NEWPORT,Y,N,Y,Y,Newport News City,Y,0,Y,0,0,11141 WARWICK BLVD,N,23601,Y,495368,60,15,0,0,0,Y,11,VA,N,,Y,N,,1,Y,2020/07/26 00:00:00,0.0,NEWPORT NEWS
,,0,0,,0.0,24,0,,N,,,,,,0,,0,0,0,,,,0.0,THE GLEBE,,,,,Botetourt,,0,,0,0,250 GLEBE ROAD,,24083,,495404,32,0,0,0,0,,0,VA,,,,,,0,,2020/06/07 00:00:00,,DALEVILLE
Y,Y,0,0,N,0.0,42,0,Y,Y,N,,Y,N,Y,0,,0,0,5,Y,Y,Y,47.6,REGENCY HEALTH AND REHABILITATION CENTER,Y,N,Y,Y,York,Y,0,Y,0,0,112 N CONSTITUTION DR,N,23692,Y,495189,60,11,0,0,0,Y,0,VA,N,,Y,N,,2,Y,2020/06/07 00:00:00,0.0,GRAFTON
Y,N,0,2,N,0.0,76,0,Y,Y,N,,Y,N,Y,0,,0,0,10,Y,Y,Y,0.0,RADFORD HEALTH AND REHAB CENTER,Y,N,Y,Y,Radford City,Y,0,Y,0,0,700 RANDOLPH STREET,N,24141,Y,495355,90,2,1,0,0,Y,3,VA,N,,Y,Y,,0,Y,2020/06/07 00:00:00,,RADFORD
Y,Y,0,0,N,0.0,79,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,THE BRIAN CENTER,N,N,Y,Y,Alleghany,Y,0,Y,0,0,100 ALLEGHANY REGIONAL HOSPITAL LANE,N,24457,Y,495221,89,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/05 00:00:00,,LOW MOOR
Y,Y,0,1,N,0.0,48,0,Y,Y,N,,N,N,Y,0,,0,0,1,Y,Y,Y,0.0,PELICAN HEALTH NORFOLK,Y,N,Y,Y,Norfolk City,Y,0,Y,0,0,827 NORVIEW AVENUE,N,23509,Y,495309,60,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,NORFOLK
Y,Y,0,0,N,0.0,81,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ACCORDIUS HEALTH AT WAYNESBORO LLC,Y,N,Y,Y,Waynesboro City,Y,0,Y,0,0,1221 ROSSER AVE,N,22980,Y,495147,109,0,0,0,0,Y,0,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,WAYNESBORO
Y,N,0,0,N,27.8,72,0,Y,Y,N,,N,N,Y,0,,0,0,2,Y,Y,Y,69.4,BETH SHOLOM HOME OF VIRGINIA,Y,N,Y,Y,Henrico,Y,0,Y,2,0,1600 JOHN ROLFE PARKWAY,N,23233,Y,495291,101,0,0,0,1,Y,0,VA,N,,Y,N,,5,Y,2020/07/26 00:00:00,40.0,RICHMOND
Y,N,0,0,N,0.0,131,1,Y,Y,N,,Y,N,Y,0,,0,0,5,Y,Y,Y,0.0,DOGWOOD VILLAGE OF ORANGE COUNTY HEALTH AND REHAB,N,N,Y,Y,Orange,Y,0,Y,0,0,120 DOGWOOD LANE,N,22960,Y,495359,164,6,0,0,4,Y,11,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,ORANGE
Y,N,0,3,N,0.0,90,0,Y,Y,Y,14,N,N,Y,1,Y,0,0,3,Y,Y,Y,11.1,WATERSIDE HEALTH & REHAB CENTER,Y,,Y,Y,Norfolk City,N,0,Y,0,0,249  SOUTH NEWTOWN RD,,23502,Y,495173,197,40,40,0,0,Y,0,VA,N,0,Y,N,Y,1,Y,2020/05/24 00:00:00,0.0,NORFOLK
Y,N,0,0,N,0.0,197,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,5.1,SENTARA WOODVIEW,Y,N,Y,Y,Halifax,Y,0,Y,0,0,103 ROSEHILL DRIVE,N,24592,Y,495372,216,0,0,0,0,Y,10,VA,N,,Y,Y,,1,Y,2020/07/12 00:00:00,0.0,SOUTH BOSTON
Y,Y,0,0,N,0.0,106,0,Y,Y,N,,N,N,Y,1,,0,0,0,Y,Y,Y,9.4,PORTSMOUTH HEALTH AND REHAB,N,Y,Y,Y,Portsmouth City,Y,1,Y,0,0,900 LONDON BOULEVARD,N,23704,Y,495149,120,0,0,0,1,Y,0,VA,N,,Y,N,,1,Y,2020/07/19 00:00:00,0.0,PORTSMOUTH
Y,N,0,0,N,0.0,241,1,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,Y,N,Y,Y,Danville City,Y,0,Y,0,0,2526 NORTH MAIN STREET,N,24540,Y,495015,312,0,0,0,0,Y,6,VA,N,,Y,N,,0,Y,2020/06/07 00:00:00,,DANVILLE
Y,N,2,6,Y,122.6,106,5,Y,Y,N,,N,Y,Y,9,,0,4,22,Y,Y,Y,603.8,HERITAGE HALL LEESBURG,Y,N,Y,Y,Loudoun,Y,2,Y,13,0,122 MORVEN PARK ROAD NW,Y,20176,Y,495261,164,92,5,2,42,Y,20,VA,N,,Y,Y,,64,N,2020/06/14 00:00:00,20.3,LEESBURG
Y,N,4,0,N,107.5,93,0,Y,Y,N,,Y,N,Y,0,,0,0,11,Y,Y,Y,559.1,WADDELL NURSING AND REHAB CENTER,Y,N,Y,Y,Galax City,Y,0,Y,10,0,202 PAINTER ST,N,24333,Y,495126,135,34,0,0,15,Y,16,VA,N,,Y,N,,52,Y,2020/07/12 00:00:00,19.2,GALAX
Y,N,0,0,Y,0.0,22,2,Y,Y,N,,N,Y,Y,1,,0,0,0,Y,Y,Y,45.5,HARBOR'S EDGE,Y,Y,Y,Y,Norfolk City,Y,2,Y,0,0,ONE COLLEY AVENUE,N,23510,Y,495395,33,0,0,0,2,Y,11,VA,Y,,Y,Y,,1,Y,2020/07/12 00:00:00,0.0,NORFOLK
Y,N,0,2,N,0.0,88,2,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,N,Y,0.0,WOODMONT CENTER,Y,,Y,Y,Stafford,Y,0,Y,0,0,11 DAIRY LANE,,22405,Y,495246,118,0,0,0,0,Y,2,VA,N,,Y,N,,0,N,2020/05/24 00:00:00,,FREDERICKSBURG
Y,N,0,0,N,0.0,70,2,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,LIBERTY RIDGE HEALTH & REHAB,Y,,Y,Y,Lynchburg City,Y,0,Y,0,0,189 MONICA BLVD,,24502,Y,495411,90,0,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,LYNCHBURG
Y,N,0,0,N,0.0,103,0,Y,Y,N,,N,N,Y,0,,0,0,11,Y,Y,Y,0.0,WESTMINSTER-CANTERBURY OF LYNCHBURG INC,Y,N,Y,Y,Lynchburg City,Y,3,Y,0,0,501 VES RD,N,24503,Y,495120,105,0,0,0,6,Y,15,VA,N,,Y,N,,0,Y,2020/07/26 00:00:00,,LYNCHBURG
Y,N,0,0,N,0.0,56,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,HERITAGE HALL - BROOKNEAL,N,N,N,Y,Campbell,Y,0,Y,0,0,633 COOK AVENUE,N,24528,Y,495242,60,0,0,0,0,Y,4,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,BROOKNEAL
Y,N,4,0,N,33.3,60,1,Y,Y,N,,Y,N,Y,0,,0,0,18,Y,Y,Y,16.7,THE ORCHARD,Y,N,Y,Y,Richmond,Y,0,Y,2,0,20 DELFAE DRIVE,N,22572,Y,495364,80,9,0,0,2,Y,4,VA,N,,Y,N,,1,Y,2020/05/31 00:00:00,200.0,WARSAW
Y,Y,3,2,N,0.0,156,1,Y,Y,N,,Y,N,Y,1,,0,0,6,Y,Y,Y,102.6,HARRISONBURG HLTH & REHAB CNTR,Y,N,Y,Y,Harrisonburg City,Y,1,Y,0,0,1225 RESERVOIR STREET,N,22801,Y,495093,180,2,1,3,15,Y,3,VA,N,,Y,N,,16,Y,2020/06/14 00:00:00,0.0,HARRISONBURG
Y,N,0,0,N,0.0,73,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,BERRY HILL NURSING HOME,Y,N,Y,Y,Halifax,Y,0,Y,0,0,621 BERRY HILL ROAD,N,24592,Y,495318,120,0,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,SOUTH BOSTON
Y,Y,2,0,N,38.5,78,0,Y,Y,Y,0,Y,N,Y,0,Y,0,0,3,Y,Y,Y,0.0,ILIFF NURSING AND REHABILITATION CENTER,Y,N,Y,Y,Fairfax,Y,1,Y,3,0,8000 ILIFF DRIVE,N,22027,Y,495205,131,0,0,0,50,Y,4,VA,N,0,Y,N,Y,0,Y,2020/07/26 00:00:00,,DUNN LORING
Y,N,0,0,N,0.0,166,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,48.2,VIRGINIA VETERANS CARE CENTER,Y,N,Y,Y,Roanoke City,Y,0,Y,0,0,4550 SHENANDOAH AVE N W,N,24017,Y,495274,196,0,0,0,7,Y,3,VA,N,,Y,N,,8,Y,2020/07/19 00:00:00,0.0,ROANOKE
,,,,,,,,,Y,,,,,,,,,,,,,,,ARLEIGH BURKE PAVILION,,,,,Fairfax,N,,,,,6251 OLD DOMINION DRIVE,,22101,,495410,,,,,,,,VA,,,,,,,,2020/05/24 00:00:00,,MC LEAN
Y,N,7,0,Y,0.0,73,0,Y,Y,N,,N,Y,Y,0,,0,0,6,Y,Y,Y,13.7,SENTARA NURSING CENTER VA BEAC,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,3750 SENTARA WAY,N,23452,Y,495270,116,1,0,0,0,Y,1,VA,Y,,Y,Y,,1,Y,2020/06/14 00:00:00,0.0,VIRGINIA BEACH
Y,N,0,1,N,0.0,61,2,Y,Y,N,,N,N,Y,2,,0,0,1,Y,Y,Y,32.8,GOODWIN HOUSE BAILEY'S CROSSROADS,Y,,Y,Y,Fairfax,Y,0,Y,0,0,3440 S JEFFERSON STREET,,22041,Y,495171,73,0,0,0,0,Y,2,VA,N,,Y,N,,2,Y,2020/05/24 00:00:00,0.0,FALLS CHURCH
Y,N,0,1,Y,0.0,142,2,Y,Y,N,,Y,Y,Y,0,,0,0,6,Y,Y,Y,0.0,MONROE HEALTH & REHAB CENTER,N,N,Y,Y,Albermarle,Y,0,Y,0,0,1150 NORTHWEST DRIVE,N,22901,Y,495326,180,2,0,0,0,Y,2,VA,Y,,Y,Y,,0,Y,2020/06/21 00:00:00,,CHARLOTTESVILLE
Y,N,0,0,N,0.0,161,0,Y,Y,N,,N,N,Y,0,,0,0,0,Y,Y,Y,0.0,VIRGINIA VETERANS CARE CENTER,Y,N,Y,Y,Roanoke City,Y,1,Y,0,0,4550 SHENANDOAH AVE N W,N,24017,Y,495274,196,0,0,0,1,Y,0,VA,N,,Y,N,,0,Y,2020/06/14 00:00:00,,ROANOKE
Y,Y,0,0,N,0.0,47,1,Y,Y,Y,19,N,N,Y,0,Y,0,0,0,Y,Y,Y,0.0,BLAND COUNTY NURSING & REHABILITATION CENTER,N,N,Y,Y,Bland,Y,0,Y,0,0,12185 GRAPEFIELD ROAD,N,24314,Y,495191,57,0,0,0,0,Y,11,VA,N,14,Y,N,Y,0,Y,2020/07/19 00:00:00,,BASTIAN
Y,N,0,0,N,0.0,77,0,Y,Y,N,,Y,N,Y,0,,0,0,2,Y,Y,Y,0.0,ENVOY AT THE MEADOWS,Y,N,Y,Y,Goochland,Y,0,Y,0,0,2715 DOGTOWN ROAD,N,23063,Y,495236,84,0,0,0,2,Y,2,VA,N,,Y,Y,,0,Y,2020/07/26 00:00:00,,GOOCHLAND
Y,Y,0,0,N,0.0,91,0,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,PRINCESS ANNE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,0,Y,0,0,1948 LANDSTOWN CENTRE WAY,N,23456,Y,495418,120,6,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/06/21 00:00:00,,VIRGINIA BEACH
Y,N,0,0,N,0.0,108,0,Y,Y,N,,N,N,Y,0,,0,0,1,Y,Y,Y,0.0,"NHC HEALTHCARE,BRISTOL",Y,N,Y,Y,Bristol City,Y,0,Y,0,0,245 NORTH STREET,N,24201,Y,495131,120,1,0,0,0,Y,0,VA,N,,Y,N,,0,N,2020/05/31 00:00:00,,BRISTOL
Y,N,0,0,N,0.0,98,0,Y,Y,N,,Y,N,Y,0,,0,0,0,Y,Y,Y,0.0,RIVERSIDE REHABILITATION CENTER AT HAMPTON,Y,N,Y,Y,Hampton City,Y,0,Y,0,0,414 ALGONQUIN RD,N,23661,Y,495308,130,0,0,0,0,Y,2,VA,N,,Y,N,,0,Y,2020/05/31 00:00:00,,HAMPTON
Y,N,0,0,N,0.0,88,0,Y,Y,N,,N,N,Y,2,,0,0,0,Y,Y,Y,22.7,PORTSIDE HEALTH & REHAB CENTER,Y,Y,Y,Y,Portsmouth City,Y,0,Y,0,0,4201 GREENWOOD DRIVE,Y,23701,Y,495201,132,7,4,0,0,Y,0,VA,N,,Y,N,,2,Y,2020/06/21 00:00:00,0.0,PORTSMOUTH
Y,Y,0,0,N,0.0,37,0,Y,Y,N,,Y,N,Y,0,,0,0,0,N,N,Y,0.0,BAYSIDE HEALTH & REHABILITATION CENTER,Y,N,Y,Y,Virginia Beach City,Y,1,Y,0,0,1004 INDEPENDENCE BLVD,N,23455,Y,495213,60,8,2,0,1,Y,1,VA,N,,Y,N,,0,N,2020/06/28 00:00:00,,VIRGINIA BEACH
Y,N,21,0,Y,87.0,92,1,Y,Y,N,,Y,N,Y,0,,0,1,1,Y,Y,Y,684.8,CONSULATE HEALTH CARE OF WINDSOR,Y,N,Y,Y,Isle of Wight,Y,0,Y,8,0,23352 COURTHOUSE HIGHWAY,N,23487,Y,495347,114,0,0,0,9,Y,13,VA,N,,Y,N,,63,Y,2020/05/31 00:00:00,12.7,WINDSOR
Y,N,0,9,N,0.0,80,18,Y,Y,N,,Y,N,Y,0,,9,0,9,Y,Y,Y,0.0,NOVA HEALTH AND REHAB,N,,Y,Y,Scott,N,0,Y,0,9,377 CLONCE ST,,24290,Y,495412,90,0,0,0,0,Y,18,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,WEBER CITY
Y,N,1,162,N,0.0,102,1,Y,Y,N,,N,N,Y,0,,0,0,162,N,N,Y,0.0,BETH SHOLOM HOME OF EASTERN VI,Y,,Y,Y,Virginia Beach City,Y,4,Y,0,0,6401 AUBURN DR,,23464,Y,495186,120,0,0,1,4,Y,1,VA,N,,Y,N,,0,Y,2020/05/24 00:00:00,,VIRGINIA BEACH
