"﻿Report Date","VDH Health Region","Percent of CLI Visits","Count of CLI Visits","Geography Name","Facility Type","Week End Date","Geography Type"
7/20/2020,"Eastern Region",22,323,Chesapeake,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",20,299,Chesapeake,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",19,281,Chesapeake,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",19,255,Chesapeake,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",20,259,Chesapeake,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",22,265,Chesapeake,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",21,254,Chesapeake,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",17,185,Chesapeake,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",13,130,Chesapeake,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",9,80,Chesapeake,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",2,18,Chesapeake,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",3,25,Chesapeake,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",5,37,Chesapeake,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",7,75,Chesapeake,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",8,119,Chesapeake,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",7,150,Chesapeake,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",9,195,Chesapeake,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",15,277,Chesapeake,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",12,220,Chesapeake,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",10,168,Chesapeake,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",6,92,Chesapeake,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",5,76,Chesapeake,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",5,77,Chesapeake,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",5,73,Chesapeake,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",6,88,Chesapeake,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",7,95,Chesapeake,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",7,86,Chesapeake,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",7,91,Chesapeake,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",8,92,Chesapeake,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",9,108,Chesapeake,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",10,114,Chesapeake,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",11,132,Chesapeake,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",14,181,Chesapeake,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",13,193,Chesapeake,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",12,205,Chesapeake,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",7,144,Chesapeake,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,128,Chesapeake,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",8,1,Pittsylvania-Danville,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",13,1,Pittsylvania-Danville,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",14,1,Pittsylvania-Danville,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",13,1,Pittsylvania-Danville,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",33,1,Pittsylvania-Danville,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",25,1,Pittsylvania-Danville,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",0,0,Pittsylvania-Danville,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",10,74,Pittsylvania-Danville,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",9,72,Pittsylvania-Danville,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",7,52,Pittsylvania-Danville,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",5,35,Pittsylvania-Danville,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",4,26,Pittsylvania-Danville,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",4,29,Pittsylvania-Danville,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",3,18,Pittsylvania-Danville,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",2,15,Pittsylvania-Danville,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",6,30,Pittsylvania-Danville,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",3,20,Pittsylvania-Danville,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",3,19,Pittsylvania-Danville,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",4,24,Pittsylvania-Danville,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",6,31,Pittsylvania-Danville,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",4,22,Pittsylvania-Danville,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",7,35,Pittsylvania-Danville,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",6,29,Pittsylvania-Danville,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",11,65,Pittsylvania-Danville,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",9,70,Pittsylvania-Danville,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",5,46,Pittsylvania-Danville,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",5,46,Pittsylvania-Danville,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",27,580,Peninsula,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",30,701,Peninsula,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",24,471,Peninsula,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",18,307,Peninsula,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",15,252,Peninsula,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",13,215,Peninsula,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",14,215,Peninsula,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",13,185,Peninsula,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",15,204,Peninsula,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",12,163,Peninsula,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",11,133,Peninsula,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",8,95,Peninsula,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",5,54,Peninsula,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",3,34,Peninsula,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",4,46,Peninsula,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",5,50,Peninsula,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",7,95,Peninsula,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",11,199,Peninsula,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",9,259,Peninsula,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",9,253,Peninsula,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",9,267,Peninsula,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",7,194,Peninsula,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",6,156,Peninsula,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",4,107,Peninsula,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",3,85,Peninsula,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",3,80,Peninsula,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",4,88,Peninsula,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",4,80,Peninsula,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",5,108,Peninsula,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",4,90,Peninsula,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",5,97,Peninsula,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",5,90,Peninsula,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",6,101,Peninsula,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",7,112,Peninsula,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",9,151,Peninsula,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",11,189,Peninsula,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",14,301,Peninsula,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",14,399,Peninsula,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",9,341,Peninsula,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,221,Peninsula,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northwest Region",22,297,Rappahannock,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northwest Region",18,255,Rappahannock,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northwest Region",18,229,Rappahannock,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northwest Region",19,225,Rappahannock,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northwest Region",16,192,Rappahannock,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northwest Region",17,196,Rappahannock,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northwest Region",15,164,Rappahannock,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northwest Region",19,198,Rappahannock,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northwest Region",19,201,Rappahannock,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northwest Region",19,169,Rappahannock,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northwest Region",18,151,Rappahannock,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northwest Region",14,106,Rappahannock,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northwest Region",7,45,Rappahannock,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northwest Region",4,28,Rappahannock,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northwest Region",3,22,Rappahannock,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northwest Region",3,21,Rappahannock,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northwest Region",5,36,Rappahannock,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northwest Region",6,67,Rappahannock,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northwest Region",7,122,Rappahannock,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northwest Region",5,92,Rappahannock,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northwest Region",7,160,Rappahannock,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northwest Region",6,135,Rappahannock,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northwest Region",6,135,Rappahannock,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northwest Region",5,110,Rappahannock,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northwest Region",5,104,Rappahannock,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northwest Region",6,119,Rappahannock,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northwest Region",7,134,Rappahannock,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northwest Region",7,140,Rappahannock,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northwest Region",8,143,Rappahannock,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northwest Region",9,145,Rappahannock,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northwest Region",9,147,Rappahannock,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northwest Region",9,155,Rappahannock,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northwest Region",9,137,Rappahannock,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northwest Region",9,135,Rappahannock,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northwest Region",12,181,Rappahannock,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northwest Region",13,196,Rappahannock,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northwest Region",12,214,Rappahannock,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northwest Region",11,253,Rappahannock,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northwest Region",8,228,Rappahannock,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northwest Region",6,173,Rappahannock,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Eastern Region",23,3,"Eastern Shore","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Eastern Region",40,4,"Eastern Shore","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Eastern Region",36,4,"Eastern Shore","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Eastern Region",43,3,"Eastern Shore","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Eastern Region",20,1,"Eastern Shore","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Eastern Region",11,1,"Eastern Shore","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Eastern Region",29,2,"Eastern Shore","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Eastern Region",0,0,"Eastern Shore","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Eastern Region",25,2,"Eastern Shore","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Eastern Region",5,1,"Eastern Shore","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Eastern Region",7,1,"Eastern Shore","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Eastern Region",5,20,"Eastern Shore","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Eastern Region",4,15,"Eastern Shore","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Eastern Region",6,20,"Eastern Shore","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Eastern Region",7,24,"Eastern Shore","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Eastern Region",6,19,"Eastern Shore","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Eastern Region",6,17,"Eastern Shore","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Eastern Region",8,25,"Eastern Shore","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Eastern Region",10,28,"Eastern Shore","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Eastern Region",14,36,"Eastern Shore","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Eastern Region",20,50,"Eastern Shore","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Eastern Region",23,65,"Eastern Shore","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Eastern Region",32,103,"Eastern Shore","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Eastern Region",34,95,"Eastern Shore","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Eastern Region",13,27,"Eastern Shore","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Eastern Region",9,19,"Eastern Shore","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Eastern Region",16,33,"Eastern Shore","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Eastern Region",10,26,"Eastern Shore","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Eastern Region",13,50,"Eastern Shore","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Eastern Region",10,42,"Eastern Shore","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Eastern Region",6,26,"Eastern Shore","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Southwest Region",12,54,Roanoke,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Southwest Region",14,48,Roanoke,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Southwest Region",6,16,Roanoke,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Southwest Region",5,13,Roanoke,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Southwest Region",4,9,Roanoke,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Southwest Region",2,5,Roanoke,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Southwest Region",2,4,Roanoke,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Southwest Region",3,5,Roanoke,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Southwest Region",1,1,Roanoke,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Southwest Region",6,12,Roanoke,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Southwest Region",8,14,Roanoke,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Southwest Region",6,9,Roanoke,"Urgent Care",5/2/2020,"Health District"
7/20/2020,"Southwest Region",6,9,Roanoke,"Urgent Care",4/25/2020,"Health District"
7/20/2020,"Southwest Region",5,7,Roanoke,"Urgent Care",4/18/2020,"Health District"
7/20/2020,"Southwest Region",7,12,Roanoke,"Urgent Care",4/11/2020,"Health District"
7/20/2020,"Southwest Region",9,17,Roanoke,"Urgent Care",4/4/2020,"Health District"
7/20/2020,"Southwest Region",17,28,Roanoke,"Urgent Care",3/28/2020,"Health District"
7/20/2020,"Southwest Region",13,36,Roanoke,"Urgent Care",3/21/2020,"Health District"
7/20/2020,"Southwest Region",7,26,Roanoke,"Urgent Care",3/14/2020,"Health District"
7/20/2020,"Southwest Region",9,31,Roanoke,"Urgent Care",3/7/2020,"Health District"
7/20/2020,"Southwest Region",8,86,Roanoke,"Emergency Department",7/18/2020,"Health District"
7/20/2020,"Southwest Region",10,102,Roanoke,"Emergency Department",7/11/2020,"Health District"
7/20/2020,"Southwest Region",10,95,Roanoke,"Emergency Department",7/4/2020,"Health District"
7/20/2020,"Southwest Region",9,92,Roanoke,"Emergency Department",6/27/2020,"Health District"
7/20/2020,"Southwest Region",8,77,Roanoke,"Emergency Department",6/20/2020,"Health District"
7/20/2020,"Southwest Region",5,50,Roanoke,"Emergency Department",6/13/2020,"Health District"
7/20/2020,"Southwest Region",8,67,Roanoke,"Emergency Department",6/6/2020,"Health District"
7/20/2020,"Southwest Region",7,63,Roanoke,"Emergency Department",5/30/2020,"Health District"
7/20/2020,"Southwest Region",5,44,Roanoke,"Emergency Department",5/23/2020,"Health District"
7/20/2020,"Southwest Region",6,56,Roanoke,"Emergency Department",5/16/2020,"Health District"
7/20/2020,"Southwest Region",10,81,Roanoke,"Emergency Department",5/9/2020,"Health District"
7/20/2020,"Southwest Region",8,64,Roanoke,"Emergency Department",5/2/2020,"Health District"
7/20/2020,"Southwest Region",6,46,Roanoke,"Emergency Department",4/25/2020,"Health District"
7/20/2020,"Southwest Region",9,63,Roanoke,"Emergency Department",4/18/2020,"Health District"
7/20/2020,"Southwest Region",8,50,Roanoke,"Emergency Department",4/11/2020,"Health District"
7/20/2020,"Southwest Region",11,79,Roanoke,"Emergency Department",4/4/2020,"Health District"
7/20/2020,"Southwest Region",15,121,Roanoke,"Emergency Department",3/28/2020,"Health District"
7/20/2020,"Southwest Region",11,103,Roanoke,"Emergency Department",3/21/2020,"Health District"
7/20/2020,"Southwest Region",7,87,Roanoke,"Emergency Department",3/14/2020,"Health District"
7/20/2020,"Southwest Region",7,88,Roanoke,"Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northwest Region",26,83,"Rappahannock Rapidan","Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northwest Region",22,65,"Rappahannock Rapidan","Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northwest Region",18,46,"Rappahannock Rapidan","Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northwest Region",19,49,"Rappahannock Rapidan","Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northwest Region",20,57,"Rappahannock Rapidan","Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northwest Region",25,75,"Rappahannock Rapidan","Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northwest Region",24,57,"Rappahannock Rapidan","Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northwest Region",33,84,"Rappahannock Rapidan","Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northwest Region",26,58,"Rappahannock Rapidan","Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northwest Region",19,33,"Rappahannock Rapidan","Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northwest Region",9,15,"Rappahannock Rapidan","Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northwest Region",13,18,"Rappahannock Rapidan","Urgent Care",5/2/2020,"Health District"
7/20/2020,"Northwest Region",11,15,"Rappahannock Rapidan","Urgent Care",4/25/2020,"Health District"
7/20/2020,"Northwest Region",5,7,"Rappahannock Rapidan","Urgent Care",4/18/2020,"Health District"
7/20/2020,"Northwest Region",5,6,"Rappahannock Rapidan","Urgent Care",4/11/2020,"Health District"
7/20/2020,"Northwest Region",6,8,"Rappahannock Rapidan","Urgent Care",4/4/2020,"Health District"
7/20/2020,"Northwest Region",10,15,"Rappahannock Rapidan","Urgent Care",3/28/2020,"Health District"
7/20/2020,"Northwest Region",5,12,"Rappahannock Rapidan","Urgent Care",3/21/2020,"Health District"
7/20/2020,"Northwest Region",8,30,"Rappahannock Rapidan","Urgent Care",3/14/2020,"Health District"
7/20/2020,"Northwest Region",7,25,"Rappahannock Rapidan","Urgent Care",3/7/2020,"Health District"
7/20/2020,"Northwest Region",6,71,"Rappahannock Rapidan","Emergency Department",7/18/2020,"Health District"
7/20/2020,"Northwest Region",5,67,"Rappahannock Rapidan","Emergency Department",7/11/2020,"Health District"
7/20/2020,"Northwest Region",5,53,"Rappahannock Rapidan","Emergency Department",7/4/2020,"Health District"
7/20/2020,"Northwest Region",4,41,"Rappahannock Rapidan","Emergency Department",6/27/2020,"Health District"
7/20/2020,"Northwest Region",4,48,"Rappahannock Rapidan","Emergency Department",6/20/2020,"Health District"
7/20/2020,"Northwest Region",6,68,"Rappahannock Rapidan","Emergency Department",6/13/2020,"Health District"
7/20/2020,"Northwest Region",6,61,"Rappahannock Rapidan","Emergency Department",6/6/2020,"Health District"
7/20/2020,"Northwest Region",11,117,"Rappahannock Rapidan","Emergency Department",5/30/2020,"Health District"
7/20/2020,"Northwest Region",16,183,"Rappahannock Rapidan","Emergency Department",5/23/2020,"Health District"
7/20/2020,"Northwest Region",12,125,"Rappahannock Rapidan","Emergency Department",5/16/2020,"Health District"
7/20/2020,"Northwest Region",15,155,"Rappahannock Rapidan","Emergency Department",5/9/2020,"Health District"
7/20/2020,"Northwest Region",11,102,"Rappahannock Rapidan","Emergency Department",5/2/2020,"Health District"
7/20/2020,"Northwest Region",10,86,"Rappahannock Rapidan","Emergency Department",4/25/2020,"Health District"
7/20/2020,"Northwest Region",11,91,"Rappahannock Rapidan","Emergency Department",4/18/2020,"Health District"
7/20/2020,"Northwest Region",10,77,"Rappahannock Rapidan","Emergency Department",4/11/2020,"Health District"
7/20/2020,"Northwest Region",12,105,"Rappahannock Rapidan","Emergency Department",4/4/2020,"Health District"
7/20/2020,"Northwest Region",13,128,"Rappahannock Rapidan","Emergency Department",3/28/2020,"Health District"
7/20/2020,"Northwest Region",13,154,"Rappahannock Rapidan","Emergency Department",3/21/2020,"Health District"
7/20/2020,"Northwest Region",7,108,"Rappahannock Rapidan","Emergency Department",3/14/2020,"Health District"
7/20/2020,"Northwest Region",5,72,"Rappahannock Rapidan","Emergency Department",3/7/2020,"Health District"
7/20/2020,"Northern Region",27,111,Arlington,"Urgent Care",7/18/2020,"Health District"
7/20/2020,"Northern Region",23,85,Arlington,"Urgent Care",7/11/2020,"Health District"
7/20/2020,"Northern Region",22,87,Arlington,"Urgent Care",7/4/2020,"Health District"
7/20/2020,"Northern Region",24,89,Arlington,"Urgent Care",6/27/2020,"Health District"
7/20/2020,"Northern Region",21,65,Arlington,"Urgent Care",6/20/2020,"Health District"
7/20/2020,"Northern Region",21,71,Arlington,"Urgent Care",6/13/2020,"Health District"
7/20/2020,"Northern Region",19,46,Arlington,"Urgent Care",6/6/2020,"Health District"
7/20/2020,"Northern Region",21,57,Arlington,"Urgent Care",5/30/2020,"Health District"
7/20/2020,"Northern Region",19,52,Arlington,"Urgent Care",5/23/2020,"Health District"
7/20/2020,"Northern Region",22,48,Arlington,"Urgent Care",5/16/2020,"Health District"
7/20/2020,"Northern Region",17,33,Arlington,"Urgent Care",5/9/2020,"Health District"
7/20/2020,"Northern Region",17,32,Arlington,"Urgent Care",5/2/2020,"Health District"
