"Report Date","Health District","Number of Cases","Number of Hospitalizations","Number of Deaths"
05/23/2020,Alexandria,1703,175,38
05/23/2020,Alleghany,174,24,14
05/23/2020,Arlington,1804,346,95
05/23/2020,"Central Shenandoah",1358,106,28
05/23/2020,"Central Virginia",182,15,4
05/23/2020,Chesapeake,426,82,13
05/23/2020,Chesterfield,1305,75,37
05/23/2020,Chickahominy,396,77,26
05/23/2020,Crater,497,82,14
05/23/2020,"Cumberland Plateau",32,2,0
05/23/2020,"Eastern Shore",932,60,27
05/23/2020,Fairfax,9044,1208,334
05/23/2020,Hampton,172,30,3
05/23/2020,Henrico,1411,176,118
05/23/2020,Lenowisco,42,15,4
05/23/2020,"Lord Fairfax",1065,100,43
05/23/2020,Loudoun,1831,149,52
05/23/2020,"Mount Rogers",264,20,6
05/23/2020,"New River",92,12,1
05/23/2020,Norfolk,393,61,6
05/23/2020,Peninsula,543,113,32
05/23/2020,Piedmont,644,43,5
05/23/2020,Pittsylvania-Danville,74,25,3
05/23/2020,Portsmouth,253,40,11
05/23/2020,"Prince William",5430,501,95
05/23/2020,Rappahannock,1166,133,14
05/23/2020,"Rappahannock Rapidan",959,71,11
05/23/2020,Richmond,979,130,19
05/23/2020,Roanoke,141,7,9
05/23/2020,Southside,243,37,21
05/23/2020,"Thomas Jefferson",402,68,16
05/23/2020,"Three Rivers",469,33,6
05/23/2020,"Virginia Beach",598,90,19
05/23/2020,"West Piedmont",132,15,4
05/23/2020,"Western Tidewater",593,60,31
05/24/2020,Alexandria,1733,175,38
05/24/2020,Alleghany,174,24,14
05/24/2020,Arlington,1873,364,98
05/24/2020,"Central Shenandoah",1367,109,28
05/24/2020,"Central Virginia",182,15,4
05/24/2020,Chesapeake,433,82,13
05/24/2020,Chesterfield,1305,75,37
05/24/2020,Chickahominy,396,77,26
05/24/2020,Crater,495,82,14
05/24/2020,"Cumberland Plateau",32,2,0
05/24/2020,"Eastern Shore",940,60,27
05/24/2020,Fairfax,9088,1210,335
05/24/2020,Hampton,174,30,3
05/24/2020,Henrico,1446,176,118
05/24/2020,Lenowisco,42,15,4
05/24/2020,"Lord Fairfax",1097,101,43
05/24/2020,Loudoun,1821,150,52
05/24/2020,"Mount Rogers",275,20,6
05/24/2020,"New River",94,13,1
05/24/2020,Norfolk,399,61,6
05/24/2020,Peninsula,551,113,32
05/24/2020,Piedmont,643,43,5
05/24/2020,Pittsylvania-Danville,78,25,3
05/24/2020,Portsmouth,262,40,11
05/24/2020,"Prince William",5513,501,95
05/24/2020,Rappahannock,1201,135,15
05/24/2020,"Rappahannock Rapidan",1000,72,11
05/24/2020,Richmond,1012,130,19
05/24/2020,Roanoke,140,7,9
05/24/2020,Southside,250,37,21
05/24/2020,"Thomas Jefferson",416,68,19
05/24/2020,"Three Rivers",472,33,6
05/24/2020,"Virginia Beach",603,90,19
05/24/2020,"West Piedmont",137,15,4
05/24/2020,"Western Tidewater",600,64,35
05/25/2020,Alexandria,1754,175,38
05/25/2020,Alleghany,179,24,16
05/25/2020,Arlington,1897,368,101
05/25/2020,"Central Shenandoah",1398,110,28
05/25/2020,"Central Virginia",183,15,4
05/25/2020,Chesapeake,449,82,14
05/25/2020,Chesterfield,1312,76,38
05/25/2020,Chickahominy,424,77,27
05/25/2020,Crater,499,82,16
05/25/2020,"Cumberland Plateau",32,2,0
05/25/2020,"Eastern Shore",947,62,28
05/25/2020,Fairfax,9587,1235,339
05/25/2020,Hampton,181,30,3
05/25/2020,Henrico,1492,177,118
05/25/2020,Lenowisco,42,15,4
05/25/2020,"Lord Fairfax",1128,103,45
05/25/2020,Loudoun,2047,150,52
05/25/2020,"Mount Rogers",290,20,6
05/25/2020,"New River",97,13,1
05/25/2020,Norfolk,432,61,6
05/25/2020,Peninsula,561,113,32
05/25/2020,Piedmont,645,44,6
05/25/2020,Pittsylvania-Danville,83,25,3
05/25/2020,Portsmouth,272,40,11
05/25/2020,"Prince William",5812,512,108
05/25/2020,Rappahannock,1249,137,16
05/25/2020,"Rappahannock Rapidan",1025,73,11
05/25/2020,Richmond,1040,134,20
05/25/2020,Roanoke,140,7,9
05/25/2020,Southside,255,37,21
05/25/2020,"Thomas Jefferson",422,68,19
05/25/2020,"Three Rivers",480,33,6
05/25/2020,"Virginia Beach",618,90,20
05/25/2020,"West Piedmont",148,15,5
05/25/2020,"Western Tidewater",607,64,37
05/26/2020,Alexandria,1785,175,41
05/26/2020,Alleghany,184,24,16
05/26/2020,Arlington,1935,367,104
05/26/2020,"Central Shenandoah",1436,114,28
05/26/2020,"Central Virginia",189,16,4
05/26/2020,Chesapeake,459,84,14
05/26/2020,Chesterfield,1327,76,42
05/26/2020,Chickahominy,456,77,27
05/26/2020,Crater,556,82,16
05/26/2020,"Cumberland Plateau",33,2,0
05/26/2020,"Eastern Shore",979,63,28
05/26/2020,Fairfax,9947,1263,350
05/26/2020,Hampton,183,30,3
05/26/2020,Henrico,1546,179,118
05/26/2020,Lenowisco,42,15,4
05/26/2020,"Lord Fairfax",1135,104,45
05/26/2020,Loudoun,2186,153,52
05/26/2020,"Mount Rogers",310,21,6
05/26/2020,"New River",98,13,1
05/26/2020,Norfolk,450,61,6
05/26/2020,Peninsula,571,113,32
05/26/2020,Piedmont,674,43,6
05/26/2020,Pittsylvania-Danville,83,25,3
05/26/2020,Portsmouth,281,41,11
05/26/2020,"Prince William",6225,521,111
05/26/2020,Rappahannock,1354,139,16
05/26/2020,"Rappahannock Rapidan",1074,74,12
05/26/2020,Richmond,1089,134,20
05/26/2020,Roanoke,146,9,9
05/26/2020,Southside,262,37,21
05/26/2020,"Thomas Jefferson",451,68,19
05/26/2020,"Three Rivers",489,33,6
05/26/2020,"Virginia Beach",638,90,23
05/26/2020,"West Piedmont",159,15,5
05/26/2020,"Western Tidewater",610,64,37
05/27/2020,Alexandria,1824,175,42
05/27/2020,Alleghany,184,24,16
05/27/2020,Arlington,1988,371,109
05/27/2020,"Central Shenandoah",1447,116,28
05/27/2020,"Central Virginia",199,16,4
05/27/2020,Chesapeake,472,85,14
05/27/2020,Chesterfield,1377,76,42
05/27/2020,Chickahominy,465,78,30
05/27/2020,Crater,593,83,17
05/27/2020,"Cumberland Plateau",32,2,0
05/27/2020,"Eastern Shore",1005,65,30
05/27/2020,Fairfax,10181,1285,376
05/27/2020,Hampton,183,30,3
05/27/2020,Henrico,1579,180,119
05/27/2020,Lenowisco,42,15,4
05/27/2020,"Lord Fairfax",1206,112,45
05/27/2020,Loudoun,2274,155,53
05/27/2020,"Mount Rogers",315,22,6
05/27/2020,"New River",101,14,1
05/27/2020,Norfolk,451,62,6
05/27/2020,Peninsula,575,113,32
05/27/2020,Piedmont,683,43,6
05/27/2020,Pittsylvania-Danville,83,25,3
05/27/2020,Portsmouth,282,41,11
05/27/2020,"Prince William",6320,526,115
05/27/2020,Rappahannock,1381,139,16
05/27/2020,"Rappahannock Rapidan",1089,74,11
05/27/2020,Richmond,1112,137,21
05/27/2020,Roanoke,146,9,9
05/27/2020,Southside,263,37,22
05/27/2020,"Thomas Jefferson",470,68,19
05/27/2020,"Three Rivers",494,34,6
05/27/2020,"Virginia Beach",646,90,22
05/27/2020,"West Piedmont",171,18,6
05/27/2020,"Western Tidewater",616,65,37
05/28/2020,Alexandria,1887,180,44
05/28/2020,Alleghany,186,24,16
05/28/2020,Arlington,2039,373,109
05/28/2020,"Central Shenandoah",1468,118,30
05/28/2020,"Central Virginia",201,16,4
05/28/2020,Chesapeake,481,86,14
05/28/2020,Chesterfield,1447,80,51
05/28/2020,Chickahominy,472,79,32
05/28/2020,Crater,632,88,18
05/28/2020,"Cumberland Plateau",33,2,0
05/28/2020,"Eastern Shore",1034,67,32
05/28/2020,Fairfax,10619,1286,385
05/28/2020,Hampton,190,30,3
05/28/2020,Henrico,1624,184,131
05/28/2020,Lenowisco,42,16,4
05/28/2020,"Lord Fairfax",1279,118,48
05/28/2020,Loudoun,2318,156,63
05/28/2020,"Mount Rogers",318,22,6
05/28/2020,"New River",106,14,1
05/28/2020,Norfolk,452,62,6
05/28/2020,Peninsula,582,113,32
05/28/2020,Piedmont,695,44,6
05/28/2020,Pittsylvania-Danville,88,27,3
05/28/2020,Portsmouth,284,42,11
05/28/2020,"Prince William",6409,532,117
05/28/2020,Rappahannock,1419,143,16
05/28/2020,"Rappahannock Rapidan",1102,75,12
05/28/2020,Richmond,1133,138,21
05/28/2020,Roanoke,147,9,9
05/28/2020,Southside,268,38,22
05/28/2020,"Thomas Jefferson",480,68,19
05/28/2020,"Three Rivers",504,36,8
05/28/2020,"Virginia Beach",662,91,22
05/28/2020,"West Piedmont",179,19,5
05/28/2020,"Western Tidewater",621,66,38
05/29/2020,Alexandria,1941,181,44
05/29/2020,Alleghany,195,24,16
05/29/2020,Arlington,2089,372,111
05/29/2020,"Central Shenandoah",1491,118,30
05/29/2020,"Central Virginia",202,16,4
05/29/2020,Chesapeake,494,86,15
05/29/2020,Chesterfield,1518,85,52
05/29/2020,Chickahominy,478,81,32
05/29/2020,Crater,703,90,18
05/29/2020,"Cumberland Plateau",33,2,0
05/29/2020,"Eastern Shore",1055,75,32
05/29/2020,Fairfax,10856,1300,392
05/29/2020,Hampton,192,30,3
05/29/2020,Henrico,1678,194,133
05/29/2020,Lenowisco,42,16,4
05/29/2020,"Lord Fairfax",1321,119,50
05/29/2020,Loudoun,2429,159,62
05/29/2020,"Mount Rogers",322,24,6
05/29/2020,"New River",109,15,1
05/29/2020,Norfolk,470,67,6
05/29/2020,Peninsula,582,114,32
05/29/2020,Piedmont,702,47,6
05/29/2020,Pittsylvania-Danville,90,28,3
05/29/2020,Portsmouth,294,43,11
05/29/2020,"Prince William",6561,539,117
05/29/2020,Rappahannock,1448,148,17
05/29/2020,"Rappahannock Rapidan",1123,77,14
05/29/2020,Richmond,1202,146,22
05/29/2020,Roanoke,152,9,9
05/29/2020,Southside,269,38,22
05/29/2020,"Thomas Jefferson",498,69,19
05/29/2020,"Three Rivers",505,36,8
05/29/2020,"Virginia Beach",680,92,23
05/29/2020,"West Piedmont",183,19,5
05/29/2020,"Western Tidewater",626,70,39
05/30/2020,Alexandria,1960,187,44
05/30/2020,Alleghany,199,24,16
05/30/2020,Arlington,2107,371,113
05/30/2020,"Central Shenandoah",1517,120,30
05/30/2020,"Central Virginia",207,16,4
05/30/2020,Chesapeake,520,87,15
05/30/2020,Chesterfield,1584,88,52
05/30/2020,Chickahominy,481,84,32
05/30/2020,Crater,732,90,18
05/30/2020,"Cumberland Plateau",33,2,0
05/30/2020,"Eastern Shore",1093,75,32
05/30/2020,Fairfax,11026,1319,397
05/30/2020,Hampton,197,30,3
05/30/2020,Henrico,1754,201,133
05/30/2020,Lenowisco,42,16,4
05/30/2020,"Lord Fairfax",1374,119,50
05/30/2020,Loudoun,2529,162,62
05/30/2020,"Mount Rogers",331,25,6
05/30/2020,"New River",109,15,1
05/30/2020,Norfolk,490,69,6
05/30/2020,Peninsula,583,115,32
05/30/2020,Piedmont,716,47,6
05/30/2020,Pittsylvania-Danville,91,28,3
05/30/2020,Portsmouth,307,44,11
05/30/2020,"Prince William",6757,553,120
05/30/2020,Rappahannock,1513,150,17
05/30/2020,"Rappahannock Rapidan",1140,78,14
05/30/2020,Richmond,1249,149,24
05/30/2020,Roanoke,155,9,9
05/30/2020,Southside,272,38,22
05/30/2020,"Thomas Jefferson",515,70,19
05/30/2020,"Three Rivers",510,38,8
05/30/2020,"Virginia Beach",699,92,23
05/30/2020,"West Piedmont",189,19,5
05/30/2020,"Western Tidewater",630,71,39
05/31/2020,Alexandria,1974,190,44
05/31/2020,Alleghany,200,24,16
05/31/2020,Arlington,2116,372,115
05/31/2020,"Central Shenandoah",1538,120,30
05/31/2020,"Central Virginia",213,16,4
05/31/2020,Chesapeake,521,87,15
05/31/2020,Chesterfield,1678,88,52
05/31/2020,Chickahominy,488,85,32
05/31/2020,Crater,746,90,18
05/31/2020,"Cumberland Plateau",35,2,0
05/31/2020,"Eastern Shore",1146,76,35
05/31/2020,Fairfax,11230,1330,397
05/31/2020,Hampton,207,30,3
05/31/2020,Henrico,1820,203,133
05/31/2020,Lenowisco,43,16,4
05/31/2020,"Lord Fairfax",1390,120,50
05/31/2020,Loudoun,2575,163,62
05/31/2020,"Mount Rogers",350,34,6
05/31/2020,"New River",113,15,1
05/31/2020,Norfolk,503,69,6
05/31/2020,Peninsula,604,115,32
05/31/2020,Piedmont,720,47,6
05/31/2020,Pittsylvania-Danville,99,27,3
05/31/2020,Portsmouth,308,44,11
05/31/2020,"Prince William",6930,556,120
05/31/2020,Rappahannock,1568,154,17
05/31/2020,"Rappahannock Rapidan",1162,80,14
05/31/2020,Richmond,1316,151,24
05/31/2020,Roanoke,160,9,9
05/31/2020,Southside,272,38,22
05/31/2020,"Thomas Jefferson",525,70,19
05/31/2020,"Three Rivers",518,38,8
05/31/2020,"Virginia Beach",708,94,23
05/31/2020,"West Piedmont",199,19,5
05/31/2020,"Western Tidewater",632,71,39
06/01/2020,Alexandria,1981,192,45
06/01/2020,Alleghany,204,24,16
06/01/2020,Arlington,2123,376,116
06/01/2020,"Central Shenandoah",1585,122,30
06/01/2020,"Central Virginia",216,16,4
06/01/2020,Chesapeake,535,88,15
06/01/2020,Chesterfield,1699,88,52
06/01/2020,Chickahominy,489,85,32
06/01/2020,Crater,769,92,20
06/01/2020,"Cumberland Plateau",35,2,0
06/01/2020,"Eastern Shore",1158,77,35
06/01/2020,Fairfax,11341,1348,401
06/01/2020,Hampton,210,30,3
06/01/2020,Henrico,1858,203,134
06/01/2020,Lenowisco,43,16,4
06/01/2020,"Lord Fairfax",1418,121,50
06/01/2020,Loudoun,2611,163,66
06/01/2020,"Mount Rogers",352,34,6
06/01/2020,"New River",114,15,1
06/01/2020,Norfolk,521,69,6
06/01/2020,Peninsula,617,115,32
06/01/2020,Piedmont,731,48,6
06/01/2020,Pittsylvania-Danville,100,28,3
06/01/2020,Portsmouth,313,44,11
06/01/2020,"Prince William",7085,569,121
06/01/2020,Rappahannock,1597,158,18
06/01/2020,"Rappahannock Rapidan",1196,80,14
06/01/2020,Richmond,1397,151,25
06/01/2020,Roanoke,167,9,9
06/01/2020,Southside,275,38,22
06/01/2020,"Thomas Jefferson",546,70,19
06/01/2020,"Three Rivers",533,38,8
06/01/2020,"Virginia Beach",745,94,23
06/01/2020,"West Piedmont",201,19,5
06/01/2020,"Western Tidewater",633,72,40
06/02/2020,Alexandria,2000,193,44
06/02/2020,Alleghany,211,24,16
06/02/2020,Arlington,2133,377,117
06/02/2020,"Central Shenandoah",1597,123,31
06/02/2020,"Central Virginia",218,16,4
06/02/2020,Chesapeake,541,89,15
06/02/2020,Chesterfield,1759,88,54
06/02/2020,Chickahominy,501,85,32
06/02/2020,Crater,809,92,20
06/02/2020,"Cumberland Plateau",35,2,0
06/02/2020,"Eastern Shore",1182,77,35
06/02/2020,Fairfax,11548,1377,405
06/02/2020,Hampton,212,30,3
06/02/2020,Henrico,1919,208,135
06/02/2020,Lenowisco,43,16,4
06/02/2020,"Lord Fairfax",1456,123,54
06/02/2020,Loudoun,2636,165,67
06/02/2020,"Mount Rogers",361,34,6
06/02/2020,"New River",118,15,1
06/02/2020,Norfolk,530,70,6
06/02/2020,Peninsula,630,117,32
06/02/2020,Piedmont,751,51,6
06/02/2020,Pittsylvania-Danville,102,28,3
06/02/2020,Portsmouth,325,47,11
06/02/2020,"Prince William",7186,578,121
06/02/2020,Rappahannock,1637,159,18
06/02/2020,"Rappahannock Rapidan",1211,83,16
06/02/2020,Richmond,1434,158,24
06/02/2020,Roanoke,171,9,9
06/02/2020,Southside,276,39,23
06/02/2020,"Thomas Jefferson",552,70,19
06/02/2020,"Three Rivers",535,38,8
06/02/2020,"Virginia Beach",752,95,23
06/02/2020,"West Piedmont",228,21,5
06/02/2020,"Western Tidewater",640,73,40
06/03/2020,Alexandria,2016,197,46
06/03/2020,Alleghany,216,24,15
06/03/2020,Arlington,2142,379,120
06/03/2020,"Central Shenandoah",1611,127,31
06/03/2020,"Central Virginia",218,16,4
06/03/2020,Chesapeake,548,90,15
06/03/2020,Chesterfield,1793,100,54
06/03/2020,Chickahominy,499,87,33
06/03/2020,Crater,872,98,20
06/03/2020,"Cumberland Plateau",35,2,0
06/03/2020,"Eastern Shore",1198,80,35
06/03/2020,Fairfax,11718,1396,410
06/03/2020,Hampton,212,30,3
06/03/2020,Henrico,1933,214,134
06/03/2020,Lenowisco,43,16,4
06/03/2020,"Lord Fairfax",1505,125,55
06/03/2020,Loudoun,2659,171,67
06/03/2020,"Mount Rogers",379,34,7
06/03/2020,"New River",119,15,1
06/03/2020,Norfolk,539,70,6
06/03/2020,Peninsula,633,117,32
06/03/2020,Piedmont,759,54,6
06/03/2020,Pittsylvania-Danville,103,28,3
06/03/2020,Portsmouth,322,47,11
06/03/2020,"Prince William",7323,608,127
06/03/2020,Rappahannock,1646,160,18
06/03/2020,"Rappahannock Rapidan",1222,87,16
06/03/2020,Richmond,1455,161,24
06/03/2020,Roanoke,176,10,10
06/03/2020,Southside,279,40,25
06/03/2020,"Thomas Jefferson",556,70,19
06/03/2020,"Three Rivers",541,38,9
06/03/2020,"Virginia Beach",752,97,23
06/03/2020,"West Piedmont",240,21,5
06/03/2020,"Western Tidewater",643,75,40
06/04/2020,Alexandria,2031,202,46
06/04/2020,Alleghany,216,24,15
06/04/2020,Arlington,2150,384,120
06/04/2020,"Central Shenandoah",1631,127,31
06/04/2020,"Central Virginia",219,16,4
06/04/2020,Chesapeake,554,90,15
06/04/2020,Chesterfield,1854,101,54
06/04/2020,Chickahominy,505,87,33
06/04/2020,Crater,972,104,21
06/04/2020,"Cumberland Plateau",35,2,0
06/04/2020,"Eastern Shore",1213,82,37
06/04/2020,Fairfax,11938,1405,417
06/04/2020,Hampton,214,32,4
06/04/2020,Henrico,1946,217,134
06/04/2020,Lenowisco,45,16,4
06/04/2020,"Lord Fairfax",1548,127,55
06/04/2020,Loudoun,2794,173,67
06/04/2020,"Mount Rogers",410,35,7
06/04/2020,"New River",120,15,2
06/04/2020,Norfolk,552,71,6
06/04/2020,Peninsula,640,118,33
06/04/2020,Piedmont,766,57,6
06/04/2020,Pittsylvania-Danville,103,28,3
06/04/2020,Portsmouth,325,47,11
06/04/2020,"Prince William",7437,623,128
06/04/2020,Rappahannock,1661,164,20
06/04/2020,"Rappahannock Rapidan",1237,90,16
06/04/2020,Richmond,1488,163,24
06/04/2020,Roanoke,176,10,10
06/04/2020,Southside,281,40,25
06/04/2020,"Thomas Jefferson",573,72,19
06/04/2020,"Three Rivers",557,38,9
06/04/2020,"Virginia Beach",770,100,24
06/04/2020,"West Piedmont",250,22,5
06/04/2020,"Western Tidewater",645,75,40
06/05/2020,Alexandria,2045,203,45
06/05/2020,Alleghany,224,25,15
06/05/2020,Arlington,2173,385,121
06/05/2020,"Central Shenandoah",1644,128,31
06/05/2020,"Central Virginia",239,17,4
06/05/2020,Chesapeake,563,91,15
06/05/2020,Chesterfield,1895,101,54
06/05/2020,Chickahominy,509,87,33
06/05/2020,Crater,1003,104,21
06/05/2020,"Cumberland Plateau",35,2,0
06/05/2020,"Eastern Shore",1218,84,37
06/05/2020,Fairfax,12027,1419,423
06/05/2020,Hampton,215,33,4
06/05/2020,Henrico,1983,218,134
06/05/2020,Lenowisco,45,16,4
06/05/2020,"Lord Fairfax",1569,132,56
06/05/2020,Loudoun,2837,175,67
06/05/2020,"Mount Rogers",410,35,7
06/05/2020,"New River",123,15,2
06/05/2020,Norfolk,560,71,6
06/05/2020,Peninsula,652,118,33
06/05/2020,Piedmont,779,57,6
06/05/2020,Pittsylvania-Danville,107,28,3
06/05/2020,Portsmouth,325,47,11
06/05/2020,"Prince William",7563,631,128
06/05/2020,Rappahannock,1702,165,19
06/05/2020,"Rappahannock Rapidan",1254,93,16
06/05/2020,Richmond,1527,165,25
06/05/2020,Roanoke,190,10,10
06/05/2020,Southside,283,41,25
06/05/2020,"Thomas Jefferson",579,73,19
06/05/2020,"Three Rivers",560,38,9
06/05/2020,"Virginia Beach",784,102,25
06/05/2020,"West Piedmont",257,22,5
06/05/2020,"Western Tidewater",653,77,40
06/06/2020,Alexandria,2070,209,45
06/06/2020,Alleghany,235,25,15
06/06/2020,Arlington,2195,389,120
06/06/2020,"Central Shenandoah",1662,129,31
06/06/2020,"Central Virginia",244,17,4
06/06/2020,Chesapeake,577,94,15
06/06/2020,Chesterfield,1938,101,54
06/06/2020,Chickahominy,515,88,33
06/06/2020,Crater,1033,106,21
06/06/2020,"Cumberland Plateau",36,2,0
06/06/2020,"Eastern Shore",1221,86,38
06/06/2020,Fairfax,12180,1427,426
06/06/2020,Hampton,215,33,4
06/06/2020,Henrico,2033,218,134
06/06/2020,Lenowisco,45,16,4
06/06/2020,"Lord Fairfax",1591,132,56
06/06/2020,Loudoun,2939,177,67
06/06/2020,"Mount Rogers",421,37,7
06/06/2020,"New River",133,16,3
06/06/2020,Norfolk,562,71,7
06/06/2020,Peninsula,660,118,33
06/06/2020,Piedmont,790,58,6
06/06/2020,Pittsylvania-Danville,107,28,3
06/06/2020,Portsmouth,335,47,11
06/06/2020,"Prince William",7686,636,128
06/06/2020,Rappahannock,1747,166,19
06/06/2020,"Rappahannock Rapidan",1266,94,17
06/06/2020,Richmond,1592,167,25
06/06/2020,Roanoke,197,10,10
06/06/2020,Southside,285,41,25
06/06/2020,"Thomas Jefferson",593,74,19
06/06/2020,"Three Rivers",565,40,10
06/06/2020,"Virginia Beach",798,102,25
06/06/2020,"West Piedmont",272,23,5
06/06/2020,"Western Tidewater",659,77,40
06/07/2020,Alexandria,2095,208,45
06/07/2020,Alleghany,236,25,15
06/07/2020,Arlington,2225,392,121
06/07/2020,"Central Shenandoah",1689,132,31
06/07/2020,"Central Virginia",247,17,4
06/07/2020,Chesapeake,592,96,15
06/07/2020,Chesterfield,1974,101,54
06/07/2020,Chickahominy,527,88,33
06/07/2020,Crater,1055,106,21
06/07/2020,"Cumberland Plateau",36,2,0
06/07/2020,"Eastern Shore",1238,87,39
06/07/2020,Fairfax,12580,1441,427
06/07/2020,Hampton,226,33,4
06/07/2020,Henrico,2096,218,134
06/07/2020,Lenowisco,46,16,4
06/07/2020,"Lord Fairfax",1621,132,56
06/07/2020,Loudoun,3094,179,67
06/07/2020,"Mount Rogers",442,38,8
06/07/2020,"New River",136,16,3
06/07/2020,Norfolk,583,71,7
06/07/2020,Peninsula,677,118,33
06/07/2020,Piedmont,794,59,6
06/07/2020,Pittsylvania-Danville,110,28,3
06/07/2020,Portsmouth,343,48,11
06/07/2020,"Prince William",7790,647,135
06/07/2020,Rappahannock,1874,171,19
06/07/2020,"Rappahannock Rapidan",1294,95,17
06/07/2020,Richmond,1621,169,26
06/07/2020,Roanoke,199,10,10
06/07/2020,Southside,295,44,25
06/07/2020,"Thomas Jefferson",634,76,19
06/07/2020,"Three Rivers",569,41,10
06/07/2020,"Virginia Beach",801,102,25
06/07/2020,"West Piedmont",282,23,5
06/07/2020,"Western Tidewater",660,77,40
06/08/2020,Alexandria,2102,208,45
06/08/2020,Alleghany,238,25,15
06/08/2020,Arlington,2256,392,122
06/08/2020,"Central Shenandoah",1709,133,31
06/08/2020,"Central Virginia",247,17,4
06/08/2020,Chesapeake,596,97,15
06/08/2020,Chesterfield,2014,101,54
06/08/2020,Chickahominy,526,88,33
06/08/2020,Crater,1062,106,21
06/08/2020,"Cumberland Plateau",36,2,0
06/08/2020,"Eastern Shore",1238,87,39
06/08/2020,Fairfax,12728,1449,427
06/08/2020,Hampton,227,33,4
06/08/2020,Henrico,2128,218,134
06/08/2020,Lenowisco,46,16,4
06/08/2020,"Lord Fairfax",1628,134,58
06/08/2020,Loudoun,3147,181,67
06/08/2020,"Mount Rogers",454,41,10
06/08/2020,"New River",142,17,3
06/08/2020,Norfolk,589,71,7
06/08/2020,Peninsula,680,118,33
06/08/2020,Piedmont,804,59,6
06/08/2020,Pittsylvania-Danville,110,28,3
06/08/2020,Portsmouth,343,48,11
06/08/2020,"Prince William",7885,658,135
06/08/2020,Rappahannock,1889,172,19
06/08/2020,"Rappahannock Rapidan",1303,96,17
06/08/2020,Richmond,1651,174,26
06/08/2020,Roanoke,199,10,10
06/08/2020,Southside,297,44,25
06/08/2020,"Thomas Jefferson",644,77,19
06/08/2020,"Three Rivers",571,41,10
06/08/2020,"Virginia Beach",810,102,25
06/08/2020,"West Piedmont",287,23,5
06/08/2020,"Western Tidewater",665,77,40
06/09/2020,Alexandria,2115,212,47
06/09/2020,Alleghany,243,25,15
06/09/2020,Arlington,2265,395,122
06/09/2020,"Central Shenandoah",1721,135,31
06/09/2020,"Central Virginia",250,17,4
06/09/2020,Chesapeake,605,97,15
06/09/2020,Chesterfield,2093,103,54
06/09/2020,Chickahominy,532,90,33
06/09/2020,Crater,1093,106,21
06/09/2020,"Cumberland Plateau",35,2,0
06/09/2020,"Eastern Shore",1239,88,40
06/09/2020,Fairfax,12820,1455,429
06/09/2020,Hampton,228,35,4
06/09/2020,Henrico,2146,220,134
06/09/2020,Lenowisco,45,16,4
06/09/2020,"Lord Fairfax",1641,136,58
06/09/2020,Loudoun,3174,185,67
06/09/2020,"Mount Rogers",466,45,12
06/09/2020,"New River",143,17,3
06/09/2020,Norfolk,596,73,7
06/09/2020,Peninsula,690,118,33
06/09/2020,Piedmont,810,60,6
06/09/2020,Pittsylvania-Danville,110,28,3
06/09/2020,Portsmouth,351,48,11
06/09/2020,"Prince William",7949,669,136
06/09/2020,Rappahannock,1905,177,21
06/09/2020,"Rappahannock Rapidan",1312,96,17
06/09/2020,Richmond,1667,177,27
06/09/2020,Roanoke,204,10,10
06/09/2020,Southside,297,44,26
06/09/2020,"Thomas Jefferson",649,77,19
06/09/2020,"Three Rivers",567,40,9
06/09/2020,"Virginia Beach",815,104,27
06/09/2020,"West Piedmont",293,26,5
06/09/2020,"Western Tidewater",669,77,46
06/10/2020,Alexandria,2125,216,47
06/10/2020,Alleghany,243,25,14
06/10/2020,Arlington,2280,394,121
06/10/2020,"Central Shenandoah",1734,135,31
06/10/2020,"Central Virginia",254,17,4
06/10/2020,Chesapeake,617,97,15
06/10/2020,Chesterfield,2149,104,55
06/10/2020,Chickahominy,533,95,34
06/10/2020,Crater,1126,107,21
06/10/2020,"Cumberland Plateau",35,2,0
06/10/2020,"Eastern Shore",1241,88,40
06/10/2020,Fairfax,12871,1469,436
06/10/2020,Hampton,231,36,5
06/10/2020,Henrico,2162,223,135
06/10/2020,Lenowisco,45,16,4
06/10/2020,"Lord Fairfax",1662,136,60
06/10/2020,Loudoun,3180,196,67
06/10/2020,"Mount Rogers",482,46,18
06/10/2020,"New River",146,18,3
06/10/2020,Norfolk,605,74,7
06/10/2020,Peninsula,695,120,33
06/10/2020,Piedmont,827,61,7
06/10/2020,Pittsylvania-Danville,115,28,3
06/10/2020,Portsmouth,354,49,11
06/10/2020,"Prince William",7998,683,136
06/10/2020,Rappahannock,1930,178,22
06/10/2020,"Rappahannock Rapidan",1319,96,18
06/10/2020,Richmond,1686,180,26
06/10/2020,Roanoke,207,10,10
06/10/2020,Southside,299,44,26
06/10/2020,"Thomas Jefferson",655,77,19
06/10/2020,"Three Rivers",569,42,9
06/10/2020,"Virginia Beach",823,105,27
06/10/2020,"West Piedmont",303,28,5
06/10/2020,"Western Tidewater",676,77,45
06/11/2020,Alexandria,2127,218,48
06/11/2020,Alleghany,250,25,14
06/11/2020,Arlington,2299,396,124
06/11/2020,"Central Shenandoah",1740,138,32
06/11/2020,"Central Virginia",253,17,4
06/11/2020,Chesapeake,622,98,15
06/11/2020,Chesterfield,2195,117,55
06/11/2020,Chickahominy,539,96,34
06/11/2020,Crater,1139,108,21
06/11/2020,"Cumberland Plateau",35,2,0
