"Report Date",FIPS,Locality,"VDH Health District","Total Cases",Hospitalizations,Deaths
2020-04-25,51157,Rappahannock,"Rappahannock Rapidan",2,0,0
2020-04-25,51159,"Richmond County","Three Rivers",79,4,0
2020-04-25,51161,"Roanoke County",Alleghany,39,1,0
2020-04-25,51163,Rockbridge,"Central Shenandoah",5,0,0
2020-04-25,51165,Rockingham,"Central Shenandoah",184,13,1
2020-04-25,51167,Russell,"Cumberland Plateau",3,1,0
2020-04-25,51169,Scott,Lenowisco,5,1,1
2020-04-25,51171,Shenandoah,"Lord Fairfax",72,10,1
2020-04-25,51173,Smyth,"Mount Rogers",13,4,0
2020-04-25,51175,Southampton,"Western Tidewater",75,3,1
2020-04-25,51177,Spotsylvania,Rappahannock,101,21,3
2020-04-25,51179,Stafford,Rappahannock,198,39,2
2020-04-25,51181,Surry,Crater,4,1,1
2020-04-25,51183,Sussex,Crater,28,2,1
2020-04-25,51185,Tazewell,"Cumberland Plateau",4,0,0
2020-04-25,51187,Warren,"Lord Fairfax",42,3,0
2020-04-25,51191,Washington,"Mount Rogers",30,8,3
2020-04-25,51193,Westmoreland,"Three Rivers",17,2,0
2020-04-25,51195,Wise,Lenowisco,20,9,1
2020-04-25,51197,Wythe,"Mount Rogers",11,1,1
2020-04-25,51199,York,Peninsula,44,6,1
2020-04-25,51510,Alexandria,Alexandria,575,80,18
2020-04-25,51520,Bristol,"Mount Rogers",1,0,0
2020-04-25,51530,"Buena Vista City","Central Shenandoah",5,0,0
2020-04-25,51540,Charlottesville,"Thomas Jefferson",48,13,2
2020-04-25,51550,Chesapeake,Chesapeake,200,45,6
2020-04-25,51570,"Colonial Heights",Chesterfield,43,0,3
2020-04-25,51580,Covington,Alleghany,1,0,0
2020-04-25,51590,Danville,Pittsylvania-Danville,32,13,1
2020-04-25,51595,Emporia,Crater,18,6,1
2020-04-25,51600,"Fairfax City",Fairfax,26,4,2
2020-04-25,51610,"Falls Church",Fairfax,26,3,2
2020-04-25,51620,"Franklin City","Western Tidewater",16,0,0
2020-04-25,51630,Fredericksburg,Rappahannock,23,3,0
2020-04-25,51640,Galax,"Mount Rogers",1,1,0
2020-04-25,51650,Hampton,Hampton,101,26,1
2020-04-25,51660,Harrisonburg,"Central Shenandoah",370,24,9
2020-04-25,51670,Hopewell,Crater,21,7,0
2020-04-25,51678,Lexington,"Central Shenandoah",3,0,0
2020-04-25,51680,Lynchburg,"Central Virginia",48,5,1
2020-04-25,51683,"Manassas City","Prince William",154,24,1
2020-04-25,51685,"Manassas Park","Prince William",44,6,1
2020-04-25,51690,Martinsville,"West Piedmont",0,0,0
2020-04-25,51700,"Newport News",Peninsula,109,32,6
2020-04-25,51710,Norfolk,Norfolk,169,32,3
2020-04-25,51720,Norton,Lenowisco,2,1,0
2020-04-25,51730,Petersburg,Crater,27,11,2
2020-04-25,51735,Poquoson,Peninsula,6,2,0
2020-04-25,51740,Portsmouth,Portsmouth,103,31,5
2020-04-25,51750,Radford,"New River",3,0,0
2020-04-25,51760,"Richmond City",Richmond,287,55,14
2020-04-25,51770,"Roanoke City",Roanoke,33,5,0
2020-04-25,51775,Salem,Alleghany,8,0,0
2020-04-25,51790,Staunton,"Central Shenandoah",10,0,0
2020-04-25,51800,Suffolk,"Western Tidewater",141,30,5
2020-04-25,51810,"Virginia Beach","Virginia Beach",335,71,10
2020-04-25,51820,Waynesboro,"Central Shenandoah",10,1,0
2020-04-25,51830,Williamsburg,Peninsula,15,6,1
2020-04-25,51840,Winchester,"Lord Fairfax",33,1,0
2020-04-24,51001,Accomack,"Eastern Shore",100,17,3
2020-04-24,51003,Albemarle,"Thomas Jefferson",72,13,3
2020-04-24,51005,Alleghany,Alleghany,5,4,0
2020-04-24,51007,Amelia,Piedmont,15,6,1
2020-04-24,51009,Amherst,"Central Virginia",9,1,0
2020-04-24,51011,Appomattox,"Central Virginia",12,0,0
2020-04-24,51013,Arlington,Arlington,722,120,24
2020-04-24,51015,Augusta,"Central Shenandoah",34,2,1
2020-04-24,51017,Bath,"Central Shenandoah",0,0,0
2020-04-24,51019,Bedford,"Central Virginia",23,1,0
2020-04-24,51021,Bland,"Mount Rogers",0,0,0
2020-04-24,51023,Botetourt,Alleghany,27,9,3
2020-04-24,51025,Brunswick,Southside,14,3,0
2020-04-24,51027,Buchanan,"Cumberland Plateau",12,0,0
2020-04-24,51029,Buckingham,Piedmont,31,6,0
2020-04-24,51031,Campbell,"Central Virginia",10,0,0
2020-04-24,51033,Caroline,Rappahannock,21,3,0
2020-04-24,51035,Carroll,"Mount Rogers",3,1,0
2020-04-24,51036,"Charles City",Chickahominy,12,5,1
2020-04-24,51037,Charlotte,Piedmont,8,1,0
2020-04-24,51041,Chesterfield,Chesterfield,423,38,17
2020-04-24,51043,Clarke,"Lord Fairfax",7,1,0
2020-04-24,51045,Craig,Alleghany,2,0,0
2020-04-24,51047,Culpeper,"Rappahannock Rapidan",90,10,1
2020-04-24,51049,Cumberland,Piedmont,10,1,0
2020-04-24,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-04-24,51053,Dinwiddie,Crater,12,5,0
2020-04-24,51057,Essex,"Three Rivers",3,1,0
2020-04-24,51059,Fairfax,Fairfax,2534,455,85
2020-04-24,51061,Fauquier,"Rappahannock Rapidan",73,7,2
2020-04-24,51063,Floyd,"New River",1,0,0
2020-04-24,51065,Fluvanna,"Thomas Jefferson",72,12,5
2020-04-24,51067,"Franklin County","West Piedmont",19,3,0
2020-04-24,51069,Frederick,"Lord Fairfax",87,9,0
2020-04-24,51071,Giles,"New River",4,0,0
2020-04-24,51073,Gloucester,"Three Rivers",21,4,1
2020-04-24,51075,Goochland,Chickahominy,69,7,3
2020-04-24,51077,Grayson,"Mount Rogers",0,0,0
2020-04-24,51079,Greene,"Thomas Jefferson",10,2,1
2020-04-24,51081,Greensville,Crater,30,6,4
2020-04-24,51083,Halifax,Southside,16,1,0
2020-04-24,51085,Hanover,Chickahominy,100,24,7
2020-04-24,51087,Henrico,Henrico,729,107,86
2020-04-24,51089,Henry,"West Piedmont",12,2,1
2020-04-24,51091,Highland,"Central Shenandoah",1,0,0
2020-04-24,51093,"Isle of Wight","Western Tidewater",91,8,2
2020-04-24,51095,"James City",Peninsula,150,51,12
2020-04-24,51097,"King and Queen","Three Rivers",2,0,0
2020-04-24,51099,"King George",Rappahannock,23,11,4
2020-04-24,51101,"King William","Three Rivers",3,0,0
2020-04-24,51103,Lancaster,"Three Rivers",1,1,0
2020-04-24,51105,Lee,Lenowisco,8,1,0
2020-04-24,51107,Loudoun,Loudoun,529,67,10
2020-04-24,51109,Louisa,"Thomas Jefferson",38,9,0
2020-04-24,51111,Lunenburg,Piedmont,3,0,0
2020-04-24,51113,Madison,"Rappahannock Rapidan",14,1,0
2020-04-24,51115,Mathews,"Three Rivers",3,1,0
2020-04-24,51117,Mecklenburg,Southside,74,19,7
2020-04-24,51119,Middlesex,"Three Rivers",3,0,0
2020-04-24,51121,Montgomery,"New River",50,6,0
2020-04-24,51125,Nelson,"Thomas Jefferson",7,0,0
2020-04-24,51127,"New Kent",Chickahominy,20,4,1
2020-04-24,51131,Northampton,"Eastern Shore",15,1,0
2020-04-24,51133,Northumberland,"Three Rivers",6,0,0
2020-04-24,51135,Nottoway,Piedmont,10,0,0
2020-04-24,51137,Orange,"Rappahannock Rapidan",22,3,0
2020-04-24,51139,Page,"Lord Fairfax",30,8,0
2020-04-24,51141,Patrick,"West Piedmont",2,0,0
2020-04-24,51143,Pittsylvania,Pittsylvania-Danville,11,4,1
2020-04-24,51145,Powhatan,Chesterfield,9,0,0
2020-04-24,51147,"Prince Edward",Piedmont,34,3,2
2020-04-24,51149,"Prince George",Crater,29,2,0
2020-04-24,51153,"Prince William","Prince William",1110,112,18
2020-04-24,51155,Pulaski,"New River",10,2,0
2020-04-24,51157,Rappahannock,"Rappahannock Rapidan",1,0,0
2020-04-24,51159,"Richmond County","Three Rivers",66,4,0
2020-04-24,51161,"Roanoke County",Alleghany,39,1,0
2020-04-24,51163,Rockbridge,"Central Shenandoah",5,0,0
2020-04-24,51165,Rockingham,"Central Shenandoah",176,13,1
2020-04-24,51167,Russell,"Cumberland Plateau",2,1,0
2020-04-24,51169,Scott,Lenowisco,5,1,1
2020-04-24,51171,Shenandoah,"Lord Fairfax",65,10,0
2020-04-24,51173,Smyth,"Mount Rogers",13,4,0
2020-04-24,51175,Southampton,"Western Tidewater",75,3,1
2020-04-24,51177,Spotsylvania,Rappahannock,97,20,3
2020-04-24,51179,Stafford,Rappahannock,193,38,2
2020-04-24,51181,Surry,Crater,4,1,1
2020-04-24,51183,Sussex,Crater,28,2,1
2020-04-24,51185,Tazewell,"Cumberland Plateau",4,0,0
2020-04-24,51187,Warren,"Lord Fairfax",36,3,0
2020-04-24,51191,Washington,"Mount Rogers",30,8,3
2020-04-24,51193,Westmoreland,"Three Rivers",14,0,0
2020-04-24,51195,Wise,Lenowisco,20,9,1
2020-04-24,51197,Wythe,"Mount Rogers",11,1,1
2020-04-24,51199,York,Peninsula,43,6,1
2020-04-24,51510,Alexandria,Alexandria,547,81,15
2020-04-24,51520,Bristol,"Mount Rogers",1,0,0
2020-04-24,51530,"Buena Vista City","Central Shenandoah",5,0,0
2020-04-24,51540,Charlottesville,"Thomas Jefferson",45,13,2
2020-04-24,51550,Chesapeake,Chesapeake,197,43,5
2020-04-24,51570,"Colonial Heights",Chesterfield,41,0,3
2020-04-24,51580,Covington,Alleghany,1,0,0
2020-04-24,51590,Danville,Pittsylvania-Danville,31,13,1
2020-04-24,51595,Emporia,Crater,18,4,1
2020-04-24,51600,"Fairfax City",Fairfax,26,3,2
2020-04-24,51610,"Falls Church",Fairfax,24,2,2
2020-04-24,51620,"Franklin City","Western Tidewater",15,0,0
2020-04-24,51630,Fredericksburg,Rappahannock,21,3,0
2020-04-24,51640,Galax,"Mount Rogers",1,1,0
2020-04-24,51650,Hampton,Hampton,99,26,1
2020-04-24,51660,Harrisonburg,"Central Shenandoah",355,23,9
2020-04-24,51670,Hopewell,Crater,19,5,0
2020-04-24,51678,Lexington,"Central Shenandoah",3,0,0
2020-04-24,51680,Lynchburg,"Central Virginia",48,5,1
2020-04-24,51683,"Manassas City","Prince William",137,20,1
2020-04-24,51685,"Manassas Park","Prince William",44,6,1
2020-04-24,51690,Martinsville,"West Piedmont",0,0,0
2020-04-24,51700,"Newport News",Peninsula,107,32,6
2020-04-24,51710,Norfolk,Norfolk,141,31,3
2020-04-24,51720,Norton,Lenowisco,2,1,0
2020-04-24,51730,Petersburg,Crater,27,10,2
2020-04-24,51735,Poquoson,Peninsula,6,2,0
2020-04-24,51740,Portsmouth,Portsmouth,100,30,4
2020-04-24,51750,Radford,"New River",2,0,0
2020-04-24,51760,"Richmond City",Richmond,267,51,14
2020-04-24,51770,"Roanoke City",Roanoke,33,5,0
2020-04-24,51775,Salem,Alleghany,8,0,0
2020-04-24,51790,Staunton,"Central Shenandoah",10,0,0
2020-04-24,51800,Suffolk,"Western Tidewater",138,30,4
2020-04-24,51810,"Virginia Beach","Virginia Beach",331,65,10
2020-04-24,51820,Waynesboro,"Central Shenandoah",10,1,0
2020-04-24,51830,Williamsburg,Peninsula,14,5,1
2020-04-24,51840,Winchester,"Lord Fairfax",31,0,0
2020-04-23,51001,Accomack,"Eastern Shore",76,17,2
2020-04-23,51003,Albemarle,"Thomas Jefferson",71,13,3
2020-04-23,51005,Alleghany,Alleghany,5,4,0
2020-04-23,51007,Amelia,Piedmont,15,6,1
2020-04-23,51009,Amherst,"Central Virginia",9,1,0
2020-04-23,51011,Appomattox,"Central Virginia",12,0,0
2020-04-23,51013,Arlington,Arlington,686,118,24
2020-04-23,51015,Augusta,"Central Shenandoah",33,2,1
2020-04-23,51017,Bath,"Central Shenandoah",0,0,0
2020-04-23,51019,Bedford,"Central Virginia",21,1,0
2020-04-23,51021,Bland,"Mount Rogers",0,0,0
2020-04-23,51023,Botetourt,Alleghany,26,9,3
2020-04-23,51025,Brunswick,Southside,13,3,0
2020-04-23,51027,Buchanan,"Cumberland Plateau",12,0,0
2020-04-23,51029,Buckingham,Piedmont,31,6,0
2020-04-23,51031,Campbell,"Central Virginia",10,0,0
2020-04-23,51033,Caroline,Rappahannock,21,3,0
2020-04-23,51035,Carroll,"Mount Rogers",3,1,0
2020-04-23,51036,"Charles City",Chickahominy,12,4,1
2020-04-23,51037,Charlotte,Piedmont,8,1,0
2020-04-23,51041,Chesterfield,Chesterfield,402,34,7
2020-04-23,51043,Clarke,"Lord Fairfax",7,1,0
2020-04-23,51045,Craig,Alleghany,2,0,0
2020-04-23,51047,Culpeper,"Rappahannock Rapidan",84,9,1
2020-04-23,51049,Cumberland,Piedmont,10,1,0
2020-04-23,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-04-23,51053,Dinwiddie,Crater,12,4,0
2020-04-23,51057,Essex,"Three Rivers",3,1,0
2020-04-23,51059,Fairfax,Fairfax,2362,431,76
2020-04-23,51061,Fauquier,"Rappahannock Rapidan",64,6,1
2020-04-23,51063,Floyd,"New River",1,0,0
2020-04-23,51065,Fluvanna,"Thomas Jefferson",72,12,4
2020-04-23,51067,"Franklin County","West Piedmont",17,2,0
2020-04-23,51069,Frederick,"Lord Fairfax",87,9,0
2020-04-23,51071,Giles,"New River",4,0,0
2020-04-23,51073,Gloucester,"Three Rivers",21,4,1
2020-04-23,51075,Goochland,Chickahominy,63,7,3
2020-04-23,51077,Grayson,"Mount Rogers",0,0,0
2020-04-23,51079,Greene,"Thomas Jefferson",10,2,1
2020-04-23,51081,Greensville,Crater,30,5,4
2020-04-23,51083,Halifax,Southside,13,1,0
2020-04-23,51085,Hanover,Chickahominy,99,23,7
2020-04-23,51087,Henrico,Henrico,718,99,83
2020-04-23,51089,Henry,"West Piedmont",10,2,1
2020-04-23,51091,Highland,"Central Shenandoah",1,0,0
2020-04-23,51093,"Isle of Wight","Western Tidewater",91,8,2
2020-04-23,51095,"James City",Peninsula,149,51,12
2020-04-23,51097,"King and Queen","Three Rivers",2,0,0
2020-04-23,51099,"King George",Rappahannock,21,11,4
2020-04-23,51101,"King William","Three Rivers",3,0,0
2020-04-23,51103,Lancaster,"Three Rivers",1,1,0
2020-04-23,51105,Lee,Lenowisco,7,1,0
2020-04-23,51107,Loudoun,Loudoun,498,64,10
2020-04-23,51109,Louisa,"Thomas Jefferson",38,8,0
2020-04-23,51111,Lunenburg,Piedmont,3,0,0
2020-04-23,51113,Madison,"Rappahannock Rapidan",14,1,0
2020-04-23,51115,Mathews,"Three Rivers",3,1,0
2020-04-23,51117,Mecklenburg,Southside,71,18,1
2020-04-23,51119,Middlesex,"Three Rivers",3,0,0
2020-04-23,51121,Montgomery,"New River",50,6,0
2020-04-23,51125,Nelson,"Thomas Jefferson",7,0,0
2020-04-23,51127,"New Kent",Chickahominy,20,4,1
2020-04-23,51131,Northampton,"Eastern Shore",12,1,0
2020-04-23,51133,Northumberland,"Three Rivers",6,0,0
2020-04-23,51135,Nottoway,Piedmont,8,0,0
2020-04-23,51137,Orange,"Rappahannock Rapidan",22,3,0
2020-04-23,51139,Page,"Lord Fairfax",22,6,0
2020-04-23,51141,Patrick,"West Piedmont",1,0,0
2020-04-23,51143,Pittsylvania,Pittsylvania-Danville,11,4,1
2020-04-23,51145,Powhatan,Chesterfield,9,0,0
2020-04-23,51147,"Prince Edward",Piedmont,29,3,2
2020-04-23,51149,"Prince George",Crater,29,2,0
2020-04-23,51153,"Prince William","Prince William",1027,108,18
2020-04-23,51155,Pulaski,"New River",9,2,0
2020-04-23,51157,Rappahannock,"Rappahannock Rapidan",1,0,0
2020-04-23,51159,"Richmond County","Three Rivers",66,4,0
2020-04-23,51161,"Roanoke County",Alleghany,34,0,0
2020-04-23,51163,Rockbridge,"Central Shenandoah",5,0,0
2020-04-23,51165,Rockingham,"Central Shenandoah",163,11,1
2020-04-23,51167,Russell,"Cumberland Plateau",2,1,0
2020-04-23,51169,Scott,Lenowisco,5,1,1
2020-04-23,51171,Shenandoah,"Lord Fairfax",58,9,0
2020-04-23,51173,Smyth,"Mount Rogers",13,4,0
2020-04-23,51175,Southampton,"Western Tidewater",71,3,1
2020-04-23,51177,Spotsylvania,Rappahannock,94,20,3
2020-04-23,51179,Stafford,Rappahannock,180,38,2
2020-04-23,51181,Surry,Crater,4,1,1
2020-04-23,51183,Sussex,Crater,25,2,1
2020-04-23,51185,Tazewell,"Cumberland Plateau",4,0,0
2020-04-23,51187,Warren,"Lord Fairfax",30,3,0
2020-04-23,51191,Washington,"Mount Rogers",30,8,3
2020-04-23,51193,Westmoreland,"Three Rivers",14,0,0
2020-04-23,51195,Wise,Lenowisco,20,9,1
2020-04-23,51197,Wythe,"Mount Rogers",11,1,1
2020-04-23,51199,York,Peninsula,43,6,1
2020-04-23,51510,Alexandria,Alexandria,512,74,14
2020-04-23,51520,Bristol,"Mount Rogers",1,0,0
2020-04-23,51530,"Buena Vista City","Central Shenandoah",5,0,0
2020-04-23,51540,Charlottesville,"Thomas Jefferson",44,13,2
2020-04-23,51550,Chesapeake,Chesapeake,186,40,5
2020-04-23,51570,"Colonial Heights",Chesterfield,41,0,2
2020-04-23,51580,Covington,Alleghany,1,0,0
2020-04-23,51590,Danville,Pittsylvania-Danville,31,13,1
2020-04-23,51595,Emporia,Crater,18,4,1
2020-04-23,51600,"Fairfax City",Fairfax,26,3,2
2020-04-23,51610,"Falls Church",Fairfax,25,2,2
2020-04-23,51620,"Franklin City","Western Tidewater",15,0,0
2020-04-23,51630,Fredericksburg,Rappahannock,20,3,0
2020-04-23,51640,Galax,"Mount Rogers",1,1,0
2020-04-23,51650,Hampton,Hampton,99,26,1
2020-04-23,51660,Harrisonburg,"Central Shenandoah",346,23,8
2020-04-23,51670,Hopewell,Crater,19,5,0
2020-04-23,51678,Lexington,"Central Shenandoah",3,0,0
2020-04-23,51680,Lynchburg,"Central Virginia",47,5,1
2020-04-23,51683,"Manassas City","Prince William",127,18,1
2020-04-23,51685,"Manassas Park","Prince William",38,6,1
2020-04-23,51690,Martinsville,"West Piedmont",0,0,0
2020-04-23,51700,"Newport News",Peninsula,105,32,6
2020-04-23,51710,Norfolk,Norfolk,136,31,3
2020-04-23,51720,Norton,Lenowisco,2,1,0
2020-04-23,51730,Petersburg,Crater,27,9,2
2020-04-23,51735,Poquoson,Peninsula,6,2,0
2020-04-23,51740,Portsmouth,Portsmouth,98,30,4
2020-04-23,51750,Radford,"New River",2,0,0
2020-04-23,51760,"Richmond City",Richmond,259,45,13
2020-04-23,51770,"Roanoke City",Roanoke,28,5,0
2020-04-23,51775,Salem,Alleghany,8,0,0
2020-04-23,51790,Staunton,"Central Shenandoah",10,0,0
2020-04-23,51800,Suffolk,"Western Tidewater",136,29,3
2020-04-23,51810,"Virginia Beach","Virginia Beach",328,61,8
2020-04-23,51820,Waynesboro,"Central Shenandoah",9,1,0
2020-04-23,51830,Williamsburg,Peninsula,14,5,1
2020-04-23,51840,Winchester,"Lord Fairfax",30,0,0
2020-04-22,51001,Accomack,"Eastern Shore",59,15,1
2020-04-22,51003,Albemarle,"Thomas Jefferson",68,13,3
2020-04-22,51005,Alleghany,Alleghany,5,4,0
2020-04-22,51007,Amelia,Piedmont,15,6,1
2020-04-22,51009,Amherst,"Central Virginia",10,2,1
2020-04-22,51011,Appomattox,"Central Virginia",10,0,0
2020-04-22,51013,Arlington,Arlington,663,116,24
2020-04-22,51015,Augusta,"Central Shenandoah",30,2,0
2020-04-22,51017,Bath,"Central Shenandoah",0,0,0
2020-04-22,51019,Bedford,"Central Virginia",20,1,0
2020-04-22,51021,Bland,"Mount Rogers",0,0,0
2020-04-22,51023,Botetourt,Alleghany,26,9,3
2020-04-22,51025,Brunswick,Southside,13,3,0
2020-04-22,51027,Buchanan,"Cumberland Plateau",12,0,0
2020-04-22,51029,Buckingham,Piedmont,27,6,0
2020-04-22,51031,Campbell,"Central Virginia",10,0,0
2020-04-22,51033,Caroline,Rappahannock,20,3,0
2020-04-22,51035,Carroll,"Mount Rogers",3,1,0
2020-04-22,51036,"Charles City",Chickahominy,11,4,1
2020-04-22,51037,Charlotte,Piedmont,8,0,0
2020-04-22,51041,Chesterfield,Chesterfield,356,30,7
2020-04-22,51043,Clarke,"Lord Fairfax",6,1,0
2020-04-22,51045,Craig,Alleghany,2,0,0
2020-04-22,51047,Culpeper,"Rappahannock Rapidan",73,9,1
2020-04-22,51049,Cumberland,Piedmont,10,1,0
2020-04-22,51051,Dickenson,"Cumberland Plateau",0,0,0
2020-04-22,51053,Dinwiddie,Crater,8,1,0
2020-04-22,51057,Essex,"Three Rivers",2,0,0
2020-04-22,51059,Fairfax,Fairfax,2256,405,66
2020-04-22,51061,Fauquier,"Rappahannock Rapidan",56,5,1
2020-04-22,51063,Floyd,"New River",1,0,0
2020-04-22,51065,Fluvanna,"Thomas Jefferson",69,12,4
2020-04-22,51067,"Franklin County","West Piedmont",17,2,0
2020-04-22,51069,Frederick,"Lord Fairfax",86,9,0
2020-04-22,51071,Giles,"New River",4,0,0
2020-04-22,51073,Gloucester,"Three Rivers",21,4,1
2020-04-22,51075,Goochland,Chickahominy,63,7,3
2020-04-22,51077,Grayson,"Mount Rogers",0,0,0
2020-04-22,51079,Greene,"Thomas Jefferson",9,2,1
2020-04-22,51081,Greensville,Crater,24,4,4
2020-04-22,51083,Halifax,Southside,12,1,0
2020-04-22,51085,Hanover,Chickahominy,97,20,6
2020-04-22,51087,Henrico,Henrico,684,96,82
2020-04-22,51089,Henry,"West Piedmont",10,2,1
2020-04-22,51091,Highland,"Central Shenandoah",1,0,0
2020-04-22,51093,"Isle of Wight","Western Tidewater",90,8,2
2020-04-22,51095,"James City",Peninsula,147,51,12
2020-04-22,51097,"King and Queen","Three Rivers",2,0,0
2020-04-22,51099,"King George",Rappahannock,20,11,4
2020-04-22,51101,"King William","Three Rivers",2,0,0
2020-04-22,51103,Lancaster,"Three Rivers",1,1,0
2020-04-22,51105,Lee,Lenowisco,7,1,0
2020-04-22,51107,Loudoun,Loudoun,475,61,9
2020-04-22,51109,Louisa,"Thomas Jefferson",37,8,0
2020-04-22,51111,Lunenburg,Piedmont,3,0,0
2020-04-22,51113,Madison,"Rappahannock Rapidan",12,1,0
2020-04-22,51115,Mathews,"Three Rivers",3,1,0
2020-04-22,51117,Mecklenburg,Southside,69,17,1
2020-04-22,51119,Middlesex,"Three Rivers",3,0,0
2020-04-22,51121,Montgomery,"New River",50,6,0
2020-04-22,51125,Nelson,"Thomas Jefferson",7,0,0
2020-04-22,51127,"New Kent",Chickahominy,20,4,1
2020-04-22,51131,Northampton,"Eastern Shore",8,1,0
2020-04-22,51133,Northumberland,"Three Rivers",5,0,0
2020-04-22,51135,Nottoway,Piedmont,8,0,0
2020-04-22,51137,Orange,"Rappahannock Rapidan",22,3,0
2020-04-22,51139,Page,"Lord Fairfax",16,0,0
2020-04-22,51141,Patrick,"West Piedmont",1,0,0
2020-04-22,51143,Pittsylvania,Pittsylvania-Danville,9,4,1
2020-04-22,51145,Powhatan,Chesterfield,9,0,0
2020-04-22,51147,"Prince Edward",Piedmont,19,3,2
2020-04-22,51149,"Prince George",Crater,28,2,0
2020-04-22,51153,"Prince William","Prince William",924,101,17
2020-04-22,51155,Pulaski,"New River",9,2,0
2020-04-22,51157,Rappahannock,"Rappahannock Rapidan",1,0,0
2020-04-22,51159,"Richmond County","Three Rivers",53,4,0
2020-04-22,51161,"Roanoke County",Alleghany,31,0,0
2020-04-22,51163,Rockbridge,"Central Shenandoah",5,0,0
2020-04-22,51165,Rockingham,"Central Shenandoah",145,11,1
2020-04-22,51167,Russell,"Cumberland Plateau",2,1,0
2020-04-22,51169,Scott,Lenowisco,5,1,1
2020-04-22,51171,Shenandoah,"Lord Fairfax",53,8,0
2020-04-22,51173,Smyth,"Mount Rogers",13,4,0
2020-04-22,51175,Southampton,"Western Tidewater",19,3,1
2020-04-22,51177,Spotsylvania,Rappahannock,83,20,3
2020-04-22,51179,Stafford,Rappahannock,170,38,2
2020-04-22,51181,Surry,Crater,4,1,1
2020-04-22,51183,Sussex,Crater,23,2,1
2020-04-22,51185,Tazewell,"Cumberland Plateau",4,0,0
2020-04-22,51187,Warren,"Lord Fairfax",27,3,0
2020-04-22,51191,Washington,"Mount Rogers",29,8,3
2020-04-22,51193,Westmoreland,"Three Rivers",12,0,0
2020-04-22,51195,Wise,Lenowisco,18,7,1
2020-04-22,51197,Wythe,"Mount Rogers",11,1,1
2020-04-22,51199,York,Peninsula,43,6,1
2020-04-22,51510,Alexandria,Alexandria,474,65,12
2020-04-22,51520,Bristol,"Mount Rogers",1,0,0
2020-04-22,51530,"Buena Vista City","Central Shenandoah",5,0,0
2020-04-22,51540,Charlottesville,"Thomas Jefferson",44,11,2
2020-04-22,51550,Chesapeake,Chesapeake,180,39,5
2020-04-22,51570,"Colonial Heights",Chesterfield,37,0,2
2020-04-22,51580,Covington,Alleghany,1,0,0
2020-04-22,51590,Danville,Pittsylvania-Danville,29,13,1
2020-04-22,51595,Emporia,Crater,12,3,1
2020-04-22,51600,"Fairfax City",Fairfax,25,2,1
2020-04-22,51610,"Falls Church",Fairfax,25,2,1
2020-04-22,51620,"Franklin City","Western Tidewater",14,0,0
2020-04-22,51630,Fredericksburg,Rappahannock,17,3,0
2020-04-22,51640,Galax,"Mount Rogers",1,1,0
2020-04-22,51650,Hampton,Hampton,97,26,1
2020-04-22,51660,Harrisonburg,"Central Shenandoah",318,22,8
2020-04-22,51670,Hopewell,Crater,16,5,0
2020-04-22,51678,Lexington,"Central Shenandoah",3,0,0
2020-04-22,51680,Lynchburg,"Central Virginia",43,4,1
2020-04-22,51683,"Manassas City","Prince William",117,15,0
2020-04-22,51685,"Manassas Park","Prince William",34,6,1
2020-04-22,51690,Martinsville,"West Piedmont",0,0,0
2020-04-22,51700,"Newport News",Peninsula,101,32,6
2020-04-22,51710,Norfolk,Norfolk,126,29,3
2020-04-22,51720,Norton,Lenowisco,2,1,0
2020-04-22,51730,Petersburg,Crater,24,8,2
2020-04-22,51735,Poquoson,Peninsula,6,2,0
2020-04-22,51740,Portsmouth,Portsmouth,93,30,4
2020-04-22,51750,Radford,"New River",2,0,0
2020-04-22,51760,"Richmond City",Richmond,250,41,10
2020-04-22,51770,"Roanoke City",Roanoke,27,5,0
2020-04-22,51775,Salem,Alleghany,8,0,0
2020-04-22,51790,Staunton,"Central Shenandoah",10,0,0
2020-04-22,51800,Suffolk,"Western Tidewater",126,28,3
2020-04-22,51810,"Virginia Beach","Virginia Beach",313,60,8
2020-04-22,51820,Waynesboro,"Central Shenandoah",8,1,0
2020-04-22,51830,Williamsburg,Peninsula,14,5,1
2020-04-22,51840,Winchester,"Lord Fairfax",29,0,0
2020-04-21,51001,Accomack,"Eastern Shore",52,15,1
2020-04-21,51003,Albemarle,"Thomas Jefferson",66,13,3
2020-04-21,51005,Alleghany,Alleghany,5,4,0
2020-04-21,51007,Amelia,Piedmont,15,6,1
2020-04-21,51009,Amherst,"Central Virginia",10,2,1
2020-04-21,51011,Appomattox,"Central Virginia",7,0,0
2020-04-21,51013,Arlington,Arlington,625,114,23
2020-04-21,51015,Augusta,"Central Shenandoah",28,1,0
2020-04-21,51017,Bath,"Central Shenandoah",0,0,0
2020-04-21,51019,Bedford,"Central Virginia",19,1,0
2020-04-21,51021,Bland,"Mount Rogers",0,0,0
2020-04-21,51023,Botetourt,Alleghany,25,9,3
2020-04-21,51025,Brunswick,Southside,12,3,0
2020-04-21,51027,Buchanan,"Cumberland Plateau",12,0,0
2020-04-21,51029,Buckingham,Piedmont,27,6,0
2020-04-21,51031,Campbell,"Central Virginia",10,0,0
2020-04-21,51033,Caroline,Rappahannock,17,3,0
