Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Geolocation State,Geolocation
2020-06-21,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,0,4,0,1,1,2,0,2,0,0,60,36,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27.8,0,0,POINT (-78.666382 37.510861),POINT (-77.663089 37.461851)
2020-06-07,495257,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,Y,Y,0,0,6,18,0,13,4,13,1,1,120,99,Y,Y,Y,N,2,9,1,3,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,181.8,10.1,5.6,POINT (-78.666382 37.510861),POINT (-77.615017 37.52324)
2020-05-24,495183,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,Y,Y,2,2,1,1,0,0,2,2,0,0,60,37,Y,N,Y,N,2,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27,0,0,POINT (-78.666382 37.510861),POINT (-77.663089 37.461851)
2020-06-14,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),
2020-05-24,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),
2020-05-31,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),
2020-06-21,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),
2020-06-07,495277,HERITAGE HALL NASSAWADOX,9468 HOSPITAL ROAD,NASSAWADOX,VA,23413,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),
2020-05-31,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,0,9,0,0,118,99,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.663088 38.648931)
2020-06-21,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,0,11,0,0,118,95,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.663088 38.648931)
2020-05-24,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,9,9,0,0,118,98,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.663088 38.648931)
2020-06-07,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,1,10,0,0,118,97,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.663088 38.648931)
2020-06-14,495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,Y,Y,0,0,0,0,0,0,1,11,0,0,118,94,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-78.663088 38.648931)
2020-06-07,495340,NEWPORT NEWS NURSING & REHAB,12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,1,0,0,102,94,Y,Y,N,N,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.506775 37.105141)
2020-06-21,495368,THE NEWPORT,11141 WARWICK BLVD,NEWPORT NEWS,VA,23601,Y,Y,0,2,0,0,0,13,0,10,0,0,60,32,Y,Y,Y,N,0,0,0,11,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.475814 37.049793)
2020-05-31,495286,JAMES RIVER CONVALESCENT CENTE,540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,3,0,114,1,44,0,0,154,132,Y,Y,Y,N,0,1,2,79,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,22.7,0,0,POINT (-78.666382 37.510861),POINT (-76.455832 37.034685)
2020-06-07,495397,THE CHESAPEAKE,955 HARPERSVILLE RD,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,0,0,1,3,11,0,0,52,47,Y,N,Y,N,0,0,1,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.450343 37.091724)
2020-05-31,495340,NEWPORT NEWS NURSING & REHAB,12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,1,1,0,0,102,97,Y,Y,N,N,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.506775 37.105141)
2020-06-14,495368,THE NEWPORT,11141 WARWICK BLVD,NEWPORT NEWS,VA,23601,Y,Y,0,2,0,0,0,13,0,10,0,0,60,33,Y,Y,Y,N,0,0,0,11,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.475814 37.049793)
2020-05-24,495286,JAMES RIVER CONVALESCENT CENTE,540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601,Y,Y,0,0,3,3,114,114,43,43,0,0,154,141,Y,Y,Y,N,1,1,77,77,0,0,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,21.3,0,0,POINT (-78.666382 37.510861),POINT (-76.455832 37.034685)
2020-05-24,495340,NEWPORT NEWS NURSING & REHAB,12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),POINT (-76.506775 37.105141)
2020-06-07,495204,ST FRANCIS NURSING CTR,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,0,0,0,115,79,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.512937 37.14622)
2020-06-14,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,Y,0,1,0,0,0,9,2,5,0,0,209,176,Y,Y,Y,N,0,0,1,19,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.503157 37.148123)
2020-06-14,495204,ST FRANCIS NURSING CTR,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,0,0,0,115,79,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.512937 37.14622)
2020-05-24,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,N,1,1,0,0,9,9,2,2,0,0,209,177,Y,Y,Y,N,0,0,17,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.503157 37.148123)
2020-05-31,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,Y,0,1,0,0,0,9,0,2,0,0,209,176,Y,Y,Y,N,0,0,0,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.503157 37.148123)
2020-06-21,495204,ST FRANCIS NURSING CTR,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,N,,0,0,0,0,0,0,0,0,0,0,115,79,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.512937 37.14622)
2020-05-24,495204,ST FRANCIS NURSING CTR,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,0,0,0,115,80,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.512937 37.14622)
2020-05-31,495204,ST FRANCIS NURSING CTR,4 RIDGEWOOD PARKWAY,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,0,0,0,115,79,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.512937 37.14622)
2020-06-21,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,Y,0,1,0,0,0,9,0,5,0,0,209,175,Y,Y,Y,N,0,0,0,19,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.503157 37.148123)
2020-06-07,495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,Y,Y,0,1,0,0,0,9,1,3,0,0,209,177,Y,Y,Y,N,0,0,1,18,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.503157 37.148123)
2020-06-21,495340,NEWPORT NEWS NURSING & REHAB,12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,1,0,0,102,101,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.506775 37.105141)
2020-06-07,495368,THE NEWPORT,11141 WARWICK BLVD,NEWPORT NEWS,VA,23601,Y,Y,0,2,0,0,0,13,0,10,0,0,60,29,Y,Y,Y,N,0,0,0,11,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.475814 37.049793)
2020-05-31,495397,THE CHESAPEAKE,955 HARPERSVILLE RD,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,0,0,1,1,8,0,0,52,49,Y,N,Y,N,0,0,2,23,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.450343 37.091724)
2020-06-14,495340,NEWPORT NEWS NURSING & REHAB,12997 NETTLES DRIVE,NEWPORT NEWS,VA,23602,Y,Y,0,0,0,0,0,0,0,1,0,0,102,98,Y,Y,N,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.506775 37.105141)
2020-05-31,495368,THE NEWPORT,11141 WARWICK BLVD,NEWPORT NEWS,VA,23601,Y,Y,0,2,0,0,1,13,1,10,0,0,60,29,Y,Y,Y,N,0,0,1,11,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.475814 37.049793)
2020-06-14,495286,JAMES RIVER CONVALESCENT CENTE,540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,3,0,114,1,46,0,0,154,132,Y,Y,Y,N,0,1,1,81,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,22.7,0,0,POINT (-78.666382 37.510861),POINT (-76.455832 37.034685)
2020-06-07,495286,JAMES RIVER CONVALESCENT CENTE,540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,3,0,114,1,45,0,0,154,132,Y,Y,Y,N,0,1,1,80,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,22.7,0,0,POINT (-78.666382 37.510861),POINT (-76.455832 37.034685)
2020-05-24,495397,THE CHESAPEAKE,955 HARPERSVILLE RD,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,0,1,1,7,7,0,0,52,47,Y,N,Y,N,0,0,21,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.450343 37.091724)
2020-06-21,495397,THE CHESAPEAKE,955 HARPERSVILLE RD,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,0,0,1,0,11,0,0,52,45,Y,N,Y,N,0,0,0,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.450343 37.091724)
2020-06-14,495397,THE CHESAPEAKE,955 HARPERSVILLE RD,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,0,0,1,0,11,0,0,52,44,Y,N,Y,N,0,0,0,24,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.450343 37.091724)
2020-05-24,495368,THE NEWPORT,11141 WARWICK BLVD,NEWPORT NEWS,VA,23601,Y,Y,2,2,0,0,12,12,9,9,0,0,60,42,Y,Y,Y,N,0,0,10,10,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.475814 37.049793)
2020-06-21,495286,JAMES RIVER CONVALESCENT CENTE,540 ABERTHAW AVENUE,NEWPORT NEWS,VA,23601,Y,Y,0,0,0,3,0,114,0,46,0,0,154,133,Y,Y,Y,N,0,1,0,81,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,22.6,0,0,POINT (-78.666382 37.510861),POINT (-76.455832 37.034685)
2020-06-21,495395,HARBOR'S EDGE,ONE COLLEY AVENUE,NORFOLK,VA,23510,Y,Y,0,0,0,0,0,0,0,9,0,0,33,21,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),
2020-05-31,495273,CONSULATE HEALTH CARE OF NORFOLK,3900 LLEWELLYN AVE,NORFOLK,VA,23504,Y,Y,0,0,0,0,0,0,0,0,0,0,222,210,N,N,N,N,0,0,1,1,0,0,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.284573 36.881682)
2020-06-14,495309,PELICAN HEALTH NORFOLK,827 NORVIEW AVENUE,NORFOLK,VA,23509,Y,Y,0,0,0,0,0,0,0,0,0,0,60,49,Y,N,Y,N,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.254846 36.890482)
2020-06-07,495346,"BON SECOURS DEPAUL,TCC",150 KINGSLEY LANE,NORFOLK,VA,23505,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),POINT (-76.281644 36.89843)
2020-06-07,495273,CONSULATE HEALTH CARE OF NORFOLK,3900 LLEWELLYN AVE,NORFOLK,VA,23504,Y,Y,0,0,0,0,1,1,1,1,0,0,222,207,Y,Y,N,N,0,0,1,2,0,0,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.284573 36.881682)
2020-06-21,495309,PELICAN HEALTH NORFOLK,827 NORVIEW AVENUE,NORFOLK,VA,23509,Y,Y,0,0,0,0,0,0,0,0,0,0,60,50,Y,N,Y,Y,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.254846 36.890482)
2020-06-14,495346,"BON SECOURS DEPAUL,TCC",150 KINGSLEY LANE,NORFOLK,VA,23505,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-78.666382 37.510861),POINT (-76.281644 36.89843)
2020-05-31,495395,HARBOR'S EDGE,ONE COLLEY AVENUE,NORFOLK,VA,23510,Y,Y,0,0,0,0,0,0,0,9,0,0,33,16,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),
2020-06-07,495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,Y,Y,0,0,0,0,5,13,2,3,0,0,180,140,Y,Y,Y,Y,0,0,1,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.274339 36.856824)
2020-05-31,495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,Y,Y,0,0,0,0,0,0,0,3,0,0,169,142,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.301335 36.865364)
2020-06-14,495253,AUTUMN CARE OF NORFOLK,1401 HALSTEAD AVENUE,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,0,0,0,0,120,113,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.224037 36.868249)
2020-05-31,495117,LAKE TAYLOR HOSP,1309 KEMPSVILLE RD,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,1,5,0,0,192,140,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.204454 36.867396)
2020-06-21,495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,Y,Y,0,0,30,35,0,1,3,6,3,3,169,135,Y,Y,Y,N,5,8,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,259.3,22.2,8.6,POINT (-78.666382 37.510861),POINT (-76.301335 36.865364)
2020-06-14,495173,WATERSIDE HEALTH & REHAB CENTER,249  SOUTH NEWTOWN RD,NORFOLK,VA,23502,Y,Y,0,0,0,1,0,40,1,1,0,0,197,89,Y,N,Y,N,0,0,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14,5,Y,Y,11.2,0,0,POINT (-78.666382 37.510861),POINT (-76.193211 36.836248)
2020-06-07,495253,AUTUMN CARE OF NORFOLK,1401 HALSTEAD AVENUE,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,0,0,0,0,120,112,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.224037 36.868249)
2020-06-21,495117,LAKE TAYLOR HOSP,1309 KEMPSVILLE RD,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,0,6,0,0,192,150,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.204454 36.867396)
2020-05-31,495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,Y,Y,0,0,0,0,1,8,0,1,0,0,0,143,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.274339 36.856824)
2020-05-24,495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,Y,Y,0,0,0,0,0,0,3,3,0,0,169,140,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.301335 36.865364)
2020-05-24,495173,WATERSIDE HEALTH & REHAB CENTER,249  SOUTH NEWTOWN RD,NORFOLK,VA,23502,Y,N,0,0,1,1,40,40,0,0,0,0,197,90,Y,N,Y,N,0,0,3,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14,5,Y,Y,11.1,0,0,POINT (-78.666382 37.510861),POINT (-76.193211 36.836248)
2020-06-21,495173,WATERSIDE HEALTH & REHAB CENTER,249  SOUTH NEWTOWN RD,NORFOLK,VA,23502,Y,Y,0,0,0,1,0,40,1,2,0,0,197,91,Y,N,Y,N,0,0,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14,5,Y,Y,11,0,0,POINT (-78.666382 37.510861),POINT (-76.193211 36.836248)
2020-05-24,495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,Y,Y,0,0,0,0,7,7,1,1,0,0,0,143,Y,Y,Y,Y,0,0,0,0,0,0,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.274339 36.856824)
2020-05-31,495253,AUTUMN CARE OF NORFOLK,1401 HALSTEAD AVENUE,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,0,0,0,0,120,113,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.224037 36.868249)
2020-06-14,495117,LAKE TAYLOR HOSP,1309 KEMPSVILLE RD,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,1,6,0,0,192,149,Y,N,N,Y,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.204454 36.867396)
2020-05-31,495173,WATERSIDE HEALTH & REHAB CENTER,249  SOUTH NEWTOWN RD,NORFOLK,VA,23502,Y,Y,0,0,0,1,0,40,0,0,0,0,197,93,Y,N,Y,N,0,0,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14,5,Y,Y,10.8,0,0,POINT (-78.666382 37.510861),POINT (-76.193211 36.836248)
2020-06-21,495253,AUTUMN CARE OF NORFOLK,1401 HALSTEAD AVENUE,NORFOLK,VA,23502,Y,Y,0,0,0,0,0,0,0,0,0,0,120,115,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,POINT (-78.666382 37.510861),POINT (-76.224037 36.868249)
2020-06-21,495210,NORFOLK HEALTH AND REHABILITATION CENTER,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,Y,Y,0,0,0,1,2,17,1,6,0,0,180,138,Y,Y,Y,Y,1,2,1,2,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,,,,,7.2,0,0,POINT (-78.666382 37.510861),POINT (-76.274339 36.856824)
