Report Date,Date VDH Notified,Status,Locality,FIPS,Facility,Facility Type,Cases,Deaths,Active
2021-01-08,2020-10-30,Outbreak Closed,Lynchburg,51680,Centra Lynchburg General Hospital,Medical Facility,8,*,0
2021-01-08,2020-06-23,Outbreak Closed,Lynchburg,51680,Guggenheimer Health & Rehabilitation Center,Nursing Home,5,0,0
2021-01-08,2020-09-04,Outbreak Closed,Lynchburg,51680,Heartland Health Care Center - Lynchburg,Multicare,8,*,0
2021-01-08,2020-12-08,Outbreak Pending Closure,Lynchburg,51680,Heartland Health Care Center - Lynchburg,Multicare,*,0,0
2021-01-08,2020-12-10,Outbreak in Progress,Lynchburg,51680,Heritage Green Assisted Living and Memory Care,Assisted Living,10,0,1
2021-01-08,2020-09-24,Outbreak Closed,Lynchburg,51680,Liberty Ridge Health & Rehabilitation Center,Multicare,5,0,0
2021-01-08,2020-07-04,Outbreak Pending Closure,Lynchburg,51680,Lynchburg Health & Rehabilitation Center,Nursing Home,21,*,0
2021-01-08,2020-09-22,Outbreak Closed,Lynchburg,51680,Rivermont School - Lynchburg South,K-12,11,0,0
2021-01-08,2020-11-17,Outbreak Pending Closure,Lynchburg,51680,Runk & Pratt Senior Living Communities,Assisted Living,11,*,0
2021-01-08,2020-11-17,Outbreak Pending Closure,Lynchburg,51680,Runk & Pratt Senior Living Communities,Multicare,14,*,0
2021-01-08,2020-09-22,Outbreak Closed,Lynchburg,51680,The Carrington House,Nursing Home,27,*,0
2021-01-08,2020-12-16,Outbreak in Progress,Lynchburg,51680,The Elms of Lynchburg,Assisted Living,*,0,1
2021-01-08,2020-10-20,Outbreak Closed,Lynchburg,51680,The Williams Home,Assisted Living,5,*,0
2021-01-08,2020-09-18,Outbreak Closed,Chesapeake,51550,Atlantic Shores Christian School,K-12,*,0,0
2021-01-08,2020-04-13,Outbreak Closed,Chesapeake,51550,Autumn Care of Chesapeake,Nursing Home,61,5,0
2021-01-08,2020-04-17,Outbreak Closed,Chesapeake,51550,Commonwealth Senior Living at Cedar Manor,Assisted Living,16,*,0
2021-01-08,2020-12-30,Outbreak in Progress,Chesapeake,51550,Cedar Road Christian Academy,K-12,11,0,1
2021-01-08,2020-12-23,Outbreak in Progress,Chesapeake,51550,Cedar Road Elementary School,K-12,11,0,1
2021-01-08,2020-06-15,Outbreak Closed,Chesapeake,51550,Chesapeake Health & Rehabilitation Center,Nursing Home,13,*,0
2021-01-08,2020-07-22,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Health & Rehabilitation Center,Nursing Home,20,*,0
2021-01-08,2020-09-18,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Place,Assisted Living,12,*,0
2021-01-08,2020-07-21,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Place,Assisted Living,8,0,0
2021-01-08,2020-12-16,Outbreak Pending Closure,Chesapeake,51550,Chesapeake Public Schools,K-12,*,0,0
2021-01-08,2020-11-25,Outbreak in Progress,Chesapeake,51550,Chesapeake Regional Medical Center,Medical Facility,9,0,1
2021-01-08,2020-07-16,Outbreak Closed,Chesapeake,51550,Commonwealth Memory Care at Chesapeake,Assisted Living,16,*,0
2021-01-08,2020-11-04,Outbreak Closed,Chesapeake,51550,Dominion Village at Chesapeake,Assisted Living,14,*,0
2021-01-08,2020-11-24,Outbreak Closed,Chesapeake,51550,Great Hope Baptist School,K-12,12,0,0
2021-01-08,2020-12-13,Outbreak Pending Closure,Chesapeake,51550,Greenbrier Primary School,Daycare / Pre-K,*,0,0
2021-01-08,2020-06-09,Outbreak Closed,Chesapeake,51550,Greenbrier Regional Medical Center,Nursing Home,51,9,0
2021-01-08,2020-04-29,Outbreak Closed,Chesapeake,51550,Harmony at Oakbrooke,Assisted Living,11,*,0
2021-01-08,2020-12-15,Outbreak Pending Closure,Chesapeake,51550,La Petite Academy of Chesapeake,Daycare / Pre-K,*,0,0
2021-01-08,2020-04-23,Outbreak Closed,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,*,0,0
2021-01-08,2020-04-05,Outbreak Closed,Chesapeake,51550,Oak Grove Health & Rehab,Nursing Home,5,0,0
2021-01-08,2020-12-09,Outbreak Pending Closure,Chesapeake,51550,Oak Grove Health & Rehab,Nursing Home,10,0,0
2021-01-08,2020-07-24,Outbreak Pending Closure,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,6,*,0
2021-01-08,2020-08-11,Outbreak Pending Closure,Chesapeake,51550,Sentara Nursing Center - Chesapeake,Nursing Home,6,*,0
2021-01-08,2020-08-16,Outbreak Closed,Chesapeake,51550,Plan Bee Academy,K-12,*,0,0
2021-01-08,2020-09-18,Outbreak Closed,Chesapeake,51550,StoneBridge School,K-12,10,0,0
2021-01-08,2020-06-15,Outbreak Closed,Chesapeake,51550,Virginia Home for Adults,Assisted Living,6,0,0
2021-01-08,2020-08-11,Outbreak Closed,Chesapeake,51550,Virginia Home for Adults,Assisted Living,13,0,0
2021-01-08,2020-11-04,Outbreak Pending Closure,Chesterfield,51041,Al Madina School of Richmond,K-12,6,0,0
2021-01-08,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Auburn Hill Senior Living,Assisted Living,9,*,0
2021-01-08,2020-10-30,Outbreak Pending Closure,Chesterfield,51041,Bickford of Chesterfield,Assisted Living,5,0,0
2021-01-08,2020-12-30,Outbreak in Progress,Chesterfield,51041,Bickford of Chesterfield,Assisted Living,35,0,1
2021-01-08,2020-10-21,Outbreak Pending Closure,Chesterfield,51041,Bon Air Elementary School,K-12,*,0,0
2021-01-08,2020-04-30,Outbreak Closed,Chesterfield,51041,Brandermill Woods,Multicare,42,7,0
2021-01-08,2020-09-22,Outbreak Closed,Chesterfield,51041,Clover Hill Elementary School,K-12,*,0,0
2021-01-08,2020-06-24,Outbreak Closed,Chesterfield,51041,Elmcroft of Chesterfield,Assisted Living,*,0,0
2021-01-08,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Elmcroft of Chesterfield,Assisted Living,8,0,0
2021-01-08,2020-12-01,Outbreak Pending Closure,Chesterfield,51041,Johnston-Willis Hospital,Medical Facility,6,0,0
2021-01-08,2020-12-06,Outbreak Pending Closure,Chesterfield,51041,Johnston-Willis Hospital,Medical Facility,7,0,0
2021-01-08,2020-04-12,Outbreak Closed,Chesterfield,51041,The Laurels of Bon Air,Nursing Home,12,5,0
2021-01-08,2020-11-11,Outbreak Pending Closure,Chesterfield,51041,The Laurels of Bon Air,Nursing Home,101,6,0
2021-01-08,2020-05-27,Outbreak Closed,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,29,8,0
2021-01-08,2020-09-13,Outbreak Closed,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,*,0,0
2021-01-08,2020-11-11,Outbreak in Progress,Chesterfield,51041,The Laurels of Willow Creek,Nursing Home,37,*,1
2021-01-08,2020-04-03,Outbreak Closed,Chesterfield,51041,Lucy Corr,Assisted Living,*,0,0
2021-01-08,2020-12-09,Outbreak Pending Closure,Chesterfield,51041,Lucy Corr,Assisted Living,5,0,0
2021-01-08,2020-12-23,Outbreak in Progress,Chesterfield,51041,Lucy Corr,Assisted Living,8,0,1
2021-01-08,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Magnolias of Chesterfield,Assisted Living,*,0,0
2021-01-08,2020-04-14,Outbreak Closed,Chesterfield,51041,Morningside of Bellgrade,Assisted Living,51,12,0
2021-01-08,2020-11-27,Outbreak Pending Closure,Chesterfield,51041,Morningside of Bellgrade,Assisted Living,452,0,0
2021-01-08,2020-11-13,Outbreak Pending Closure,Chesterfield,51041,O.B. Gates Elementary School,K-12,*,0,0
2021-01-08,2020-10-30,Outbreak Pending Closure,Chesterfield,51041,Providence Middle School,K-12,*,0,0
2021-01-08,2020-09-04,Outbreak Closed,Chesterfield,51041,Richmond Christian School,K-12,19,0,0
2021-01-08,2020-12-16,Outbreak Pending Closure,Chesterfield,51041,Richmond Christian School,K-12,5,0,0
2021-01-08,2020-10-16,Outbreak Pending Closure,Chesterfield,51041,Spring Arbor Cottage of Salisbury,Assisted Living,14,0,0
2021-01-08,2020-04-02,Outbreak Closed,Chesterfield,51041,Spring Arbor Cottage of Salisbury,Assisted Living,37,7,0
2021-01-08,2020-11-04,Outbreak Pending Closure,Chesterfield,51041,Sunrise Senior Living - Bon Air,Assisted Living,41,7,0
2021-01-08,2020-07-22,Outbreak Closed,Chesterfield,51041,The Crossings at Bon Air,Assisted Living,*,0,0
2021-01-08,2020-12-10,Outbreak Pending Closure,Chesterfield,51041,The Crossings at Bon Air,Assisted Living,*,0,0
2021-01-08,2020-08-05,Outbreak Closed,Chesterfield,51041,The Memory Center Richmond,Assisted Living,*,0,0
2021-01-08,2020-08-05,Outbreak Closed,Chesterfield,51041,Tyler's Retreat at Iron Bridge,Nursing Home,*,0,0
2021-01-08,2020-10-01,Outbreak Pending Closure,Chesterfield,51041,Tyler's Retreat at Iron Bridge,Nursing Home,101,20,0
2021-01-08,2020-04-07,Outbreak Closed,Colonial Heights,51570,Colonial Heights Rehabilitation and Nursing Center,Nursing Home,59,17,0
2021-01-08,2020-04-29,Outbreak Closed,Colonial Heights,51570,Dunlop House,Assisted Living,6,*,0
2021-01-08,2020-11-18,Outbreak Pending Closure,Colonial Heights,51570,Dunlop House,Assisted Living,69,8,0
2021-01-08,2020-12-02,Outbreak Pending Closure,Colonial Heights,51570,Tussing Elementary School,K-12,*,0,0
2021-01-08,2020-12-02,Outbreak Pending Closure,Powhatan,51145,Pocahontas Elementary School,K-12,5,0,0
2021-01-08,2020-12-24,Outbreak Closed,Goochland,51075,The Benedictine Schools of Richmond,K-12,*,0,0
2021-01-08,2020-05-06,Outbreak Closed,Hanover,51085,Ashland Nursing and Rehabilitation Center,Nursing Home,22,*,0
2021-01-08,2020-11-02,Outbreak in Progress,Hanover,51085,Ashland Nursing and Rehabilitation Center,Nursing Home,111,6,1
2021-01-08,2020-04-05,Outbreak Closed,Hanover,51085,Autumn Care of Mechanicsville,Nursing Home,48,11,0
2021-01-08,2020-12-04,Outbreak Closed,Hanover,51085,Cool Spring Elementary School,K-12,*,0,0
2021-01-08,2020-05-20,Outbreak Closed,Hanover,51085,Covenant Woods,Multicare,*,0,0
2021-01-08,2020-08-10,Outbreak Closed,Hanover,51085,Hanover Health & Rehabilitation Center,Nursing Home,29,*,0
2021-01-08,2020-12-07,Outbreak in Progress,Hanover,51085,Hanover Health & Rehabilitation Center,Nursing Home,34,0,1
2021-01-08,2020-12-05,Outbreak Closed,Hanover,51085,Hanover High School,K-12,*,0,0
2021-01-08,2020-11-06,Outbreak Pending Closure,Hanover,51085,Heritage Green,Assisted Living,12,11,0
2021-01-08,2020-09-24,Outbreak Closed,Hanover,51085,John M. Gandy Elementary,K-12,*,0,0
2021-01-08,2020-09-18,Outbreak Closed,Hanover,51085,Kersey Creek Elementary School,K-12,*,0,0
2021-01-08,2020-09-07,Outbreak Closed,Hanover,51085,Liberty Middle School,K-12,8,0,0
2021-01-08,2020-04-03,Outbreak Closed,Hanover,51085,The Crossings at Hanover,Assisted Living,60,12,0
2021-01-08,2020-11-25,Outbreak Pending Closure,New Kent,51127,Cumberland Hospital for Children and Adolescents,Medical Facility,7,0,0
2021-01-08,2020-09-24,Outbreak Closed,Dinwiddie,51053,Rivermont School - Greater Petersburg,K-12,5,0,0
2021-01-08,2020-06-15,Outbreak Closed,Dinwiddie,51053,Dinwiddie Health & Rehab Center,Nursing Home,16,*,0
2021-01-08,2020-12-31,Outbreak in Progress,Dinwiddie,51053,Hiram W. Davis Medical Center,Medical Facility,26,0,1
2021-01-08,2020-04-20,Outbreak Closed,Emporia,51595,Accordius Health at Emporia,Nursing Home,55,13,0
2021-01-08,2020-05-30,Outbreak Pending Closure,Emporia,51595,Greensville Health and Rehabilitation Center,Nursing Home,56,11,0
2021-01-08,2020-07-06,Outbreak Closed,Emporia,51595,Eugene H Bloom Retirement Center,Assisted Living,*,0,0
2021-01-08,2020-12-23,Outbreak in Progress,Greensville,51081,Jackson-Feild Behavioral Health Services,Group Home,7,0,1
2021-01-08,2020-05-10,Outbreak Pending Closure,Hopewell,51670,Hopewell Health Care Center,Nursing Home,31,*,0
2021-01-08,2020-10-20,Outbreak Closed,Hopewell,51670,Hopewell High School,K-12,*,0,0
2021-01-08,2020-07-31,Outbreak Closed,Hopewell,51670,River View on the Appomattox Health & Rehab Center,Nursing Home,*,0,0
2021-01-08,2020-07-02,Outbreak Closed,Petersburg,51730,Battlefield Park Healthcare Center,Nursing Home,78,11,0
2021-01-08,2020-06-08,Outbreak Closed,Petersburg,51730,Fillmore Place,Assisted Living,13,0,0
2021-01-08,2020-05-25,Outbreak Closed,Petersburg,51730,Petersburg Healthcare Center,Nursing Home,57,10,0
2021-01-08,2020-12-05,Outbreak Pending Closure,Petersburg,51730,Petersburg Healthcare Center,Nursing Home,*,0,0
2021-01-08,2020-12-29,Outbreak in Progress,Petersburg,51730,Poplar Springs Hospital,Medical Facility,5,0,1
2021-01-08,2020-12-29,Outbreak in Progress,Petersburg,51730,Spring Oak Assisted Living,Assisted Living,8,*,1
2021-01-08,2020-05-10,Outbreak Closed,Sussex,51183,Waverly Health & Rehabilitation Center,Nursing Home,92,6,0
2021-01-08,2020-11-09,Outbreak Pending Closure,Buchanan,51027,Heritage Hall - Grundy,Nursing Home,146,16,0
2021-01-08,2020-04-10,Outbreak Closed,Buchanan,51027,Mountain Mission School,K-12,18,0,0
2021-01-08,2020-11-25,Outbreak in Progress,Dickenson,51051,Heritage Hall,Multicare,99,7,1
2021-01-08,2020-09-10,Outbreak Closed,Dickenson,51051,Ridgeview High School,K-12,*,0,0
2021-01-08,2020-11-03,Outbreak Closed,Russell,51167,Honaker Elementary School,K-12,6,0,0
2021-01-08,2020-07-30,Outbreak Pending Closure,Russell,51167,Mountain View Retirement Home,Assisted Living,20,*,0
2021-01-08,2020-12-21,Outbreak in Progress,Tazewell,51185,Commonwealth Senior Living - Cedar Bluff,Assisted Living,7,*,1
2021-01-08,2020-10-01,Outbreak Closed,Tazewell,51185,Dudley Primary School,K-12,5,0,0
2021-01-08,2020-11-24,Outbreak Pending Closure,Tazewell,51185,Westwood Center,Multicare,30,*,0
2021-01-08,2020-12-01,Outbreak in Progress,Tazewell,51185,Heritage Hall - Tazewell,Nursing Home,136,7,1
2021-01-08,2020-10-21,Outbreak Closed,Tazewell,51185,Richlands Middle School,K-12,7,0,0
2021-01-08,2020-10-01,Outbreak Closed,Tazewell,51185,Tazewell High School,K-12,5,0,0
2021-01-08,2020-10-21,Outbreak Closed,Accomack,51001,Nandua High School,K-12,*,0,0
2021-01-08,2020-11-18,Outbreak Closed,Accomack,51001,Riverside Shore Memorial Hospital,Medical Facility,7,0,0
2021-01-08,2020-05-04,Outbreak Closed,Accomack,51001,Shore Health & Rehabilitation Center,Nursing Home,18,0,0
2021-01-08,2020-12-09,Outbreak in Progress,Accomack,51001,Shore Health and Rehabilitation Center,Nursing Home,59,*,1
2021-01-08,2020-04-22,Outbreak Closed,Northampton,51131,Heritage Hall - Nassawadox,Nursing Home,114,20,0
2021-01-08,2020-11-28,Outbreak Pending Closure,Northampton,51131,Occohannock Elementary School,K-12,8,0,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Aarondale Retirement and Assisted Living Community,Assisted Living,*,0,0
2021-01-08,2020-08-27,Outbreak Closed,Fairfax,51059,Aarondale Retirement and Assisted Living Community,Assisted Living,5,*,0
2021-01-08,2020-12-14,Outbreak Pending Closure,Fairfax,51059,Aarondale Retirement and Assisted Living Community,Assisted Living,*,*,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Annandale Healthcare Center,Nursing Home,164,53,0
2021-01-08,2020-05-12,Outbreak Closed,Fairfax,51059,Arbor Terrace of Herndon,Assisted Living,6,*,0
2021-01-08,2020-04-15,Outbreak Closed,Fairfax,51059,Arbor Terrace - Fairfax,Assisted Living,19,8,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Arden Courts of Annandale,Assisted Living,13,5,0
2021-01-08,2020-04-17,Outbreak Closed,Fairfax,51059,Arden Courts of Fair Oaks,Assisted Living,7,*,0
2021-01-08,2020-04-15,Outbreak Closed,Fairfax,51059,Arleigh Burke Pavilion - Vinson Hall,Multicare,45,8,0
2021-01-08,2020-12-28,Outbreak in Progress,Fairfax,51059,Arleigh Burke Pavilion - Vinson Hall,Multicare,12,0,1
2021-01-08,2020-11-24,Outbreak Pending Closure,Fairfax,51059,Sunrise Senior Living - Braddock Glen,Assisted Living,35,0,0
2021-01-08,2020-04-28,Outbreak Closed,Fairfax,51059,Brightview Senior Living - Woodburn,Assisted Living,28,10,0
2021-01-08,2020-04-24,Outbreak Closed,Fairfax,51059,Brightview Senior Living - Great Falls,Assisted Living,8,*,0
2021-01-08,2020-11-23,Outbreak Pending Closure,Fairfax,51059,Brightview Senior Living - Great Falls,Assisted Living,12,*,0
2021-01-08,2020-09-11,Outbreak Closed,Fairfax,51059,Brightview Senior Living - Woodburn,Multicare,*,*,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Burke Health & Rehabilitation Center,Nursing Home,133,26,0
2021-01-08,2020-11-23,Outbreak Pending Closure,Fairfax,51059,Burke Health & Rehabilitation Center,Nursing Home,12,0,0
2021-01-08,2020-11-17,Outbreak Pending Closure,Fairfax,51059,Chesterbrook Elementary School,K-12,*,0,0
2021-01-08,2020-04-07,Outbreak Closed,Fairfax,51059,Chesterbrook Residences,Assisted Living,31,7,0
2021-01-08,2020-03-29,Outbreak Closed,Fairfax,51059,Dulles Health & Rehab Center,Nursing Home,101,22,0
2021-01-08,2020-12-11,Outbreak Pending Closure,Fairfax,51059,Dulles Health & Rehab Center,Nursing Home,15,0,0
2021-01-08,2020-10-28,Outbreak Closed,Fairfax,51059,"Exploring, Learning, & Fun Child Enrichment Center",Daycare / Pre-K,11,0,0
2021-01-08,2020-04-17,Outbreak Closed,Fairfax,51059,Fairfax Rehabilitation and Nursing Center,Nursing Home,95,16,0
2021-01-08,2020-05-21,Outbreak Closed,Fairfax,51059,The Gardens at Fair Oaks,Assisted Living,19,*,0
2021-01-08,2020-12-28,Outbreak Pending Closure,Fairfax,51059,The Gardens at Fair Oaks,Assisted Living,8,0,0
2021-01-08,2020-04-24,Outbreak Closed,Fairfax,51059,Goodwin House - Bailey's Crossroads,Multicare,39,*,0
2021-01-08,2020-12-08,Outbreak Pending Closure,Fairfax,51059,Goodwin House - Bailey's Crossroads,Multicare,32,6,0
2021-01-08,2020-04-17,Outbreak Closed,Fairfax,51059,Great Falls Assisted Living,Assisted Living,19,6,0
2021-01-08,2020-04-17,Outbreak Closed,Fairfax,51059,Greenspring Senior Living Community,Multicare,56,16,0
2021-01-08,2020-08-06,Outbreak Closed,Fairfax,51059,Greenspring,Multicare,8,0,0
2021-01-08,2020-05-01,Outbreak Closed,Fairfax,51059,Harmony at Chantilly,Assisted Living,19,*,0
2021-01-08,2020-05-12,Outbreak Closed,Fairfax,51059,Harmony at Spring Hill,Assisted Living,*,0,0
2021-01-08,2020-04-11,Outbreak Closed,Fairfax,51059,Heatherwood Independent and Assisted Living,Assisted Living,50,12,0
2021-01-08,2020-12-18,Outbreak Pending Closure,Fairfax,51059,Herndon High School,K-12,*,0,0
2021-01-08,2020-06-04,Outbreak Closed,Fairfax,51059,Hunters Woods at Trails Edge,Multicare,10,*,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Iliff Nursing and Rehabilitation Center,Nursing Home,78,14,0
2021-01-08,2020-12-29,Outbreak in Progress,Fairfax,51059,Iliff Nursing and Rehabilitation Center,Nursing Home,7,0,1
2021-01-08,2020-10-28,Outbreak Closed,Fairfax,51059,Inova Fairfax Medical Campus,Medical Facility,*,0,0
2021-01-08,2020-11-18,Outbreak Closed,Fairfax,51059,KinderCare - Herndon Parkway,Daycare / Pre-K,6,0,0
2021-01-08,2020-12-04,Outbreak Pending Closure,Fairfax,51059,KinderCare - Oakton,Daycare / Pre-K,5,0,0
2021-01-08,2020-12-03,Outbreak Pending Closure,Fairfax,51059,KinderCare - Burke,Daycare / Pre-K,5,0,0
2021-01-08,2020-11-13,Outbreak Closed,Fairfax,51059,La Petite Academy of Fairfax Station,Daycare / Pre-K,*,0,0
2021-01-08,2020-10-12,Outbreak Pending Closure,Fairfax,51059,LaBier Assisted Living,Assisted Living,6,0,0
2021-01-08,2020-12-07,Outbreak Pending Closure,Fairfax,51059,Lanier Middle School,K-12,*,0,0
2021-01-08,2020-04-17,Outbreak Closed,Fairfax,51059,Larmax Homes,Assisted Living,17,*,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Leewood Healthcare Center,Multicare,116,36,0
2021-01-08,2020-05-28,Outbreak Closed,Fairfax,51059,Leewood Healthcare Center,Multicare,*,*,0
2021-01-08,2020-04-24,Outbreak Closed,Fairfax,51059,ManorCare Health Services - Alexandria,Nursing Home,77,8,0
2021-01-08,2020-05-04,Outbreak Closed,Fairfax,51059,ManorCare Health Services - Fair Oaks,Nursing Home,136,13,0
2021-01-08,2020-04-09,Outbreak Closed,Fairfax,51059,Mount Vernon Nursing & Rehabilitation Center,Nursing Home,78,13,0
2021-01-08,2020-12-07,Outbreak Pending Closure,Fairfax,51059,Northern Virginia Mental Health Institute,Medical Facility,11,0,0
2021-01-08,2020-12-18,Outbreak in Progress,Fairfax,51059,Olde Creek Elementary School,K-12,*,0,1
2021-01-08,2020-12-23,Outbreak Pending Closure,Fairfax,51059,Poe Middle School,K-12,*,0,0
2021-01-08,2020-05-12,Outbreak Closed,Fairfax,51059,Powhatan Nursing Home,Nursing Home,*,0,0
2021-01-08,2020-09-21,Outbreak Closed,Fairfax,51059,Powhatan Nursing Home,Nursing Home,21,5,0
2021-01-08,2020-05-12,Outbreak Closed,Fairfax,51059,Renaissance of Annandale,Assisted Living,27,*,0
2021-01-08,2020-12-10,Outbreak Pending Closure,Fairfax,51059,Renaissance - Annandale,Assisted Living,11,0,0
2021-01-08,2020-05-12,Outbreak Closed,Fairfax,51059,Spring Hills Senior Communities - Mount Vernon,Assisted Living,24,*,0
2021-01-08,2020-07-24,Outbreak Closed,Fairfax,51059,Spring Hills Senior Communities - Mount Vernon,Assisted Living,57,*,0
2021-01-08,2020-11-24,Outbreak Pending Closure,Fairfax,51059,Spring Hills Senior Communities - Mount Vernon,Assisted Living,16,0,0
2021-01-08,2020-06-04,Outbreak Closed,Fairfax,51059,Stevenson Place,Assisted Living,*,0,0
2021-01-08,2020-03-20,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - McLean,Assisted Living,59,14,0
2021-01-08,2020-11-24,Outbreak Pending Closure,Fairfax,51059,Sunrise Senior Living - Fair Oaks,Assisted Living,9,0,0
2021-01-08,2020-04-07,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Mount Vernon,Assisted Living,16,*,0
2021-01-08,2020-08-28,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Mount Vernon,Assisted Living,10,0,0
2021-01-08,2020-10-05,Outbreak Pending Closure,Fairfax,51059,Sunrise Senior Living - George Mason,Assisted Living,23,*,0
2021-01-08,2020-05-27,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Hunter Mill,Assisted Living,*,0,0
2021-01-08,2020-09-04,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Hunter Mill,Assisted Living,*,0,0
2021-01-08,2020-04-10,Outbreak Closed,Fairfax,51059,Sunrise Senior Living - Springfield,Assisted Living,21,*,0
2021-01-08,2020-12-24,Outbreak in Progress,Fairfax,51059,Sunrise Senior Living - Springfield,Assisted Living,18,*,1
2021-01-08,2020-05-27,Outbreak Closed,Fairfax,51059,The Sylvestery of Vinson Hall Retirement Community,Multicare,9,0,0
2021-01-08,2020-12-04,Outbreak Pending Closure,Fairfax,51059,The Sylvestery of Vinson Hall Retirement Community,Multicare,23,0,0
2021-01-08,2020-04-30,Outbreak Closed,Fairfax,51059,Tall Oaks Assisted Living,Assisted Living,48,11,0
2021-01-08,2020-12-24,Outbreak in Progress,Fairfax,51059,Tall Oaks Assisted Living,Assisted Living,12,*,1
2021-01-08,2020-04-24,Outbreak Closed,Fairfax,51059,The Fairfax at Belvoir Woods,Multicare,6,0,0
2021-01-08,2020-07-14,Outbreak Closed,Fairfax,51059,The Fairfax at Belvoir Woods,Multicare,40,*,0
2021-01-08,2020-03-17,Outbreak Closed,Fairfax,51059,The Kensington Falls Church,Assisted Living,26,5,0
2021-01-08,2020-12-08,Outbreak Pending Closure,Fairfax,51059,The Kensington Falls Church,Assisted Living,11,0,0
2021-01-08,2020-04-24,Outbreak Closed,Fairfax,51059,The Lincolnian,Assisted Living,26,*,0
2021-01-08,2020-04-09,Outbreak in Progress,Fairfax,51059,The Virginian,Multicare,173,29,1
2021-01-08,2020-05-20,Outbreak Closed,Fairfax,51059,Tysons Woods Assisted Living,Assisted Living,10,*,0
2021-01-08,2020-11-12,Outbreak Pending Closure,Fairfax,51059,W.T. Woodson High School,K-12,5,0,0
2021-01-08,2020-12-04,Outbreak Pending Closure,Fairfax,51059,Winwood Children's Center - Fairfax,Daycare / Pre-K,8,0,0
2021-01-08,2020-07-22,Outbreak Closed,Hampton,51650,Coliseum Convalescent and Rehabilitation Center,Nursing Home,43,5,0
2021-01-08,2020-11-13,Outbreak Pending Closure,Hampton,51650,Coliseum Convalescent and Rehabilitation Center,Nursing Home,69,*,0
2021-01-08,2020-09-30,Outbreak Closed,Hampton,51650,Golden Years Living,Assisted Living,31,*,0
2021-01-08,2020-04-01,Outbreak Closed,Hampton,51650,Hampton VA Medical Center,Nursing Home,37,*,0
2021-01-08,2020-12-21,Outbreak in Progress,Hampton,51650,Hampton VA Medical Center,Medical Facility,11,0,1
2021-01-08,2020-08-09,Outbreak Closed,Hampton,51650,Northampton Convalescent and Rehabilitation Center,Nursing Home,*,0,0
2021-01-08,2020-11-13,Outbreak Pending Closure,Hampton,51650,Northampton Convalescent and Rehabilitation Center,Nursing Home,54,*,0
2021-01-08,2020-07-22,Outbreak Pending Closure,Hampton,51650,Riverside Rehabilitation Center - Hampton,Nursing Home,*,0,0
2021-01-08,2020-03-28,Outbreak Closed,Henrico,51087,Beth Sholom Senior Living - Virginia,Multicare,75,17,0
2021-01-08,2020-11-24,Outbreak in Progress,Henrico,51087,Beth Sholom Senior Living,Multicare,19,*,1
2021-01-08,2020-04-17,Outbreak Closed,Henrico,51087,Beth Sholom Senior Living - Parkside,Assisted Living,*,*,0
2021-01-08,2020-08-21,Outbreak Closed,Henrico,51087,Blue Ridge Senior Living of Richmond,Assisted Living,27,5,0
2021-01-08,2020-12-02,Outbreak Closed,Henrico,51087,Blue Ridge Senior Living of Richmond,Assisted Living,7,0,0
2021-01-08,2020-07-27,Outbreak Closed,Henrico,51087,Brookdale Senior Living - West End Richmond,Multicare,30,5,0
2021-01-08,2020-03-17,Outbreak Closed,Henrico,51087,Canterbury Rehabilitation & Healthcare Center,Nursing Home,177,51,0
2021-01-08,2020-07-06,Outbreak Closed,Henrico,51087,Canterbury Rehabilitation & Healthcare Center,Nursing Home,*,0,0
2021-01-08,2020-12-14,Outbreak Pending Closure,Henrico,51087,Canterbury Rehabilitation & Healthcare Center,Nursing Home,20,*,0
2021-01-08,2020-04-14,Outbreak Closed,Henrico,51087,Cedarfield Retirement Community,Assisted Living,27,*,0
2021-01-08,2020-10-30,Outbreak Closed,Henrico,51087,Cedarfield,Assisted Living,19,*,0
2021-01-08,2020-06-02,Outbreak Closed,Henrico,51087,Chestnut Grove,Assisted Living,*,0,0
2021-01-08,2020-10-01,Outbreak Closed,Henrico,51087,Chestnut Grove Assisted Living Facility,Assisted Living,16,0,0
