"Administration Date",FIPS,Locality,"Health District","Facility Type","Vaccine Manufacturer","Dose Number","Vaccine Doses Administered Count"
01/27/2021,51161,"Roanoke County",Alleghany,"Medical Practices",Pfizer,1,10
02/12/2021,51061,Fauquier,"Rappahannock Rapidan",Hospitals,Moderna,2,31
01/22/2021,51143,Pittsylvania,Pittsylvania-Danville,"Federal LTCF Program",Pfizer,1,4
02/12/2021,51143,Pittsylvania,Pittsylvania-Danville,"Federal LTCF Program",Pfizer,2,4
01/13/2021,51113,Madison,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,4
01/06/2021,51620,"Franklin City","Western Tidewater",Hospitals,Moderna,1,1
02/04/2021,51177,Spotsylvania,Rappahannock,"Federal LTCF Program",Pfizer,2,10
12/29/2020,51710,Norfolk,Norfolk,"Other Community Health Providers",Pfizer,1,1
02/09/2021,51109,Louisa,"Blue Ridge","Local Health Departments",Pfizer,1,10
02/06/2021,51179,Stafford,Rappahannock,"Local Health Departments",Pfizer,1,7
01/30/2021,51181,Surry,Crater,"Local Health Departments",Moderna,1,6
01/28/2021,51085,Hanover,Chickahominy,Hospitals,Pfizer,2,4
01/13/2021,51023,Botetourt,Alleghany,"Local Health Departments",Moderna,1,3
01/07/2021,51135,Nottoway,Piedmont,Hospitals,Moderna,1,3
12/18/2020,51107,Loudoun,Loudoun,Hospitals,Pfizer,1,205
01/13/2021,51800,Suffolk,"Western Tidewater",Hospitals,Moderna,1,5
02/05/2021,51121,Montgomery,"New River",Hospitals,Moderna,2,16
01/19/2021,51167,Russell,"Cumberland Plateau",Pharmacies,Moderna,1,10
01/29/2021,51147,"Prince Edward",Piedmont,"Other Community Health Providers",Moderna,1,19
01/07/2021,51015,Augusta,"Central Shenandoah",Hospitals,Moderna,1,6
01/18/2021,51069,Frederick,"Lord Fairfax","Medical Practices",Pfizer,1,1
02/17/2021,51119,Middlesex,"Three Rivers","Local Health Departments",Moderna,1,2
02/12/2021,51015,Augusta,"Central Shenandoah",Hospitals,Pfizer,2,237
02/09/2021,51137,Orange,"Rappahannock Rapidan","Local Health Departments",Moderna,2,21
01/29/2021,51185,Tazewell,"Cumberland Plateau","Federal LTCF Program",Pfizer,2,1
02/11/2021,51173,Smyth,"Mount Rogers","Medical Practices",Moderna,1,2
01/30/2021,51161,"Roanoke County",Alleghany,"Other Community Health Providers",Moderna,2,1
01/14/2021,51720,Norton,Lenowisco,"Local Health Departments",Moderna,1,8
01/12/2021,51125,Nelson,"Blue Ridge","Other Community Health Providers",Pfizer,1,24
02/05/2021,51019,Bedford,"Central Virginia",Pharmacies,Moderna,1,8
02/18/2021,51121,Montgomery,"New River","Medical Practices",Pfizer,2,1
02/11/2021,51067,"Franklin County","West Piedmont",Pharmacies,Moderna,2,2
12/24/2020,51023,Botetourt,Alleghany,Hospitals,Pfizer,1,13
01/15/2021,51025,Brunswick,Southside,"Local Health Departments",Moderna,1,12
02/17/2021,51540,Charlottesville,"Blue Ridge","Medical Practices",Moderna,2,1
02/07/2021,51740,Portsmouth,Portsmouth,"Federal LTCF Program",Pfizer,1,1
02/05/2021,51045,Craig,Alleghany,"Federal LTCF Program",Pfizer,1,1
01/12/2021,51045,Craig,Alleghany,"Medical Practices",Moderna,1,1
01/16/2021,51121,Montgomery,"New River",Hospitals,Pfizer,1,5
02/09/2021,51155,Pulaski,"New River",Pharmacies,Moderna,2,53
02/13/2021,51095,"James City",Peninsula,"Medical Practices",Pfizer,1,2
01/16/2021,51011,Appomattox,"Central Virginia","Other Community Health Providers",Pfizer,1,3
01/25/2021,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,1,19
01/07/2021,51105,Lee,Lenowisco,"Other Community Health Providers",Pfizer,1,1
02/11/2021,51127,"New Kent",Chickahominy,"Other Community Health Providers",Pfizer,2,1
01/27/2021,51810,"Virginia Beach","Virginia Beach","Local Health Departments",Moderna,1,615
02/10/2021,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,2,14
01/05/2021,51630,Fredericksburg,Rappahannock,Hospitals,Moderna,1,2
01/02/2021,51173,Smyth,"Mount Rogers","Federal LTCF Program",Pfizer,1,1
12/28/2020,51760,"Richmond City",Richmond,"Medical Practices",Moderna,1,4
12/24/2020,51003,Albemarle,"Blue Ridge",Hospitals,Pfizer,1,1
02/11/2021,51131,Northampton,"Eastern Shore","Other Community Health Providers",Moderna,1,12
02/14/2021,51760,"Richmond City",Richmond,Hospitals,Moderna,2,2
02/08/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,2,2
01/25/2021,51177,Spotsylvania,Rappahannock,Hospitals,Pfizer,1,52
02/11/2021,51085,Hanover,Chickahominy,"Other Community Health Providers",Pfizer,2,7
02/15/2021,51069,Frederick,"Lord Fairfax",Hospitals,Pfizer,2,2
01/27/2021,51013,Arlington,Arlington,"Medical Practices",Pfizer,1,13
12/28/2020,51550,Chesapeake,Chesapeake,"Federal LTCF Program",Pfizer,1,7
01/12/2021,51073,Gloucester,"Three Rivers","Federal LTCF Program",Pfizer,1,17
01/15/2021,51670,Hopewell,Crater,"Other Community Health Providers",Pfizer,1,1
01/26/2021,51085,Hanover,Chickahominy,"Local Health Departments",Moderna,2,14
01/11/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Moderna,1,31
01/17/2021,51117,Mecklenburg,Southside,"Medical Practices",Pfizer,1,2
01/04/2021,51097,"King and Queen","Three Rivers","Federal LTCF Program",Pfizer,1,1
02/04/2021,51161,"Roanoke County",Alleghany,"Other Community Health Providers",Moderna,1,7
02/09/2021,51107,Loudoun,Loudoun,Hospitals,Moderna,2,14
12/26/2020,51059,Fairfax,Fairfax,"Medical Practices",Pfizer,1,1
01/06/2021,51127,"New Kent",Chickahominy,"Local Health Departments",Moderna,1,21
01/20/2021,51119,Middlesex,"Three Rivers",Pharmacies,Moderna,1,1
01/21/2021,51790,Staunton,"Central Shenandoah",Hospitals,Pfizer,1,183
01/07/2021,51061,Fauquier,"Rappahannock Rapidan",Hospitals,Pfizer,1,46
01/20/2021,51097,"King and Queen","Three Rivers","Medical Practices",Moderna,1,6
01/02/2021,51069,Frederick,"Lord Fairfax",Hospitals,Moderna,1,31
01/31/2021,51550,Chesapeake,Chesapeake,Hospitals,Moderna,1,1
02/02/2021,51800,Suffolk,"Western Tidewater",Hospitals,Pfizer,2,8
12/15/2020,51199,York,Peninsula,Hospitals,Pfizer,1,2
01/29/2021,51133,Northumberland,"Three Rivers",Hospitals,Moderna,1,2
01/28/2021,51810,"Virginia Beach","Virginia Beach",Pharmacies,Moderna,1,25
02/05/2021,51015,Augusta,"Central Shenandoah","Medical Practices",Moderna,2,24
02/06/2021,51153,"Prince William","Prince William","Medical Practices",Pfizer,1,27
01/26/2021,51087,Henrico,Henrico,Pharmacies,Moderna,1,52
01/27/2021,51760,"Richmond City",Richmond,"Other Community Health Providers",Moderna,2,4
01/20/2021,51061,Fauquier,"Rappahannock Rapidan","Local Health Departments",Moderna,1,103
12/28/2020,51660,Harrisonburg,"Central Shenandoah","Local Health Departments",Moderna,1,1
02/08/2021,51107,Loudoun,Loudoun,"Medical Practices",Moderna,2,6
01/03/2021,51735,Poquoson,Peninsula,Hospitals,Pfizer,2,1
01/28/2021,51073,Gloucester,"Three Rivers","Medical Practices",Moderna,1,8
01/12/2021,51640,Galax,"Mount Rogers","Local Health Departments",Moderna,1,4
02/16/2021,51145,Powhatan,Chesterfield,"Other Community Health Providers",Moderna,1,3
01/18/2021,51680,Lynchburg,"Central Virginia","Federal LTCF Program",Pfizer,2,8
02/14/2021,51550,Chesapeake,Chesapeake,"Medical Practices",Moderna,1,2
02/04/2021,51650,Hampton,Hampton,Pharmacies,Moderna,1,6
01/05/2021,51035,Carroll,"Mount Rogers","Medical Practices",Pfizer,1,1
12/30/2020,"Not Reported","Not Reported","Not Reported","Medical Practices",Moderna,1,171
01/08/2021,51650,Hampton,Hampton,"Medical Practices",Moderna,1,9
02/17/2021,51079,Greene,"Blue Ridge","Local Health Departments",Moderna,2,17
01/27/2021,51800,Suffolk,"Western Tidewater","Federal LTCF Program",Pfizer,2,5
01/29/2021,51141,Patrick,"West Piedmont","Federal LTCF Program",Pfizer,2,6
01/26/2021,51610,"Falls Church",Fairfax,"Medical Practices",Moderna,1,3
01/02/2021,51007,Amelia,Piedmont,"Federal LTCF Program",Pfizer,1,2
01/21/2021,51760,"Richmond City",Richmond,"Federal LTCF Program",Pfizer,1,64
02/04/2021,51670,Hopewell,Crater,"Other Community Health Providers",Moderna,2,3
12/23/2020,51197,Wythe,"Mount Rogers","Local Health Departments",Moderna,1,36
02/05/2021,51195,Wise,Lenowisco,Hospitals,Pfizer,2,2
02/02/2021,51007,Amelia,Piedmont,Hospitals,Moderna,1,2
01/27/2021,51193,Westmoreland,"Three Rivers",Hospitals,Pfizer,1,1
01/19/2021,51770,"Roanoke City",Roanoke,Hospitals,Moderna,2,5
02/02/2021,51730,Petersburg,Crater,Hospitals,Pfizer,2,3
02/19/2021,51650,Hampton,Hampton,"Medical Practices",Moderna,1,6
02/13/2021,51077,Grayson,"Mount Rogers",Hospitals,Pfizer,2,5
01/06/2021,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Pfizer,1,3
01/19/2021,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,1,75
02/17/2021,51740,Portsmouth,Portsmouth,"Medical Practices",Pfizer,1,3
01/21/2021,51025,Brunswick,Southside,"Local Health Departments",Pfizer,1,1
02/15/2021,51540,Charlottesville,"Blue Ridge","Other Community Health Providers",Pfizer,2,33
01/14/2021,51159,"Richmond County","Three Rivers","Other Community Health Providers",Moderna,1,3
01/23/2021,51107,Loudoun,Loudoun,"Medical Practices",Moderna,1,137
01/08/2021,51153,"Prince William","Prince William",Hospitals,Pfizer,1,168
01/28/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Pfizer,1,1
01/29/2021,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,1,19
01/01/2021,51161,"Roanoke County",Alleghany,"Medical Practices",Moderna,1,1
01/02/2021,51073,Gloucester,"Three Rivers","Medical Practices",Pfizer,1,4
01/29/2021,51760,"Richmond City",Richmond,Hospitals,Moderna,1,247
01/21/2021,51111,Lunenburg,Piedmont,"Federal LTCF Program",Pfizer,1,5
01/11/2021,51109,Louisa,"Blue Ridge","Other Community Health Providers",Pfizer,1,31
02/10/2021,51159,"Richmond County","Three Rivers","Local Health Departments",Moderna,2,2
02/09/2021,51683,"Manassas City","Prince William","Local Health Departments",Moderna,1,25
02/10/2021,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,2,28
02/16/2021,51007,Amelia,Piedmont,"Medical Practices",Moderna,2,2
01/22/2021,"Not Reported","Not Reported","Not Reported","Federal LTCF Program",Moderna,1,1
02/13/2021,51085,Hanover,Chickahominy,Hospitals,Pfizer,1,3
02/10/2021,51041,Chesterfield,Chesterfield,"Local Health Departments",Pfizer,1,133
01/23/2021,51013,Arlington,Arlington,Hospitals,Pfizer,2,31
01/17/2021,51013,Arlington,Arlington,"Federal LTCF Program",Pfizer,1,34
01/21/2021,51710,Norfolk,Norfolk,"Medical Practices",Pfizer,1,42
01/07/2021,51147,"Prince Edward",Piedmont,"Other Community Health Providers",Pfizer,1,1
02/10/2021,51197,Wythe,"Mount Rogers","Other Community Health Providers",Moderna,2,3
02/14/2021,51059,Fairfax,Fairfax,"Local Health Departments",Pfizer,1,3133
02/14/2021,51610,"Falls Church",Fairfax,"Local Health Departments",Pfizer,1,83
02/10/2021,51085,Hanover,Chickahominy,"Federal LTCF Program",Pfizer,1,7
01/24/2021,51155,Pulaski,"New River",Pharmacies,Moderna,1,2
02/02/2021,51005,Alleghany,Alleghany,"Local Health Departments",Moderna,2,1
12/17/2020,51007,Amelia,Piedmont,Hospitals,Pfizer,1,10
01/24/2021,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,1032
01/27/2021,51117,Mecklenburg,Southside,"Federal LTCF Program",Pfizer,1,1
01/10/2021,51107,Loudoun,Loudoun,"Federal LTCF Program",Pfizer,1,1
02/15/2021,51700,"Newport News",Peninsula,Pharmacies,Moderna,1,2
01/18/2021,51650,Hampton,Hampton,"Local Health Departments",Moderna,1,1
02/12/2021,51121,Montgomery,"New River","Other Community Health Providers",Pfizer,1,22
12/22/2020,51550,Chesapeake,Chesapeake,"Medical Practices",Pfizer,1,3
02/16/2021,51073,Gloucester,"Three Rivers","Other Community Health Providers",Pfizer,1,58
01/21/2021,51181,Surry,Crater,"Federal LTCF Program",Pfizer,1,1
01/12/2021,51069,Frederick,"Lord Fairfax","Medical Practices",Moderna,1,2
01/18/2021,51820,Waynesboro,"Central Shenandoah","Medical Practices",Pfizer,2,1
01/30/2021,51067,"Franklin County","West Piedmont","Local Health Departments",Moderna,1,1
01/28/2021,51069,Frederick,"Lord Fairfax","Federal LTCF Program",Pfizer,1,5
02/09/2021,51115,Mathews,"Three Rivers",Hospitals,Pfizer,1,28
01/15/2021,51620,"Franklin City","Western Tidewater","Federal LTCF Program",Pfizer,1,1
01/21/2021,51101,"King William","Three Rivers","Other Community Health Providers",Pfizer,1,2
02/03/2021,51530,"Buena Vista City","Central Shenandoah","Local Health Departments",Moderna,1,1
02/03/2021,51009,Amherst,"Central Virginia",Pharmacies,Moderna,1,50
02/02/2021,51003,Albemarle,"Blue Ridge","Medical Practices",Moderna,2,2
12/19/2020,51540,Charlottesville,"Blue Ridge",Hospitals,Pfizer,1,2
01/13/2021,51181,Surry,Crater,Pharmacies,Moderna,1,1
02/17/2021,51059,Fairfax,Fairfax,"Other Community Health Providers",Moderna,2,105
01/04/2021,51790,Staunton,"Central Shenandoah","Other Community Health Providers",Moderna,1,22
02/04/2021,51095,"James City",Peninsula,Hospitals,Moderna,1,3
01/20/2021,51109,Louisa,"Blue Ridge",Hospitals,Moderna,2,1
02/18/2021,51650,Hampton,Hampton,Hospitals,Pfizer,2,1
02/01/2021,51540,Charlottesville,"Blue Ridge",Hospitals,Moderna,2,2
02/16/2021,51163,Rockbridge,"Central Shenandoah",Pharmacies,Moderna,1,6
01/22/2021,51001,Accomack,"Eastern Shore","Other Community Health Providers",Moderna,1,103
01/29/2021,51680,Lynchburg,"Central Virginia",Pharmacies,Moderna,1,6
01/06/2021,"Out of State","Out of State","Out of State","Other Community Health Providers",Moderna,1,10
01/27/2021,51065,Fluvanna,"Blue Ridge","Federal LTCF Program",Pfizer,2,12
01/21/2021,51135,Nottoway,Piedmont,"Local Health Departments",Pfizer,1,1
12/18/2020,51735,Poquoson,Peninsula,Hospitals,Pfizer,1,36
02/16/2021,51047,Culpeper,"Rappahannock Rapidan",Pharmacies,Moderna,2,3
02/08/2021,51137,Orange,"Rappahannock Rapidan",Hospitals,Pfizer,2,4
01/17/2021,51161,"Roanoke County",Alleghany,"Federal LTCF Program",Pfizer,1,3
02/09/2021,51065,Fluvanna,"Blue Ridge","Other Community Health Providers",Moderna,2,10
01/20/2021,51620,"Franklin City","Western Tidewater",Pharmacies,Moderna,1,1
01/04/2021,51059,Fairfax,Fairfax,"Other Community Health Providers",Pfizer,1,1
12/27/2020,51107,Loudoun,Loudoun,"Other Community Health Providers",Moderna,1,13
02/10/2021,51131,Northampton,"Eastern Shore",Hospitals,Pfizer,2,3
01/31/2021,51683,"Manassas City","Prince William",Hospitals,Moderna,1,53
02/05/2021,51195,Wise,Lenowisco,"Other Community Health Providers",Moderna,2,3
01/01/2021,51710,Norfolk,Norfolk,Hospitals,Pfizer,1,1
01/20/2021,51059,Fairfax,Fairfax,Hospitals,Pfizer,2,220
02/15/2021,51047,Culpeper,"Rappahannock Rapidan","Medical Practices",Moderna,2,5
02/02/2021,51041,Chesterfield,Chesterfield,"Other Community Health Providers",Pfizer,1,1
02/16/2021,51153,"Prince William","Prince William","Federal LTCF Program",Pfizer,1,3
02/05/2021,51015,Augusta,"Central Shenandoah","Other Community Health Providers",Pfizer,2,18
02/15/2021,51141,Patrick,"West Piedmont","Local Health Departments",Moderna,1,5
02/01/2021,51041,Chesterfield,Chesterfield,"Other Community Health Providers",Pfizer,2,3
01/17/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Pfizer,1,851
02/03/2021,51095,"James City",Peninsula,"Federal LTCF Program",Pfizer,1,47
01/19/2021,51820,Waynesboro,"Central Shenandoah",Pharmacies,Moderna,1,7
02/07/2021,51191,Washington,"Mount Rogers","Federal LTCF Program",Pfizer,1,24
01/15/2021,51095,"James City",Peninsula,Hospitals,Pfizer,2,5
02/17/2021,51153,"Prince William","Prince William","Other Community Health Providers",Moderna,2,18
01/20/2021,"Out of State","Out of State","Out of State",Hospitals,Pfizer,2,62
01/22/2021,51710,Norfolk,Norfolk,Hospitals,Moderna,2,3
01/07/2021,51059,Fairfax,Fairfax,Hospitals,Moderna,1,3
01/05/2021,51710,Norfolk,Norfolk,Hospitals,Pfizer,2,1
01/31/2021,51820,Waynesboro,"Central Shenandoah",Hospitals,Pfizer,1,1
02/01/2021,51620,"Franklin City","Western Tidewater",Hospitals,Pfizer,1,2
01/31/2021,51161,"Roanoke County",Alleghany,Pharmacies,Moderna,1,2
01/29/2021,51193,Westmoreland,"Three Rivers","Local Health Departments",Moderna,1,18
01/12/2021,51051,Dickenson,"Cumberland Plateau",Hospitals,Pfizer,2,2
02/13/2021,51153,"Prince William","Prince William",Hospitals,Moderna,2,113
01/25/2021,51121,Montgomery,"New River","Medical Practices",Moderna,1,8
02/02/2021,51159,"Richmond County","Three Rivers",Pharmacies,Moderna,1,1
01/19/2021,51193,Westmoreland,"Three Rivers","Other Community Health Providers",Moderna,1,10
01/22/2021,51065,Fluvanna,"Blue Ridge",Hospitals,Pfizer,1,2
01/01/2021,51085,Hanover,Chickahominy,"Medical Practices",Moderna,1,3
01/29/2021,51105,Lee,Lenowisco,"Other Community Health Providers",Moderna,1,15
01/19/2021,51109,Louisa,"Blue Ridge","Medical Practices",Moderna,1,5
02/12/2021,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,2,37
02/05/2021,51075,Goochland,Chickahominy,"Federal LTCF Program",Pfizer,2,8
01/18/2021,51710,Norfolk,Norfolk,Hospitals,Moderna,1,7
12/30/2020,51153,"Prince William","Prince William","Medical Practices",Moderna,1,35
12/20/2020,51067,"Franklin County","West Piedmont",Hospitals,Pfizer,1,41
01/26/2021,51081,Greensville,Crater,"Federal LTCF Program",Pfizer,2,1
02/04/2021,51187,Warren,"Lord Fairfax","Federal LTCF Program",Pfizer,1,22
01/12/2021,51660,Harrisonburg,"Central Shenandoah","Other Community Health Providers",Pfizer,1,31
01/20/2021,51179,Stafford,Rappahannock,Hospitals,Pfizer,1,15
12/27/2020,51510,Alexandria,Alexandria,Hospitals,Pfizer,1,15
01/09/2021,51840,Winchester,"Lord Fairfax","Other Community Health Providers",Moderna,1,1
02/11/2021,51113,Madison,"Rappahannock Rapidan","Local Health Departments",Moderna,1,15
01/07/2021,51013,Arlington,Arlington,"Local Health Departments",Moderna,1,96
01/07/2021,51810,"Virginia Beach","Virginia Beach","Medical Practices",Pfizer,1,37
01/11/2021,51610,"Falls Church",Fairfax,Hospitals,Pfizer,1,12
01/27/2021,51093,"Isle of Wight","Western Tidewater","Medical Practices",Moderna,1,18
02/03/2021,51155,Pulaski,"New River","Federal LTCF Program",Pfizer,1,2
02/16/2021,51177,Spotsylvania,Rappahannock,"Local Health Departments",Pfizer,2,1
02/13/2021,51113,Madison,"Rappahannock Rapidan",Hospitals,Pfizer,1,1
02/17/2021,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,31
01/13/2021,51510,Alexandria,Alexandria,"Medical Practices",Pfizer,2,2
01/11/2021,51187,Warren,"Lord Fairfax","Medical Practices",Moderna,1,1
12/31/2020,"Out of State","Out of State","Out of State","Other Community Health Providers",Pfizer,1,5
01/07/2021,51161,"Roanoke County",Alleghany,"Local Health Departments",Moderna,1,160
01/13/2021,51099,"King George",Rappahannock,Hospitals,Moderna,1,9
02/16/2021,51041,Chesterfield,Chesterfield,"Medical Practices",Pfizer,1,2
01/15/2021,51119,Middlesex,"Three Rivers",Hospitals,Pfizer,2,1
02/08/2021,51145,Powhatan,Chesterfield,"Local Health Departments",Moderna,1,4
02/05/2021,51125,Nelson,"Blue Ridge",Hospitals,Pfizer,1,41
12/24/2020,51153,"Prince William","Prince William","Local Health Departments",Moderna,1,32
02/02/2021,51165,Rockingham,"Central Shenandoah","Local Health Departments",Moderna,1,16
01/14/2021,51071,Giles,"New River","Medical Practices",Moderna,1,4
01/25/2021,51049,Cumberland,Piedmont,"Medical Practices",Moderna,1,4
01/20/2021,51730,Petersburg,Crater,"Local Health Departments",Moderna,1,8
01/22/2021,51047,Culpeper,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,2,1
02/16/2021,51520,Bristol,"Mount Rogers","Federal LTCF Program",Pfizer,2,3
01/21/2021,51750,Radford,"New River",Hospitals,Pfizer,2,1
01/07/2021,51033,Caroline,Rappahannock,"Federal LTCF Program",Pfizer,1,1
02/12/2021,51810,"Virginia Beach","Virginia Beach",Hospitals,Moderna,1,16
02/08/2021,51187,Warren,"Lord Fairfax","Medical Practices",Pfizer,2,8
01/02/2021,51097,"King and Queen","Three Rivers","Other Community Health Providers",Moderna,1,1
01/14/2021,51137,Orange,"Rappahannock Rapidan","Other Community Health Providers",Pfizer,1,3
01/25/2021,51183,Sussex,Crater,Hospitals,Pfizer,1,2
02/05/2021,51075,Goochland,Chickahominy,Hospitals,Pfizer,1,5
02/16/2021,51063,Floyd,"New River","Local Health Departments",Moderna,1,54
02/11/2021,51690,Martinsville,"West Piedmont",Hospitals,Moderna,2,1
01/07/2021,51810,"Virginia Beach","Virginia Beach",Hospitals,Pfizer,2,378
01/25/2021,51067,"Franklin County","West Piedmont",Hospitals,Moderna,2,4
02/15/2021,51009,Amherst,"Central Virginia","Other Community Health Providers",Moderna,2,17
01/20/2021,51169,Scott,Lenowisco,Hospitals,Pfizer,1,1
12/29/2020,"Out of State","Out of State","Out of State","Federal LTCF Program",Pfizer,1,125
01/26/2021,51011,Appomattox,"Central Virginia","Medical Practices",Moderna,1,5
02/18/2021,51760,"Richmond City",Richmond,Pharmacies,Moderna,1,7
02/15/2021,51133,Northumberland,"Three Rivers",Pharmacies,Moderna,1,1
01/05/2021,51770,"Roanoke City",Roanoke,"Medical Practices",Pfizer,1,6
01/05/2021,51031,Campbell,"Central Virginia",Hospitals,Pfizer,1,59
02/04/2021,51700,"Newport News",Peninsula,"Other Community Health Providers",Pfizer,1,2
12/31/2020,51165,Rockingham,"Central Shenandoah","Other Community Health Providers",Moderna,1,7
01/29/2021,51101,"King William","Three Rivers",Hospitals,Moderna,2,1
01/23/2021,51179,Stafford,Rappahannock,"Other Community Health Providers",Pfizer,2,18
01/06/2021,51197,Wythe,"Mount Rogers",Hospitals,Pfizer,1,8
02/03/2021,51683,"Manassas City","Prince William","Medical Practices",Moderna,1,5
01/27/2021,51193,Westmoreland,"Three Rivers","Medical Practices",Moderna,1,90
01/03/2021,51730,Petersburg,Crater,"Other Community Health Providers",Moderna,1,2
01/14/2021,51069,Frederick,"Lord Fairfax","Local Health Departments",Moderna,1,13
02/10/2021,51770,"Roanoke City",Roanoke,"Medical Practices",Moderna,2,52
12/16/2020,51101,"King William","Three Rivers",Hospitals,Pfizer,1,2
01/22/2021,51735,Poquoson,Peninsula,"Local Health Departments",Moderna,1,20
02/08/2021,51003,Albemarle,"Blue Ridge","Local Health Departments",Moderna,2,29
01/12/2021,51067,"Franklin County","West Piedmont","Federal LTCF Program",Pfizer,1,3
02/06/2021,51770,"Roanoke City",Roanoke,"Other Community Health Providers",Pfizer,2,1
01/21/2021,51097,"King and Queen","Three Rivers",Hospitals,Moderna,1,3
01/19/2021,51037,Charlotte,Piedmont,"Medical Practices",Moderna,1,2
02/02/2021,51099,"King George",Rappahannock,Hospitals,Pfizer,2,1
02/07/2021,51019,Bedford,"Central Virginia","Federal LTCF Program",Pfizer,1,6
01/12/2021,51720,Norton,Lenowisco,Hospitals,Pfizer,1,1
01/28/2021,51067,"Franklin County","West Piedmont","Medical Practices",Moderna,1,5
01/17/2021,51169,Scott,Lenowisco,"Federal LTCF Program",Pfizer,1,40
02/17/2021,51089,Henry,"West Piedmont","Local Health Departments",Moderna,1,47
01/29/2021,51199,York,Peninsula,"Local Health Departments",Pfizer,1,2
02/05/2021,51183,Sussex,Crater,"Other Community Health Providers",Moderna,1,1
01/24/2021,51510,Alexandria,Alexandria,Hospitals,Moderna,2,1
12/17/2020,51147,"Prince Edward",Piedmont,Hospitals,Pfizer,1,7
12/23/2020,51095,"James City",Peninsula,"Local Health Departments",Moderna,1,2
02/05/2021,51670,Hopewell,Crater,"Local Health Departments",Pfizer,1,5
02/17/2021,51171,Shenandoah,"Lord Fairfax","Other Community Health Providers",Pfizer,2,5
02/09/2021,51147,"Prince Edward",Piedmont,"Local Health Departments",Moderna,2,2
02/12/2021,51700,"Newport News",Peninsula,"Federal LTCF Program",Pfizer,2,24
02/17/2021,51005,Alleghany,Alleghany,Hospitals,Moderna,1,1
01/19/2021,51187,Warren,"Lord Fairfax",Hospitals,Pfizer,1,206
01/18/2021,51089,Henry,"West Piedmont",Hospitals,Pfizer,1,8
01/26/2021,51157,Rappahannock,"Rappahannock Rapidan","Medical Practices",Moderna,1,3
01/30/2021,51057,Essex,"Three Rivers",Hospitals,Moderna,1,3
01/19/2021,51053,Dinwiddie,Crater,"Federal LTCF Program",Pfizer,1,3
02/10/2021,51191,Washington,"Mount Rogers",Pharmacies,Moderna,1,3
01/14/2021,51019,Bedford,"Central Virginia","Medical Practices",Moderna,1,15
01/13/2021,51117,Mecklenburg,Southside,"Local Health Departments",Moderna,1,12
01/16/2021,51095,"James City",Peninsula,"Other Community Health Providers",Pfizer,1,2
02/17/2021,51007,Amelia,Piedmont,"Medical Practices",Moderna,2,1
01/23/2021,51087,Henrico,Henrico,Hospitals,Pfizer,2,4
02/02/2021,51019,Bedford,"Central Virginia","Medical Practices",Moderna,1,42
01/04/2021,51087,Henrico,Henrico,Hospitals,Moderna,1,258
02/12/2021,51043,Clarke,"Lord Fairfax","Local Health Departments",Pfizer,1,4
02/09/2021,51053,Dinwiddie,Crater,"Other Community Health Providers",Moderna,2,1
02/04/2021,51075,Goochland,Chickahominy,Hospitals,Moderna,2,2
02/11/2021,51650,Hampton,Hampton,"Federal LTCF Program",Pfizer,2,18
01/30/2021,51125,Nelson,"Blue Ridge","Local Health Departments",Moderna,1,27
02/19/2021,51195,Wise,Lenowisco,"Local Health Departments",Moderna,1,3
01/24/2021,"Not Reported","Not Reported","Not Reported",Hospitals,Moderna,2,8
02/17/2021,51041,Chesterfield,Chesterfield,"Local Health Departments",Moderna,2,108
01/07/2021,51113,Madison,"Rappahannock Rapidan",Hospitals,Pfizer,1,6
12/19/2020,51735,Poquoson,Peninsula,Hospitals,Pfizer,1,13
02/18/2021,51650,Hampton,Hampton,"Medical Practices",Moderna,1,14
02/02/2021,51009,Amherst,"Central Virginia",Pharmacies,Moderna,1,9
01/27/2021,51149,"Prince George",Crater,"Local Health Departments",Pfizer,1,4
01/19/2021,51109,Louisa,"Blue Ridge",Hospitals,Moderna,2,1
02/11/2021,51840,Winchester,"Lord Fairfax","Federal LTCF Program",Pfizer,1,1
01/22/2021,51710,Norfolk,Norfolk,"Medical Practices",Pfizer,1,27
01/15/2021,51183,Sussex,Crater,"Other Community Health Providers",Moderna,1,3
01/08/2021,51013,Arlington,Arlington,"Medical Practices",Pfizer,2,71
02/17/2021,51033,Caroline,Rappahannock,"Medical Practices",Pfizer,2,1
01/30/2021,51145,Powhatan,Chesterfield,Hospitals,Pfizer,2,2
12/31/2020,51053,Dinwiddie,Crater,"Federal LTCF Program",Pfizer,1,1
